,titulo,artista,letras
489,Até o Tempo Passa,Marília Mendonça," Fiquei no sofá, esperando você. Ainda bem que eu sentei. Senão, além do coração, a perna ia doer. Doeu. Não fiquei com ninguém. Primeiro porque quem se aproximou de mim. Tava com dó do que você aprontou comigo. Graças a Deus arranjei um monte de amigo. Um monte de conselho. Um pouco de vergonha na cara. 3 doses de whisky. No tempo em um cigarro apaga, esse amor acaba. E some igual fumaça. Se até o tempo passa, imagina o seu amor. Devolve o meu tempo . Que eu fiquei ligando, mandando mensagem. Implorando por favor. Vou te cobrar com juros o que você me tirou. Se até o tempo passa, imagina o seu amor. E esse arranhadinho no meu coração. Soprou, passou, passou. E o tempo levou. Se é pra viver sofrendo, eu vou sofrer com um novo amor. Um monte de conselho. Um pouco de vergonha na cara. 3 doses de whisky. No tempo em que um cigarro apaga, esse amor acaba. E some igual fumaça. Se até o tempo passa, imagina o seu amor. Devolve o meu tempo. Que eu fiquei ligando, mandando mensagem. Implorando por favor. Vou te cobrar com juros o que você me tirou. Se até o tempo passa, imagina o nosso amor. E esse arranhadinho no meu coração. Soprou, passou, passou. E o tempo levou. Se é pra viver sofrendo, eu vou sofrer por outro amor. Se até o tempo passa, imagina o seu amor. Devolve o meu tempo . Que eu fiquei ligando, mandando mensagem. Implorando por favor. Vou te cobrar com juros o que você me tirou. Se até o tempo passa, imagina o seu amor. E esse arranhadinho no meu coração. Soprou, passou, passou. E o tempo levou. Se é pra viver sofrendo, eu vou sofrer com um novo amor. Fiquei no sofá, esperando você.  "
490,Fogueira,Jorge e Mateus," Não para de chover. E eu preciso do sol pra lembrar seu calor. Se eu te magoei. Desculpa, estou aprendendo o que é amor. Nas noites mais escuras. Nos bares, nas ruas, tudo é solidão. Não me deixe sozinho, falta de carinho. Rima com nova paixão. Eu quero o seu amor. Eu quero ser seu homem, se você quiser. Se eu tiver seu amor. Juro, não preciso amar outra mulher. Não deixe apagar a fogueira do meu coração.  "
491,Nove Entre Dez,Fernando e Sorocaba," Um matemático. Disse que suas medidas são exatas. Um crítico de artes. Disse que você é obraprima. O jornaleiro disse. Que você só traz boas notícias. Eu vou ficar seguro com você. Disse a polícia. Nove entre dez especialistas. Me recomendam você. Nove entre dez especialistas. Me recomendam você. Nove entre dez especialistas. Me recomendam você. Nove entre dez especialistas. Me recomendam você. Eu demorei pra entender. Jardineiro disse que. O seu perfume vem das flores. O Chefe de cozinha disse que. O seu beijo tem os melhores sabores. O astronauta disse que. O seu abraço tem gravidade zero. Os bilionários desse mundo. Joia igual você, nunca tiveram. Nove entre dez especialistas. Me recomendam você. Nove entre dez especialistas. Me recomendam você. Nove entre dez especialistas. Me recomendam você. Nove entre dez especialistas. Me recomendam você. Eu demorei pra entender. E agora quem sou eu pra duvidar. Que o amor da minha vida é você. Eu demorei pra entender. E agora quem sou eu pra duvidar. Que o amor da minha vida é você. Nove entre dez especialistas. Me recomendam você. Nove entre dez. Me recomendam você. Nove entre dez. Me recomendam você. Eu demorei pra entender. Eu demorei pra entender. Eu demorei pra entender.  "
492,Sem Avisar,Henrique e Juliano," Eu quero ser. Aquela blusa que te aquece. Aquele vinho que você bebe. Aquele dia que você não esquece. Eu quero ser. O rosto que fica na sua mente. O sentimento que você sente. O calafrio que chega de repente. Seu, apenas ser um bom momento seu. Ser aquela pessoa que escolheu. Ter o seu sorriso em cada amanhecer. Na cor dos seus olhos eu quero me ver. Prometo que eu não vou ser mais o cara que te enganou. Confia em mim deixa eu te mostrar meu amor, quem eu sou. Não tente entender, eu não vou explicar. O amor chega assim sem avisar. Prometo que eu não vou ser mais o cara que te enganou. Confia em mim deixa eu te mostrar meu amor, quem eu sou. Não tente entender, eu não vou explicar. O amor chega assim, meio sem avisar.  "
493,Luz da Minha Vida,Trio Parada Dura," Luz da minha vida mulher adorada dona dos meus beijos. Volte aos meus braços suplico chorando em nome do amor. Serei seu marido, amante ou escravo que você quiser. O que eu não posso é continuar neste mundo de dor. Sem você comigo a vida é castigo tudo é solidão. A noite em meu leito paixão e despeito me impedem dormir. Por isso eu peço seu breve regresso tenha compaixão. Ou serei o homem mais triste da Terra sem você aqui. Minha pobre vida, já não tem sentido. Sou barco perdido num mar de tristeza sem os beijos seus. Tragame seu corpo para os meus abraços. Mate meu cansaço, ilumine meus passos pelo amor de Deus.  "
494,O Que a Gente Faz Com a Gente,Zé Neto e Cristiano," Já tô sentindo ciúme e saudade. Sei que não posso negar, é verdade. A gente tava só ficando. Foi ficando, ficando e ficou sério demais. Complicou demais, o que é que a gente faz. O que é que a gente faz. O que é que a gente faz com a gente. Assume esse rolo ou mente. Que não existe sentimento. Quem tá de fora, já tá vendo. E o que ficou, é amor, é amor. Isso é amor.  "
495,Cuitelinho,Pena Branca e Xavantinho," Cheguei na beira do porto. Onde as ondas se espáia. As garças dá meia volta. E senta na beira da praia. E o cuitelinho não gosta. Que o botão de rosa caia, ai, ai, ai. Aí quando eu vim da minha terra. Despedi da parentaia. Eu entrei no Mato Grosso. Dei em terras paraguaia. Lá tinha revolução. Enfrentei forte bataia, ai, ai, ai. A tua saudade corta. Como aço de navaia. O coração fica aflito. Bate uma, a outra faia. Os zóio se enche d'água. Que até a vista se atrapaia, ai, ai, ai.  "
496,Duas da Manhã,Maycon e Vinicius," Alô Como é que você está. Sei que são duas da manhã. Tá tarde demais, decidi ligar. Sei que está namorando, parece estar feliz. Meus parabéns Felicidades É isso aí. Mas se algum dia esse cara te fizer chorar. Pode me ligar a qualquer hora, em qualquer lugar. Pode ser a cobrar, não vou me importar, ôôô. Se o destino fez assim com a gente. Eu não vou chorar, Deus sabe o que faz. Mas sei lá, deixa o tempo passar. Mas, antes de desligar, confesse. Você não me esqueceu, e nem adianta negar. Encontrei a sua amiga e ela veio me contar. Que falou com você, você falou de mim. Disse que não é fácil esquecer um amor assim. Por isso que eu liguei, liguei pra te avisar. Vou terminar o namoro, e por você eu vou lutar. Pode não me querer, pode não me aceitar. Pode passar dez anos, mas eu vou te esperar. Mas se algum dia esse cara te fizer chorar. Pode me ligar qualquer hora, em qualquer lugar. Pode ser a cobrar, não vou me importar, ôôuô. Se o destino fez assim com a gente, eu não vou chorar. Deus sabe o que faz, mas sei lá. Deixa o tempo passar. Mas, antes de desligar, confesse. Você não me esqueceu, e nem adianta negar. Encontrei a sua amiga e ela veio me contar. Que falou com você, você falou de mim. Disse que não é fácil esquecer um amor assim. Por isso que eu liguei, liguei pra te avisar. Vou terminar o namoro, e por você eu vou lutar. Pode não me querer, pode não me aceitar. Pode passar dez anos, mas eu vou te esperar. Ôôô. Pode não me querer, pode não me aceitar. Pode passar dez anos, mas eu vou te esperar.  "
497,Bobo Fui Eu,Zé Neto e Cristiano," Enxugue o pranto, e só me escute agora senta aqui. Você não sabe o quanto dói pra mim ter que partir. Mas não aguento essa sua indecisão. Não me assume mas também não abre mão. Bobo fui eu. Que pensei que você deixaria esse cara. Mas na verdade. É você que não teve vergonha na cara. Me enfeitiçou me enganou, abusou. Tirou tudo de mim. Volta pra ele. Esquece de tudo chegamos ao fim. Bobo fui eu.  "
498,Chora Viola,Tião Carreiro e Pardinho," Eu não caio do cavalo nem do burro e nem do galho. Ganho dinheiro cantando a viola é meu trabalho. No lugar onde tem sêca, eu de sêde lá não caio. Levanto de madrugada e bebo o pingo de orvalho. Chora viola. Não como gato por lebre, não compro cipó por laço. Eu não durmo de botina não dou beijos sem abraço. Fiz um ponto lá na mata caprichei e dei um nó. Meus amigos eu ajudo, inimigo eu tenho dó. Chora viola. A lua é dona da noite o sol é dono do dia. Admiro as mulheres que gostam de cantorias. Mato a onça e bebo o sangue, furo a terra e tiro o ouro. Quem sabe aguentar saudade não aguenta desaforo. Chora viola. Eu ando de pé no chão piso por cima da brasa. Quem não gosta de viola que não ponha o pé lá em casa. A viola está tinindo, o cantador tá de pé. Quem não gosta de viola, brasileiro bom não é. Chora viola.  "
499,"Farra, Pinga e Foguete",Bruno e Barretto," Hoje eu quero um dia de sossego, eu quero paz. Sentir o cheiro dela, o que eu nem me lembro mais. É tudo que eu planejo, acordar cedo e trabalhar. Pegar o mesmo ônibus, ir pra casa descansar. Mas todo fim de tarde a galera me aciona. Era pra tomar uma, mas de novo deu em zona. As luzes tão piscando. Jukebox tocando Amado Batista. E o pau tá quebrando. Ir trabalhar amanhã é o cacete. Hoje é só farra, pinga e foguete. As luzes tão piscando. Jukebox tocando com Bruno e Barretto. E o pau tá quebrando. Ir trabalhar amanhã é o cacete. Hoje é só farra, pinga e foguete.  "
500,Fé No Pai,Lucas Lucco, Como explicar os nossos desencontros. Nunca dá certo. Coração tá meio tonto. Tudo bagunçado. Cada um pra um lado. Toda vez que te procuro. Você tem alguém. Toda vez tô namorando. Quando você vem. Mas dessa vez quando eu vi. Que estava sem ninguém. Eu terminei na hora. Pra ficar sozinho também. Fé no pai. Que agora o nosso beijo sai. Pode crer que agora eu fico com você. Eu vou matar minha vontade. E te amar demais. E dessa vez eu tô sentindo que agora vai. Fé no pai. Que agora o nosso beijo sai. Pode crer que agora eu fico com você. Eu vou matar minha vontade. E te amar demais. E dessa vez eu tô sentindo que agora vai.  
501,Mais Que Pai e Filho,Rick e Renner," Pai estou aqui pra dizer que valeu. Olha o quanto o seu filho cresceu. Pai olha seu sonho aqui. Filho eu às vezes nem sei se mereço. Mesmo assim todo dia agradeço. A magia de te ver sorrir. Pai to deixando de ser um menino. Mas não quero que o meu destino. Venha nos distanciar. Filho não importa aonde o destino vai. Saiba que o meu amor de pai. Sempre ira te acompanhar. Que bom que Deus fez de nós dois mais do que pai e filho. Permitiu que a gente dividirse o brilho do sol que pra muito jamais vai nascer. Que bom que Deus deu para esse filme um lindo final. Transformando um sonho em vida real, vida que a gente só tem que viver. Pai sua voz hoje é minha voz. Pai tem um elo de paz entre nós. Que nada poderá romper. Filho nesse mundo azul que é tão só seu. Hoje tem um pai que compreendeu. O amor quando te viu nascer. Pai você é o meu grande amigo (muito mais que um amigo). Quando você conversa comigo. Me sinto seguro e melhor. Filho pode apostar na vida com fé. Que por Deus todo homem já é uma luz a brilhar por si só. Que bom que Deus fez de nós dois mais do que pai e filho. Permitiu que a gente dividirse o brilho do sol que pra muito jamais vai nascer. Que bom que Deus deu pra esse filme um lindo final. Transformando um sonho em vida real, vida que agente só tem que viver. Pai, filho.  "
502,Entre Quatro Paredes,Marília Mendonça," Sabe, nosso problema é igualdade. Já estamos conscientes. Que por mais que a gente tente. Não dá certo, mas quem sabe o certo é assim. Lembra de como tudo era perfeito. Mas assim é todo começo. A gente esconde os defeitos. Até se conhecer melhor. O que esse amor tem de tão diferente. Que prende a gente. Ninguém abre mão. E reatamos nossa ex relação. A gente se dá tão bem. Entre quatro paredes. Que pouco me importa. Do quarto pra fora. Eu e você, sem regra, sem lógica.  "
503,Alô,Chitãozinho & Xororó," Alô Tô ligando pra saber como você está. Eu tava à toa e por isso resolvi ligar. Pra contar que sonhei com você. Alô É tão bom ouvir de novo a sua voz. Apesar da distância que há entre nós. Tem uma coisa que eu preciso dizer. Na verdade eu liguei. E esse sonho inventei pra te ouvir. E pra contar que chorei. E a solidão tava doendo em mim. Oh, ah ... eu só menti pra não sofrer. Oh, ah ... eu só queria te dizer. Tô morrendo de saudade de você. Alô Tô ligando pra saber como você está. Eu tava à toa e por isso resolvi ligar. Pra contar que sonhei com você. Alô É tão bom ouvir de novo a sua voz. Apesar da distância que há entre nós. Tem uma coisa que eu preciso dizer. Na verdade eu liguei. Esse sonho inventei pra te ouvir. E pra contar que chorei. E a solidão tava doendo em mim. Oh, ah ... eu só menti pra não sofrer. Oh, ah ... eu só queria te dizer. Tô morrendo de saudade de você.  "
504,Garotas Não Merecem Chorar,Luan Santana," Ela é uma mulher menina. Que precisa urgentemente ser mais forte. Ela quer alguém que leia seu sorriso. Antes de olhar o seu decote. Ela vê suas amigas se entregando. Ao primeiro que aparecer. Numa tentativa boba de se preencher. Garotas querem mais amor de verdade. Mais sinceridade. Garotos são todos iguais. Têm necessidade, não passam vontade. Mas tô aqui pra provar. Eu não te deixaria por uma aventura à toa. Nem te trocaria por qualquer outra pessoa. Só pra matar a vontade, o crime não compensa. Garotas inocentes não merecem chorar. Por garotos que não têm a verdade no olhar. Escolhi ser diferente, amor, só pra te amar. Ela é uma mulher menina. Que precisa urgentemente ser mais forte. Ela quer alguém que leia seu sorriso. Antes de olhar seu decote. Ela vê suas amigas se entregando. Ao primeiro que aparecer. Numa tentativa boba de se preencher. Garotas querem mais amor de verdade. Mais sinceridade. Garotos são todos iguais. Têm necessidade, não passam vontade. Mas tô aqui pra provar. Eu não te deixaria por uma aventura à toa. Nem te trocaria por qualquer outra pessoa. Só pra matar a vontade, o crime não compensa. Garotas inocentes não merecem chorar. Por garotos que não têm a verdade no olhar. Escolhi ser diferente, amor, só pra te amar. Escolhi ser diferente, amor, só pra te amar.  "
505,Cheiro Natural (part. Ludmilla e MC Kekel),Fernando e Sorocaba," Bebida acabando, a brisa aumentando, cigarro apagando. Já, já eu tô passando aí. Já deixa no jeito a cama arrumada. Que eu baguncei na semana passada. E vê se não esquece o narga. Na moral, sabe o que é essencial. É teu sorriso que mistura com seu cheiro natural. Na moral, sabe o que é essencial. É seu sorriso que mistura com seu cheiro natural. Isso é que te faz especial. Bebida acabando, a brisa aumentando, cigarro apagando. Já, já eu tô passando aí. Já deixa no jeito a cama arrumada. Que eu baguncei na semana passada. E vê se não esquece o narga. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Na moral, essa menina ela é 13, ela é louca. Olha como ela chega com amor. Me beija, me abraça na banca dos parças. Ela curte comigo o rolê. E com ela eu tô sempre junto. É casal que vive e não quer nem saber. Mas ela é tudo que eu quero ter. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Isso é o que te faz. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Na moral, sabe o que é essencial. É o seu sorriso que mistura com o seu cheiro natural. Isso é o que te faz especial.  "
506,Só Dá Você Na Minha Vida,Daniel," Hoje cedo eu chorei. Acordei com você na cabeça. Não peça pra que eu te esqueça. Pois tudo no mundo me lembra você. Hoje cedo tocou. A canção que você mais gostava. Parece que você estava comigo. E por isso eu liguei pra você. Eu tentei, eu lutei, fiz o possível. Mas viver sem você é impossível. Eu tentei, eu busquei outra saída. Mas o que fazer se só dá você na minha vida. Ainda não consegui. Te arrancar daqui do meu peito. Volta e vem dar um jeito. Nesse desacerto do meu coração. Eu não posso fingir. Nem tão pouco mentir pra mim mesmo. É caminhar sem rumo a esmo. Pois você ainda é minha direção. Eu tentei, eu lutei, fiz o possível. Mas viver sem você é impossível. Eu tentei, eu busquei outra saída. Mas o que fazer se só dá você na minha vida. Mas o que fazer se só dá você na minha vida.  "
507,Um Sonhador,Leonardo," Eu não sei prá onde vou. Pode até não dar em nada. Minha vida segue o sol. No horizonte dessa estrada.... Eu nem sei mesmo quem sou. Nessa falta de carinho. Por não ter um grande amor. Aprendi a ser sozinho.... E onde o vento me levar. Vou abrir meu coração. Pode ser que num caminho. Num atalho, num sorriso. Aconteça uma paixão.... E vou achar. Num toque do destino. O brilho de um olhar. Sem medo de amar.... Não vou deixar. De ser um sonhador. Pois sei vou encontrar. No fundo dos meus sonhos. (Sonhos Sonhos Sonhos). O meu grande amor.... E onde o vento me levar. Vou abrir meu coração. Pode ser que num caminho. Num atalho, num sorriso. Aconteça uma paixão.... E vou achar. Num toque do destino. O brilho de um olhar. Sem medo de amar.... Não vou deixar. De ser um sonhador. Pois sei vou encontrar. No fundo dos meus sonhos. (Sonhos Sonhos Sonhos).... O meu grande amor. O meu grande amor. O meu grande amor....  "
508,Não Desgruda,Thaeme e Thiago," Tô de saco cheio, mas eu amo as consequências. Você só me usa pros momentos de carência. Tá vivendo de aparência e quem apaga as suas ocorrências. Sou eu. Que sai na madrugada e te resgata na balada. Que beija a sua boca com gosto de álcool. É fogo. E olha eu aqui de novo. A minha sorte é que meu corpo tem um ímã. É só ligar que um minuto tá em cima. Essa sua boca não ajuda. A gente tenta não se ver, mas não desgruda. Mas não desgruda. A minha sorte é que meu corpo tem um ímã. É só ligar que um minuto tá em cima. Essa sua boca não ajuda. A gente tenta não se ver, mas não desgruda. Mas não desgruda. Tô de saco cheio, mas eu amo as consequências. Você só me usa pros momentos de carência. Tá vivendo de aparência e quem apaga as suas ocorrências. Sou eu. Que sai na madrugada e te resgata na balada. Que beija a sua boca com gosto de álcool. É fogo. E olha eu aqui de novo. A minha sorte é que meu corpo tem um ímã. É só ligar que um minuto tá em cima. Essa sua boca não ajuda. A gente tenta não se ver, mas não desgruda. Mas não desgruda. A minha sorte é que meu corpo tem um ímã. É só ligar que um minuto tá em cima. Essa sua boca não ajuda. A gente tenta não se ver, mas não desgruda. Mas não desgruda. A minha sorte é que meu corpo tem um ímã. É só ligar que um minuto tá em cima. Essa sua boca não ajuda. A gente tenta não se ver, mas não desgruda. Mas não desgruda. A minha sorte é que meu corpo tem um ímã. É só ligar que um minuto tá em cima. E essa sua boca não ajuda. A gente tenta não se ver, mas não desgruda. Mas não desgruda, não desgruda. Mas não desgruda.  "
509,Obrigado Mãe,Naiara Azevedo," Pode passar o tempo que for. Não vai existir nada igual. Deus foi tão perfeito quando criou. Um ser sublime tão especial. Não importa como ela é. E nem importa de onde vem. Não importa a cor nem a religião. Importa é que todo mundo tem. Mãe é aquela que gera, é aquela que ama. É aquela que canta canção de ninar. E que num abraço faz o medo passar. Mãe é aquela que adota, que chama de filho. Que pega na mão e te ensina a andar. Te deita no colo e ensina a amar. Muito obrigado mãe. Qualquer coisa que eu diga, vai ser pouco demais. Só falar eu te amo mãe, vai faltar algo a mais. Quero te agradecer por me deixar nascer. Sei que você passou noites mal durmidas. Muito obrigado mãe, por ter me dado a vida. Mãe é aquela que gera, é aquela que ama. É aquela que canta canção de ninar. E que num abraço faz o medo passar. Mãe é aquela que adota, que chama de filho. Que pega na mão e te ensina a andar. Te deita no colo e ensina a amar. Muito obrigado mãe. Qualquer coisa que eu diga, vai ser pouco demais. Só falar eu te amo mãe, vai faltar algo a mais. Quero te agradecer por me deixar nascer. Sei que você passou noites mal dormidas. Muito obrigado mãe, por ter me dado a vida.  "
510,Velocidade do Esquecimento (part. Luan Santana),Fred & Gustavo," Cansei de ligar. De me importar. De perder meu tempo. Se quer fazer, faz. Se quiser ir, vai. Vai abraçar o vento. De beber não cansei. De sair não parei. Já tá ficando tenso. Cê acha que eu me apaixono rápido demais. Tem que ver a velocidade do esquecimento. Cê acha que Ferrari corre. Cê acha que o tempo voa. Cê tem que ver eu te trocando por outra pessoa. Cê acha que foguete é rápido. Cê acha que o tempo voa. Cê tem que ver eu te trocando por outra pessoa.  "
511,Inventor dos Amores,Gusttavo Lima," Eu já não sei mais o que faço com meu coração. Eu não tenho mais o controle da situação. Todo caminho que eu sigo me leva a você. E quanto mais tento fugir eu me aproximo mais. Não tem mais jeito, já se foi, razão ficou pra trás. Eu já não sigo meus instintos, medo de sofrer. E se eu me entregar, será que vai rolar. Sou um doente apaixonado e ela tem razão. Se for pra ser assim, eu vou cuidar de mim. Eu penso em desistir e ela diz que não. Meu coração apaixonado, atormentado em dores. Procura entre os outros, o inventor dos amores. Espero que essa paixão nunca me deixe mal. Eu quero te amar e também quero ser amado. Desejo ser o seu amor e não o seu escravo. Espero que essa paixão não tenha ponto final. Senão adeus, tchau, tchau. E se eu me entregar, será que vai rolar. Sou um doente apaixonado e ela tem razão. Se for pra ser assim, eu vou cuidar de mim. Eu penso em desistir e ela diz que não. Meu coração apaixonado, atormentado em dores. Procura entre os outros, o inventor dos amores. Espero que essa paixão nunca me deixe mal. Eu quero te amar e  também quero ser amado. Desejo ser o seu amor e não o seu escravo. Espero que essa paixão não tenha ponto final. Senão adeus, tchau, tchau. Meu coração apaixonado atormentado em dores. Procura entre os outros, o inventor dos amores. Espero que essa paixão nunca me deixe mal. Eu quero te amar e quero também  ser amado. Desejo ser o seu amor e não o seu escravo. Espero que essa paixão não tenha ponto final. Senão adeus, tchau, tchau.  "
512,Pra Que Juízo,Henrique e Juliano," Tomar juízo pra que. Se eu quero é você. Pra que juízo. E não se pode negar. E nem tem como esconder. Que eu tô louco, muito louco. Por um beijo seu. Pra que juízo se eu já perdi o meu. E o meu desejo é que você perca o seu. Foi tentando evitar seu olhar. Foi tentando fugir de você. Foi querendo a vontade ocultar. Foi tentando querer me conter. Foi pensando no medo de errar. Foi lutando pra não me perder. Enlouqueci. Pra que juízo se eu já perdi o meu. E eu tô querendo, tô sempre esperando. Que você também perca o seu. Pra que juízo se eu já perdi o meu. Eu tô querendo é que também perca o seu. Foi tentando evitar seu olhar. Foi tentando fugir de você. Foi querendo a vontade ocultar. Foi tentando querer me conter. Foi pensando no medo de errar. Foi lutando pra não me perder. Enlouqueci. Pra que juízo se eu já perdi o meu. E eu tô querendo, é que você perca o seu. Pra que juízo (pra que juízo). Se eu já perdi o meu. E eu tô querendo, tô sempre esperando. Que você também perca o seu.  "
513,Barco de Papel,Trio Parada Dura," Meu grande amor, somos dois barcos tristes. Que navegamos sempre em ondas fortes. Porque seguimos rumos diferentes. Um vai pro sul e o outro vai pro norte. Pra onde vamos não existe porto. Pro mar da vida somos clandestinos. Dois condenados a morrer de amor. Na tempestade do fatal destino. Estou perdido e você também. Estamos os dois a chorar de saudade. Não adianta navegar pra longe. Se está tão perto a felicidade. Estamos presos pelo compromisso. Que a própria honra obriga a cumprir. Mas que os nossos corações desejam. Os nossos lábios não podem pedir. Nas minhas noites de cruel revolta. Sinto por dentro um coração que chora. Mas, o relógio do tempo marcou. O nosso encontro tão fora de hora. Me vi perdido pelo mar da vida. e enfrentando a onda cruel. Jamais iremos alcançar o porto. Porque o nosso barco é de papel. Jamais iremos alcançar o porto. Porque o nosso barco é de papel.  "
514,Seio de Minas,Paula Fernandes," Eu nasci no celeiro da arte. No berço mineiro. Sou do campo, da serra. Onde impera o minério de ferro. Eu carrego comigo no sangue. Um dom verdadeiro. De cantar melodias de Minas. No Brasil inteiro. Sou das Minas de ouro. Das montanhas Gerais. Eu sou filha dos montes. Das estradas reais. Meu caminho primeiro. Vi brotar dessa fonte. Sou do seio de Minas. Nesse estado, um diamante. Eu nasci no celeiro da arte. No berço mineiro. Sou do campo, da serra. Onde impera o minério de ferro. Eu carrego comigo no sangue. Um dom verdadeiro. De cantar melodias de Minas. No Brasil inteiro. Sou das Minas de ouro. Das montanhas Gerais. Eu sou filha dos montes. Das estradas reais. Meu caminho primeiro. Vi brotar dessa fonte. Sou do seio de Minas. Nesse estado, um diamante.  "
515,Te Amo à Beça,Matheus e Kauan," Os meus olhos me entregam. Quando você vem virando a esquina. Estacionando seu carro na rua. E aí é que eu começo acreditar. Meu coração zera. Quando você prolonga muito essa espera. Diz estar chegando mas não tem nenhuma pressa. E ai é que eu começo a duvidar. Mas não o que eu penso. Não o que eu sinto. Sei que ainda tenho muito amor pra te dar. O meu destino o seu futuro. No fim da historia há de se encontrar. Ainda não sei dizer, o que me completa. Ainda não sei por que, eu te amo à beça. Mas de uma coisa eu sei. O que me faz falta é o seu amor. Ainda não decidiu se você vai ou fica. Mesmo assim te inclui de vez na minha vida. De uma coisa eu sei. O que me faz falta é o seu amor.  "
516,Seu Amor Ainda É Tudo,Bruno e Marrone," Muito prazer em revêla, você está bonita. Muito elegante, mais jovem, tão cheia de vida. Eu ainda falo de flores e declamo seu nome. Mesmo os meus dedos me traem, discam o seu telefone. É minha cara, eu mudei, minha cara. Mas por dentro eu não mudo. O sentimento não para, a doença não sara. Seu amor ainda é tudo, tudo. Daquele momento até hoje esperei você. Daquele maldito momento até hoje, só você. Eu sei que o culpado de não ter você sou eu. E esse medo terrível de amar outra vez é meu. Sei não devia dizer, disse perdoa. Bem que eu queria encontrála e sorrir numa boa. Mas convenhamos, a vida nos faz tão pequenos. Nos preparamos pra muito e choramos por menos. É minha cara eu mudei, minha cara,. Mas por dentro eu não mudo. O sentimento não para, a doença não sara. Seu amor ainda é tudo, tudo. Daquele momento até hoje esperei você. Daquele maldito momento até hoje, só você. Eu sei que o culpado de não ter você sou eu. E esse medo terrível de amar outra vez é meu.  "
517,Paraíso (part. Pabllo Vittar),Lucas Lucco," Lucas Lucco. Pabllo Vittar. Tey, tey, tey. Hoje, você vai embora. Só se eu deixar. Hoje, embaixo do lençol. O bicho vai pegar. Te pego de jeito. E se pegar fogo. Deixa queimar. Te beijo gostoso. Eu tiro sua roupa. Te levo pro Paraíso. E eu vou, e eu vou, e eu vou, e eu vou. Te levo pro Paraíso. E eu vou, e eu vou, e eu vou, e eu vou. Direto pro Paraíso. Te levo pro Paraíso. Direto pro Paraíso. Diz o que cê quer de mim. Provocou e eu quero, sim. A noite toda, a noite toda. Sim, sabe que eu gosto assim. Hoje eu vou até o fim. Me chama, implora o meu amor. Me chama, implora o meu amor. Me acende, que eu quero sentir calor. Me chama, implora o meu amor. Se me chama, eu vou. Se me chama, eu vou. Me chama, implora o meu amor. Me acende, que eu quero sentir calor. Me chama, implora o meu amor. (Eu vou). E eu vou, e eu vou, e eu vou, e eu vou. Te levo pro Paraíso. E eu vou, e eu vou, e eu vou, e eu vou. Direto pro Paraíso.  "
518,Tá Com Medo de Amar,Jorge e Mateus," Quando eu te der um sorriso, tu me dá um beijo. Vai balançar tua cabeça, vai perder o medo. Tá com medo de amar, é. Tá com medo do amor, e aí. Deixa a página virar, é. Deixa o coração em flor se abrir. E vai beijando a minha boca, tirando a roupa. Como se fosse a primeira vez. E vai rolando um sentimento, num movimento. Num carinho que a gente fez. E vai beijando a minha boca, tirando a roupa. Como se fosse a primeira vez. E vai rolando um sentimento, num movimento. Num carinho que a gente fez. Tá com medo de amar, é. Tá com medo do amor, e aí. Deixa a página virar, é. Deixa o coração em flor se abrir. Tá com medo de amar, é. Tá com medo do amor, e aí. Deixa a página virar, é. Deixa o coração em flor se abrir. E vai beijando a minha boca, tirando a roupa. Como se fosse a primeira vez. Vai rolando um sentimento, num movimento. Num carinho que a gente fez. E vai beijando a minha boca, tirando a roupa. Como se fosse a primeira vez. Vai rolando um sentimento, num movimento. Num carinho que a gente fez. Quando eu te der um sorriso, tu me dá um beijo. Vai balançar tua cabeça, vai perder o medo. Tá com medo de amar, é. Tá com medo do amor, e aí. Deixa a página virar, é. Deixa o coração em flor se abrir. E vai beijando a minha boca, tirando a roupa. Como se fosse a primeira vez. Vai rolando um sentimento, num movimento. Num carinho que a gente fez. Tá com medo de amar, é. Tá com medo do amor, e aí. Deixa a página virar, é. Deixa o coração em flor se abrir. Tá com medo de amar, é.  "
519,Mil Vidas,Léo Magalhães," O meu porta retrato está sem sua foto. Na mesa de jantar agora só um copo. Pra que um quarto de casal. Se eu estou morando só. Tão só. Até o meu cachorro parou de brincar. Parece que o tempo não quer mais passar. Eu olho no espelho e não consigo. Mais me ver em mim. E só a vida não tão graça. Só, parece que nada se encaixa, só. Vem aqui. Por que só eu estou no começo do fim. Eu vou te amar por mais umas mil vidas. Se você sumir eu te acho de novo. Eu volto no tempo só mais uma vez. E volto a nascer em 93.  "
