,titulo,artista,letras
466,Poema do Cu,Ary Toledo," Cú,. Porteira redonda. Cercada de fios de cabelo. Por onde passa o sinuelo. Das tropas que vem do bucho. Pra conservar as tuas pregas. Não precisa muito luxo. É só limpar com macegas. No velho estilo gaúcho. Te saúdo cu de índio xucro. Sovado de tanta bosta. Por que coragem tu mostra. Quando a merda vem a trote. E se ela é meio dura. Devagar tu não te apura. Pra evitar que te maltrate. Velho cu miserável. Sempre de boca pra baixo. Pois sendo cu de índio macho. Desses que caga em tarugo. E nunca deixa refugo. Se alguma merda carregas. É só limpar com macegas. Ou mesmo usando um sabugo. Mártir do corpo. Malquisto e desprestigiado. No mais das vezes cagado. E enferrujado na rosca. Teu destino é coisa tosca. Pois enquanto a vida passa. A boca bebe cachaça. E tu sempre a juntar mosca...  "
467,Liga Pra Mim,Calcinha Preta, Liga pra Mim. Eu tenho tantas coisas pra te falar. Liga pra mim. Vai ser tão bom nós precisamos conversar. Todos sabem que eu te amo. Só você e mais ninguém. Eu te vejo em qualquer lugar que eu vá. E sei também. Você anda louco pra voltar. Não faz assim. Eu me deprimo todo sem você aqui. Não faz assim. Sem este amor meu Deus o que vai ser de mim. Todos sabem que eu te amo. Só você e mais ninguém. Eu te vejo em qualquer lugar que eu vá. E sei também. Você anda louco pra voltar. Não faz assim. Eu me deprimo todo sem você aqui. Não faz assim. Sem este amor meu Deus o que vai ser de mim. Vem depressa por favor. Dê uma chance ao nosso amor oh bem oh bem. Vem depressa por favor. Dê uma chance ao nosso amor.  
468,Declaração,Dorgival Dantas, Hoje Lembrei De Você. Queria Te Encontrar. Em pouco tempo talvez. Falaria Mil Coisas. Que o Meu Coração. Quer Dizer. Eu não posso guardar só pra mim. Tire um tempo. Prometo você vai gostar. Cada frase que poder ouvir. Será marcante pra nós. Ninguém precisa saber. Em pouco tempo a sós. Sabera quanto vale uma Declaração. Que só fala de Amor e Paixão. Cada gesto que eu te fizer. Acredite vem do meu coração (2x).  
469,Ponto G,Saia Rodada," Meu ex amor se não for pedir muito. Dême outra chance pela última vez. Ouça os apelos de quem canta e chora. Que seu ex agora não quer ser mais ex.. Passe comigo o final de semana. Em uma cabana presa a meus abraços,. Até duvido que segundafeira. Você ainda queira dormir noutros braços.. Sinta meu gosto, se aqueça em meu corpo. Receba o título de minha mulher. Tornar possível o quase impossível. Só será possível se você quiser.. Juro por Deus se eu ouvir um sim. Você será por mim eternamente amada. Eu sei de muito e se eu fizer com calma. Até sua alma fica apaixonada.. Como geólogo do seu coração. Deixe que eu veja seu corpo sem véu. Me ponha solto num quarto trancado. Que eu faço o pecado que nos leva ao céu.. Depois da volta da troca de afeto. No seu alfabeto eu vou do a ao z,. Ainda tem surpresa que eu só conto. Quando eu marcar ponto. No seu ponto g..  "
470,Despedida (part. Pacheco),Wesley Safadão," Eu entro no quarto e vejo sua mala fechada no chão. E no guarda roupa um vestido de solidão. Doeu demais meu coração. E na geladeira um bilhete dizendo que só vai voltar. Pra buscar as coisas que não deu pra levar. E se for sair, deixa a chave no mesmo lugar. E na despedida. Como é que eu vou beijar o seu rosto. Se eu já beijei sua boca. Como é que eu vou te abraçar vestida. Se eu já te abracei sem roupa. Como é que eu vou abrir aquela porta e te deixar sair. Como é que eu vou dividir. Um corpo que era inteiro, exclusivo, só pra mim. E na despedida. Como é que eu vou beijar o seu rosto. Se eu já beijei sua boca. Como é que eu vou te abraçar vestida. Se eu já te abracei sem roupa. Como é que eu vou abrir aquela porta e te deixar sair. Como é que eu vou dividir. Um corpo que era inteiro, exclusivo, só pra mim. Ainda não tô preparado pra me despedir. Eu entro no quarto e vejo sua mala fechada no chão. E no guarda roupa um vestido de solidão. Doeu demais meu coração. E na geladeira um bilhete dizendo que só vai voltar. Pra buscar as coisas que não deu pra levar. E se for sair, deixa a chave no mesmo lugar. E na despedida. Como é que eu vou beijar o seu rosto. Se eu já beijei sua boca. Como é que eu vou te abraçar vestida. Se eu já te agarrei sem roupa. Como é que eu vou abrir aquela porta e te deixar sair. Como é que eu vou dividir. Um corpo que era inteiro, exclusivo, só pra mim. E na despedida. Como é que eu vou beijar o seu rosto. Se eu já beijei sua boca. Como é que eu vou te abraçar vestida. Se eu já te agarrei sem roupa. Como é que eu vou abrir aquela porta e te deixar sair. Como é que eu vou dividir. Um corpo que era inteiro, exclusivo, só pra mim. Ainda não tô preparado pra me despedir. Ôôô ôôô, ôôô. Ainda não tô preparado pra me despedir. Ôôô ôôô, ôôô. Ainda não tô preparado pra me despedir.  "
471,Forma Discreta (Deixa) (part. Thiago Brava),Ranniery Gomes," Em frente ao espelho eu ensaiei. Uma forma discreta de dizer, iê iê. Conheço bem sua timidez. Vou ser mais direto com você, iê. Já imaginei sua reação. Segura na minha mão. Um sorriso, vai olhar pra mim. Depois que eu tocar seu coração. Se existir um não. Vai se tornar um sim pra mim. Deixa a sua mãe ser minha sogra. Deixa eu ser o genro do seu pai. Deixa seu irmão ser meu cunhado. Deixa comigo, o resto eu corro atrás. E deixa a sua mãe ser minha sogra. Deixa eu ser o genro do seu pai. Deixa seu irmão ser meu cunhado. Deixa comigo, o resto eu corro atrás.  "
472,O Ladrão Besta E O Ladrão Sabido,Caju & Castanha," Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido só anda bem arrumado. O seu relógio é de ouro o seu carro é importado. Passa no meio da policia ainda é cumprimentado. Se você vê o ladrão besta vive igual um Bacurau. Não pode ouvir um alarme pensa que é o auau. Sai com a peste da carreira que é pra não morrer no pau. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido come muito e não enjoa. Conhece vários países não liga pra coisa à toa. E no guardaroupa dele só entra seda da boa. Se você vê o ladrão besta só come mesmo é batata. O que tem na casa dele é percevejo e barata. Muriçoca, mosca e rato e um cachorro viralata. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido só rouba muito dinheiro. Rouba hoje no brasil amanhã no estrangeiro. Se hospeda em cinco estrelas e ninguém sabe seu roteiro. Se você vê o ladrão besta dorme até no meio da praça. Rouba o relógio de um vende pra tomar cachaça. Que quando a polícia pega volta pra mesma desgraça. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Se morre o ladrão sabido o seu enterro é filmado. Sai em jornal e revista passa três dias velado. E o velório se enche de ladrão engravatado. Ladrão besta quando morre nem tem vela nem tem cruz. Ele apodrece no mato seu corpo ninguém conduz. E o corpo dele fede de longe pra os urubus. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido rouba carro e avião. Sequestra filho de rico leva ele pro japão. Se o rico quiser seu filho tem que pagar um milhão. Se você vê o ladrão besta se acorda de manhãzinha. Entra no quintal alheio vai roubar uma galinha. Recebe um tiro de doze bem pela porta da cozinha. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido tem médico e advogado. Mora em uma mansão, vive muito sossegado. Até pra falar com ele tem que ser autorizado. Se você vê o ladrão besta quando não tem condição. Dorme até no meio da praça, em favela e barracão. E quando a policia chega derruba as tábuas no chão. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido tem até rádio amador. Telefone, escritório, TV e computador. Tem mais vinte secretárias que lhe tem muito valor. Se você vê o ladrão besta é pior do que otário. Rouba de noite e de dia pra ele não tem horário. Se é de roubar um barão rouba que ganha uma salário. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido vai buscar aonde tem. Ele rouba, mas não mata e toda vez sai bem. E quem mora junto dele é o cidadão de bem. Se você vê o ladrão besta vive de cabeça tonta. No bairro que ele mora dificilmente ele apronta. Mas quando aparece um roubo todo mundo lhe aponta. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido tem mais de uma empregada. Tem a que faz a comida, que serve a água gelada. A que lava sua roupa e uma que limpa a morada. Se você vê o ladrão besta no dia que é flagrado. Leva tanta cacetada fica todo esculhambado. Não tem um tostão no bolso que pague o advogado. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido vai ao parque e à igreja. Vai ao clube, vai à praia, vai aonde ele deseja. E quem for amigo dele tem grana, whisky e cerveja. Se você vê o ladrão besta tem uma vida ruim. Rouba sapato, cueca, rouba calça, trança e linho. Muitos não chega nem vive porque os homens dão lhe fim. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Diz o ladrão sabido vive de barriga cheia. Possui terra e fazenda e com nada se aperreia. Quando vai preso se solta não passa um dia em cadeia. Se você vê o ladrão besta, anda amarelo e doente. Quando rouba cem cruzeiros vai comer cachorroquente. E a policia chega e grita teja preso novamente. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido. Quem é que vive mais o ladrão besta ou o sabido. O besta morre logo e o sabido é garantido.  "
473,O Mundo Precisa de Amor (part. Padre Fábio de Melo),Solange Almeida, Eu jamais vou me cansar. De acreditar no amor. É minha missão amar. E o amor levar por onde eu vou. Quero amar através de um sorriso. Abraçando ou estendendo a mão. Quero amar sem razão ou motivo. Quero amar sem fazer distinção. Eu jamais vou me cansar. De acreditar no amor. É minha missão amar. E o amor levar por onde eu vou. Quero amar através de um sorriso. Abraçando ou estendendo a mão. Quero amar sem razão ou motivo. Quero amar sem fazer distinção. O mundo precisa de amor. Amor em forma de ação. É mais que sentir. É se entregar. É se ver no outro. É compartilhar. O mundo precisa de amor. Amor em forma de ação. É mais que sentir. É se entregar. É se ver no outro. É compartilhar o amor.  
474,Minha Ciranda,Lia de Itamaracá, Minha ciranda não é minha só. Ela é de todos nós. A melodia principal quem. Guia é a primeira voz. Pra se dançar ciranda. Juntamos mão com mão. Formando uma roda. Cantando uma canção.  
475,O Alvo,Jonas Esticado," Tá avançando demais em território inimigo. O meu coração só quer paz e você vem com esse sorriso. Me desarmando totalmente, bagunçando a minha mente. E eu caio, de novo nesse seu campo minado. Esse coração tá na linha de tiro e o alvo não aguenta. O batom vermelho, com o vestido preto, aí cê me arrebenta. Já tava te esquecendo. É covardia o que cê tá fazendo. Esse coração tá na linha de tiro e você nunca erra. Só com seu sorriso, já ganhou a guerra. Dai sou todo seu. Dai sou todo seu.  "
476,"Que Tontos, Que Loucos",Aviões do Forró," O tempo nunca fez eu te esquecer.. Não apagar as marcas desse amor.. Ainda sinto o sabor do teu beijo em minha boca.. Ainda sinto a sua mão acariciando a minha pele.. E eu não quero seguir assim.. Estando com ela e pensando em ti.. Comigo aconteceu igual.. Não deixo de pensar em ti.. Têm dias que eu acordo contigo na cabeça.. Chamando o teu nome.. E eu não quero seguir assim.. Estando com ela e pensando em ti.. Que tontos, que loucos somos nós dois.. Estando com outro e nos amando.. Que tontos, que loucos somos nós dois.. Estando com outro e nos amando..  "
477,Código Cama,Wesley Safadão," Avenida vazia, e sinal fechado. Meu coração destruído aqui dentro do carro. No porta lata, cerveja tá pela metade. E a outra metade, bebi com medo da saudade. Só sei que a pior parte começa agora. Na despedida sem beijo, eu destravo a porta. E eu vou descendo do carro querendo ficar. Não tem como ter final feliz. Cê só sabe me usar. Me diz cadê seu coração. Que só bate pra me machucar. O seu código cama, é dizer que só quer conversar. Cadê seu coração. E esse amor onde é que eu vou guardar. Toma cuidado amor, o que cê nega outro pode me dar.  "
478,Xote Universitário,Falamansa," Eu perdi o vestibular de medicina. A minha mãe ficou zangada. E eu nem um pouco. Eu não sei, mas talvez seja muito louco. Aprender a receitar penicilina. Sou nervoso e tenho medo de ver sangue. Minha família quer me ver na cirurgia. Costurando quem vem lá do bangbang. Que aparece na tv, pois acontece todo dia. Pra ter um anel no dedo, um Dr. no nome. Ser um grande homem, feliz e famoso. Mudar, de repente. Meu comportamento tão escandaloso. Casar com a benção da Virgem Maria. Não me envolver nessa má companhia. Que não se penteia,. Frequenta cadeia e lugar perigoso. Tenho medo da polícia e de bandido. Alergia a político safado. E um irmão que não me sai do pé do ouvido. Dizendo que eu devia estudar pra advogado. Outro diz que se eu fizer engenharia. Mesmo sem ter vocação eu enriqueço. E eu pergunto se este peste gostaria. Que o prédio que eu fizesse lhe caísse na cabeça.  "
479,Moreno Bonito,Rita de Cássia," Moreno Bonito. (Rita de Cássia). Moreno bonito. De olhar cativante. Igual caminho errante. Pra quem quer se perder. Teu jeito cativa. Como quem não quer nada. Não precisa falar nada. Que tudo diz por você. Teu corpo perfeito. Me lembra as montanhas. Vontade me assanha. Pra te conquistar. Teus braços me levam . De encontro a você. Querendo teu colo. Pra me proteger. Se é fogo ardente. Eu vou me queimar. Se é mar de sonhos. Eu vou me afogar. Eu vou mergulhar de corpo e alma. Pra te ganhar. Sou lua brilhando lá no céu. Poesia escrita em um papel. Sorriso, seu grito, toda cor. Por teu amor.  . Rita de Cássia  A Musa do Forró . www.musaritadecassia.weblogger.terra.com.br. www.ritadecassia.palcomp3.com.br.  "
480,Impressionando Os Anjos,Conde do Forró," Hoje foi tudo bem, só um pouco cansativo. Dia duro no trabalho que acabou comigo. Tô aqui com os pés pra cima pronto pra dormir. A saudade de você é visita frequente. Que nem a sua tia chata que irritava a gente. Ah, saudade da gente. Tirando isso, do resto até que eu estou dando conta. A Julinha tá crescendo e o Pedro só apronta. O que faltava do carro eu já quitei a conta. Falando nisso, terminei o livro que você pediu pra eu ler. E só na página 70 entendi você. Naquela parte onde diz que o amor é fogo que arde sem se ver. Como é que tá ai. De você faz tempo que não ouço nada. Fala um pouco, sua voz tá tão calada. Sei que agora deve estar impressionando anjos com sua risada. Mas de você faz tempo que não ouço nada. Fala um poucon sua voz tá tão calada. Aí de cima fala alto que eu preciso ouvir. Como é que tá ai.  "
481,Sou Ou Não Sou,Gatinha Manhosa," Eu sinto uma vontade louca de te amar. Mas tenho medo. E se depois você me abandonar. Eu não mereço. Olha aqui dentro dos meus olhos diz pra mim, que sem você, não sou tudo. Me faz de novo acreditar que você, ainda é o meu mundo. Será que agora é pra valer. Ainda estou confuso. Eu já me decepcionei uma vez. Só eu sei o que passei. Será que eu devo acreditar nesse amor e me entregar. por inteiro de novo. Eu posso deixar ela voltar pra mim. O que passou, passou. Ela não voltou por acaso. Ela descobriu quem eu sou. Só que ela não tinha notado. Que eu era o seu grande amor. Sou ou não sou. O grande amor da sua vida. Nada foi sonho, eu te amo baby. Eu decidi que te quero e. vou tentar mais uma vez, eu pensei. Aqui no meu peito bate um coração. que ainda apaixonado. te quer muito eu sei. Ela não voltou por acaso. Ela descobriu quem eu sou. Só que ela não tinha notado. Que eu era o seu grande amor. Sou ou não sou. O grande amor da sua vida. Nada foi sonho, eu te amo baby. Ela descobriu quem eu sou. Só que ela não tinha notado. Que eu era o seu grande amor. Sou ou não sou. O grande amor da sua vida. Nada foi sonho, eu te amo baby.  "
482,A Lista,Aviões do Forró," Pra você. Sou a palavra mais suja de sua boca. Sou a decepção em forma de pessoa. Alguém que você nunca imaginou amar. É pra você. Sou simplesmente um atraso em sua vida. Um caminho sem volta, um beco sem saída. Alguém que você nunca. Pensou em encontrar. Mas não vê que eu te amo. Assim do meu jeito. Insiste em enxergar apenas meus defeitos. Não vê o que aguento só pra ficar com você. Eu juntei todas as palavras. E fiz uma lista. Pilantra, safado, covarde e egoísta. É isso que eu escuto de você. Pra você. Sou a palavra mais suja de sua boca. Sou a decepção em forma de pessoa. Alguém que você nunca imaginou amar. Pra você. Sou simplesmente um atraso em sua vida. Um caminho sem volta, um beco sem saída. Alguém que você nunca. Pensou em encontrar. Mas não vê que eu te amo. Assim do meu jeito. Insiste em enxergar apenas meus defeitos. Não vê o que aguento só pra ficar com você. Eu juntei todas as palavras. E fiz uma lista. Pilantra, safado, covarde e egoísta. É isso que eu escuto de você.  "
483,Raízes do Nordeste,Mastruz com Leite," No meu sertão tem de tudo. De bom que se possa imaginar. Tem um sol clareando. La onde canta o sabiá. Tem a bondade nos olhos. De um homem trabalhador. Que usa chapéu de palha. Com humildade, sim senhor. Tem a bondade nos olhos. De um homem trabalhador. Que usa chapéu de palha. Com humildade sim senhor. No meu sertão xiquexique. É a bandeira do nordeste. Tem forró, vaquejada, xote. Baião de leste a oeste. Tem a bondade nos olhos. De um homem trabalhador. Que usa chapéu de palha. Com humildade sim senhor. Tem a bondade nos olhos. De um homem trabalhador. Que usa chapéu de palha. Com humildade sim senhor. Mas apague a lamparina . Deixe o lampião. Lampião de Virgulino. Ninguém bole não. Já pensou no reboliço. Que aqui pode dar. Se apagar o lampião . A coisa vai mudar....  "
484,O Som do Forró Boys,Forró Boys," Vem dançar forró e vem dançar forró com nóis,. Venha dançar esse é o som do forró boys. Vem dançar com nóis vem dançar forró.... Com forró boys o forró fica melhor. O barulho é esse, se liga na pancada. Esse forró contagiou a mulherada. Se liga no swing, bom de dançar.... E a moçada bota bota pra quebrar. O barulho é esse, se liga na pancada. E esse som contagiou a mulherada. Viaja no swing, bom de dançar.... E o forró boys bota bota pra quebra. E a mulherada rebola ...rebola bola mexe seu corpo de mola.... E a moçada ta gostando ...e o forró boys continua tocando. E as ""piriguetes"" já chegou ...e o forró e o forró continuou. E a galera ta curtindo de ""montão"" ...e o forró boys bota pra tremer o chão.  "
485,Nem Tente,Tayrone Cigano, Nem tente. Nenhum compromisso. To com casamento na igreja ali da frente. Nem invente. Que sentiu saudade. Que esse tempo todo pensou na gente. Receba meu sorriso irônico igualmente. E para que ta feio. Eu nao vou cair. Nessa armadilha que voce armou. Voce so pensava em me seduzir. Mas no fundo eu sei que nao existe amor. Sua proposta indecente. Pra separar a gente. Eu nao topo reconciliaçao. Eu nao invisto mais nenhum tostao. Com voce nem travesseiro nem colchao. Vem vindo outro alguem em minha direçao. Esqueci de falar. Sou eu que vou casar.  
486,Lamento Sertanejo,Zezo," Sou um velho sanfoneiro lá do pé da serra.. Só tenho a velha sanfona que restou pra mim.. Minha casa já virou tapera já não presta mais. Fico esperando e  a chuva não cai. E a chuva não cai. E a chuva não cai.. Meu Deus, porque o meu sertão é tão gastigado. Morre o algodão e já não tem mais gado. E morrem as crianças de fome também.. Meu Deus, se eu não sei rezar lhe peço o meu perdão. Só queria que chovesse aqui no meu sertão. Pra que o homem possa cultivar.. É assim que acaba a tristeza aqui da minha terra. Nasce o algodão e o gado berra. E a minha sanfona volta a tocar.. É assim que acaba a tristeza aqui da minha terra. Nasce o algodão e o gado berra. E a minha sanfona volta a tocar..  "
487,Ei Gatinha,Aviões do Forró," Ei gatinha amor vamos sair,. Eu quero me divertir. Tá negando, é. Te quero agora. Deixe de tanta demora. sou bonito, endinheirado. Ando de carro e sou casado. Se você não me quiser. Vou procurar outra mulher.. Ei gatinha amor vamos sair,. Eu quero me divertir. Tá negando, é. Te quero agora. Deixe de tanta demora. Sou bonito, endinheirado. Ando de carro e sou casado. Se você não me quiser. Vou procurar outra mulher.. Não, não quero sair com você. Tá pensando que é o quê. Não admito. Pare com isso. Saí fora, eu quero compromisso. Não tô afim do seu dinheiro. Nem adianta insistir. Saia logo. Eu não te quero. Ficar falada no mundo inteiro. (2x).  "
488,Por Quê?,Dorgival Dantas," Eu acho que estou gostando de você. Mas você não percebe. Por quê. Eu vejo o tempo passando. E cada vez me apaixonando mais. Mas você não percebe. Por quê. Invente uma história. Me diz qualquer coisa. Mas fala comigo. Gosto de ouvir tua voz. De olhar teus olhos. Tão lindos. Se eu ganhasse um abraço. Um beijo mesmo no rosto. Para mim era tudo. Tudo o que eu mais queria. Mas como sempre. O amor nos deixa mudos. Queria poder dizer. Te quero, te amo. Mas onde está você. Quando eu te chamo. Eu queria poder dizer. Te quero, te amo. Mas onde está você. Quando eu te chamo.  "
489,Amor Infinito,O Bonde do Brasil," Bastou só um beijo eu logo ficar. Apaixonado querendo te amar. Quando te olhei, parado fiquei. Já imaginei nós dois no altar. Hoje estou aqui te pedindo pra casar. Ao seu lado é o meu lugar. Estou sendo sincero pode acreditar. Achava que nunca ia encontrar. A pessoa certa pra poder amar. Mas você apareceu e fez tudo mudar. Amor infinito. Pra sempre irei te amar. Amor infinito. Com você quero casar. Amor infinito. Pra sempre irei te amar. Amor infinito. Com você quero casar. Bastou só um beijo eu logo ficar. Apaixonado querendo te amar. Quando te olhei, parado fiquei. Já imaginei nós dois no altar. Hoje estou aqui te pedindo pra casar. Ao seu lado é o meu lugar. Estou sendo sincero pode acreditar. Achava que nunca ia encontrar. A pessoa certa pra poder amar. Mas você apareceu e fez tudo mudar. Amor infinito. Pra sempre irei te amar. Amor infinito. Com você quero casar. Amor infinito. Pra sempre irei te amar. Amor infinito. Com você quero casar.  "
490,Senhorita,Vicente Nery," Minha meiga senhorita eu nunca pude lhe dizer. Você jamais me perguntou. de onde eu venho e pra onde vou. De onde eu venho não importa, já passou. O que importa é saber pra onde vou. Minha meiga senhorita o que eu tenho é quase nada. Mas tenho o sol como amigo. Traz o que é seu e vem morar comigo. Uma palhoça no canto da serra será nosso abrigo. Traz o que é seu e vem correndo, vem morar comigo. Aqui é pequeno mas dá pra nós dois. E se for preciso a gente aumenta depois. Tem um violão que é pra noites de lua. Tem uma varanda que é minha e que é sua. Vem morar comigo meiga senhorita. Doce meiga senhorita. Vem morar comigo. Aqui é pequeno.  "
491,Sorte,Desejo de Menina," Como vai, que sorte te encontrar. Parece que foi. O destino que te trouxe aqui. Eu ja não. Cosigo mais sorrir. Só penso em você. E no quanto a gente era feliz. Era feliz. Meu amor, nunca te esqueci. Vivo pensando em nós. Mesmo longe. Jamais deixei. De ouvir sua voz. Era meu coração. Louco pra te encontrar. E me jogar em seus braços. Me perder nos seus encantos. Meu amor, te amo tanto. Baby só penso em ti. Só penso em você. E no tempo em que a gente era feliz. Era feliz. Meu amor nunca te esqueci. Vivo pensando em nós. Mesmo longe. Jamais deixei. De ouvir sua voz. Era meu coração. Louco pra te encontrar. E me jogar em seus braços. Me perder nos seus encantos. Meu amor.. Era meu coração. Louco pra te encontrar. E me jogar em seus braços. Me perder nos seus encantos. Era meu coração. Louco pra te encontrar. E me jogar em seus braços. Me perder nos seus encantos.  "
492,Me da Um Beijo,Dorgival Dantas," Me dá um beijo. tô doidinho, tô doidinho para te beijar (2x). Eu disse que me dá um beijo. tô doidinho, tô doidinho para te beijar . Me dá um beijo. tô doidinho, tô doidinho para te beijar . Me dá um beijo com muito carinho. Bem gostosinho de se lambusar. Depois me aperta daquele jeitinho. Bem safadinho, sem ninguem notar. é muito, bom vamos ficar juntinhos . Pra smepre assim, nunca se separar. Dá outro beijo,. Beija meu benzinho. Quanto mais beijo. Mais quero beijar. Me dá um beijo. tô doidinho, tô doidinho para te beijar (2x). Eu disse que me dá um beijo. tô doidinho, tô doidinho para te beijar . Me dá um beijo. tô doidinho, tô doidinho para te beijar . Me dá um beijo no meu ouvidinho,. No meu pescocinho faz arrepiar. Cuidado quando beija meu peitinho. Porque eu posso me descontrolar. Eu te amo tanto tanto meu benzinho. Nasci somente para te amar. É impossivel eu viver sozinho . Sem ter você aqui pra me beijar. Me dá um beijo. tô doidinho, tô doidinho para te beijar (2x). Eu disse que me dá um beijo. tô doidinho, tô doidinho para te beijar . Me dá um beijo. tô doidinho, tô doidinho para te beijar. . ê tome xote....  "
493,Vem Me Ver,Circuladô De Fulô," O brilho do seu olhar. Vive a me pegar. Sempre que eu. Te vejo passar. Por que será. Que não dá pra entender. Que o meu coração. Só deseja você. O problema é que eu não sei. Se você me quer. Se eu disser. Se você quiser. São tantas coisas que eu vivo a pensar. Sonhando com o dia. De poder te beijar. Linda vem me ninar. Pois sem você, eu não tenho paz. Só com você o meu dia brilha. Luz que irradia. todo o meu viver. Vem me ver. Se até as águas do mar. Vem até a praia pra te ver. A luz do luar, brilha só por você. A tarde que cai me renova o querer. Se até os raios do sol. Tocam sua pele sem temer. Seu perfume no ar. Me seduz sem saber. A tarde que cai. Me renova o querer. Eu conto cada hora. Pra poder te ver. Mesmo se demora. Espero você. Minha paixão, não faz assim. Tudo o que eu quero. É ter você só pra mim. Eu sei que se eu falar. Você vai concordar. Se eu pedir. Você vai me aceitar. Então por que. Eu não consigo contar. Que a minha real. Vontade é te amar. Linda vem me ninar. Pois sem você, eu não tenho paz. Só com você o meu dia brilha. Luz que irradia todo o meu viver. Vem me ver. Se até as águas do mar. Vem até a praia pra te ver. A luz do luar, brilha só por você. A tarde que cai, me renova o querer. Se até os raios do sol. Tocam sua pele sem temer. Seu perfume no ar. Me seduz sem saber. A tarde que cai. Me renova o querer. Me renova o querer. Só se você vem me ver.... Vem me ver. Vem me ver. Vem me ver. Vem me ver.  "
494,Chiclete Com Banana,Jackson do Pandeiro," Eu só boto bebop no meu samba. Quando Tio Sam tocar um tamborim. Quando ele pegar. No pandeiro e no zabumba.. Quando ele aprender. Que o samba não é rumba.. Aí eu vou misturar. Miami com Copacabana.. Chiclete eu misturo com banana,. E o meu samba vai ficar assim. Tururururururi bopbebopbebop. Tururururururi bopbebopbebop. Tururururururi bopbebopbebop. Eu quero ver a confusão. Tururururururi bopbebopbebop. Tururururururi bopbebopbebop. Tururururururi bopbebopbebop. Olha aí,o sambarock,meu irmão. É,mas em compensação,. Eu quero ver um boogiewoogie. De pandeiro e violão.. Eu quero ver o Tio Sam. De frigideira. Numa batucada brasileira..  "
495,Encontrei em você,Os Nonatos," Encontrei em você o que todo homem quer. O meu anjo da guarda em feição de mulher. Um veludo na pele, uma boca de flor. Um amor de novela sem novela de amor. Encontrei em você um começo sem fim. A metade de dentro feita fora de mim. Encontrei em você um começo sem fim. A metade de dentro feita fora de mim. Encontrei em você rota para os meus passos. Uma algema sem chave que me prende aos seus braços. Uma deusa que encanta, uma estrela que foca. Manequim de viola que apaixona quem toca. Encontrei em você um começo sem fim. A metade de dentro feita fora de mim. Encontrei em você um começo sem fim. A metade de dentro feita fora de mim. Encontrei em você paraíso e maçã. O batismo do amor pra minha alma pagã. Em seus olhos meu sol, em seu colo um abrigo. Uma santa que peca, mas só peca comigo. Encontrei em você um começo sem fim. A metade de dentro feita fora de mim. Encontrei em você um começo sem fim. A metade de dentro feita fora de mim (2x).  "
496,Chora Não Coração,Joelma," Tarde demais. Tentei te avisar. Mas você nem ligou, me ignorou. Mas que barca furada, você foi em entrar ah. E junto com você, eu vi tudo naufragar. Sabe, a vida continua rindo pra você. Ser feliz, o tempo é quem vai dizer. E toda essa dor um dia vai passar. Se um dia cair tente levantar. Ame a si mesmo em primeiro lugar. E toda essa dor vamos superar. Chora não coração,. Sofre não coração. Isso é pra você aprender. Ele nunca amou você. Chora não coração,. Sofre não coração. Isso é pra você aprender. Ele nunca amou você. Chora não. Uôuôh, uôuôh, ôhôh, uôuôu. Coração. Uôuôh, uôuôh, ôhôh, uôuôu. Sabe, a vida continua rindo pra você. Ser feliz, o tempo é quem vai dizer. E toda essa dor um dia vai passar. Se um dia cair tente levantar. Ame a si mesmo em primeiro lugar. E toda essa dor vamos superar. Chora não coração,. Sofre não coração. Isso é pra você aprender. Ele nunca amou você. Chora não coração,. Sofre não coração. Isso é pra você aprender. Ele nunca amou você. Chora não. Uôuôh, uôuôh, ôhôh, uôuôu. Coração. Uôuôh, uôuôh, ôhôh, uôuôu. Chora não coração.  "
