,titulo,artista,letras
100,100 Anos,Falamansa," É, não foi por falta de me avisar. É, não adianta mais me consolar. Se fui eu que escolhi assim. Não quer dizer que seja bom pra mim. O tempo passa, mas eu vejo como nada mudou. É, as vezes não consigo me entender porque. É, eu sinto falta mas já não sei mais do quê. Se eu te amei foi de verdade. Se chorei foi de saudade. Foi saudade de você. Eu quero viver mais uns 100 anos. Pra reparar os danos. E um dia te encontrar por aí. Deixa eu fazer parte dos seus planos. Pra consertar enganos. É que eu tô aqui. É, não foi por falta de me avisar. É, não adianta mais me consolar. Se fui eu que escolhi assim. Não quer dizer que seja bom pra mim. O tempo passa, mas eu vejo como nada mudou. É, as vezes não consigo me entender porque. É, eu sinto falta, mas já não sei mais do quê. Se eu te amei foi de verdade. Se chorei foi de saudade. Foi saudade de você. Eu quero viver mais uns 100 anos. Pra reparar os danos. E um dia te encontrar por aí. Deixa eu fazer parte dos seus planos. Pra consertar enganos. É que eu tô aqui.  "
101,Toma Conta De Mim,Limão Com Mel," Caí a madrugada, tanto tempo sem te ver. A saudade tá machucando no peito. Minha vida é solidão. Vejo nossa cama, só ta faltando você. Já tentei, já fiz de tudo pra esquecer. Tá difícil dominar o coração. E no nosso quarto as lembranças desse amor. Sinto o cheiro do perfume que você deixou. No lençol da nossa cama. Um desejo de poder de novo te encontrar. Vai ser lindo ver você se entregar. Quero ouvir você dizer que ainda me ama. Vem dizer que ainda me ama. Vem dizer que ainda me ama. Toma conta de mim, me envolve em teus braços. Só você que não ver que a falta de você tá doendo em mim. Toma conta de mim, me ajuda a viver. Eu te juro, tá difícil te esquecer.  "
102,Mexeu Comigo (part. Priscila Senna),Márcia Fellipe," Acho que estou amando pela primeira vez. Meu olhar tão vago, mas no seu fixei. Eu senti algo muito lindo, mexeu comigo. Eu senti algo muito lindo, mexeu comigo. Amigas e baladas, tudo isso deixei. E pra sair de casa sem você não mais sei. Eu senti algo muito lindo, mexeu comigo. Eu senti algo muito lindo. Se é amor Não sei Mas arrancou o meu sorriso. É amor Não sei Mas, me levou ao paraíso. Vem cá, me amar, vou te beijar, fazer amor. E se tudo isso vai durar, eu não sei. Por toda minha vida, por você procurei. Eu nunca te perdi, mas hoje te encontrei. Eu senti algo muito lindo, mexeu comigo. Eu senti algo muito lindo, mexeu comigo. Vento que te trouxe, eu ainda não sei. Mas, morava nos sonhos que um dia sonhei. Eu senti algo muito lindo, mexeu comigo. Eu senti algo muito lindo. Se é amor Não sei Mas arrancou o meu sorriso. É amor Não sei, mas, me levou ao paraíso. Vem cá, me amar, vou te beijar, fazer amor. E se tudo isso vai durar, eu não sei. Não sei. Se vai durar, eu não sei. Se vai durar, eu não. Eu me encontrei quando encontrei você em mim. E se tudo isso vai durar, eu não sei. Não sei. Se é amor Não sei Mas arrancou o meu sorriso. É amor Não sei Mas, me levou ao paraíso. Vem cá, me amar, vou te beijar, fazer amor. E se tudo isso vai durar, eu não sei.  "
103,Cê Vai Mais Volta (part. Henrique e Juliano),Mano Walter, Tá tudo arrumado. Seu coração fiz revisão. Sorriso retocado deu bye bye pra solidão. Mas ta não. Cê diz que ta feliz. Mas ta não. E quer saber se eu te conheço bem. Vai lembrar do meu beijo. Mesmo provando outros cem. Talvez isso dê pra provar. Que sem mim não dá. Que sem mim não dá. Largou mas ainda gosta. Acabou mas ainda chora. E não importa quantas bocas cê beijar lá fora. Cê vai mais volta. Cê vai mais volta. Largou mas ainda gosta. Acabou mas ainda chora. E não importa quantas bocas cê beijar lá fora. Cê vai mais volta. Cê vai mais volta. Ta tudo arrumado. Seu coração fiz revisão. Sorriso retocado deu bye bye pra solidão. Mas ta não. Cê diz que ta feliz. Mas ta não. E quer saber se eu te conheço bem. Vai lembrar do meu beijo. Mesmo provando outros cem. Talvez isso dê pra provar. Que sem mim não dá. Que sem mim não dá. Largou mas ainda gosta. Acabou mas ainda chora. E não importa quantas bocas cê beijar lá fora. Cê vai mais volta. Cê vai mais volta. Largou mas ainda gosta. Acabou mas ainda chora. E não importa quantas bocas cê beijar lá fora. Cê vai mais volta. Cê vai mais volta.  
104,Pouca Roupa (part. Luíza e Maurílio),Gabriel Diniz," Ai que delicia que é te ver de pouca roupa. Ai que delícia que é beijar a sua boca. Ai que delícia que é te ver embriagada e suada de amor, de amor. Fecha a janela, tranca a porta e liga o abajur. Só sua sombra na parede com seu corpo nu. Encenação de excitação, é um tesão te ver assim. Toda pra mim, amor. E joga o vinho todo no seu corpo. Me chama pra eu ir tirando aos poucos. O som ligado baixo lá nos fundos. Faz você dançar. Me joga contra a porta do banheiro. Pega e bagunça o meu cabelo. E fala sussurrando em meu ouvido. Que vai fazer amor comigo. Fecha a janela, tranca a porta e liga o abajur. Só sua sombra na parede com seu corpo nu. Encenação de excitação é um tesão te ver assim. Toda pra mim, amor. E joga o vinho todo no seu corpo. Me chama pra eu ir tirando aos poucos. O som ligado baixo lá no fundo. Faz você dançar. Me joga contra a porta do banheiro. Pega e bagunça o meu cabelo. E fala sussurrando em meu ouvido. Que vai fazer amor comigo. Que vai fazer amor comigo.  "
105,Ainda Te Amo,Calcinha Preta," Já faz tempo. Que esse meu coração. Tá batendo sem jeito, sem graça. E até meu violão. Não mais toca a canção. Aquela que a gente gostava. Esqueceram de nós. Não me perguntam mais como vai você. E das marcas, o que mais faz doer. É saber que eu tenho que te esquecer. É que eu ainda te amo. Te quero demais. Não posso te ver longe assim. Fugindo de mim. Há coisas que não dá pra apagar. Ainda te amo. Como antigamente. E sei que em seu coração. Nosso amor não acabou completamente.  "
106,"Eu Tanto Fiz, Que Agora Tanto Faz",Saia Rodada," Nem conto, as vezes que você me fazia chorar. Pra não te perder tinha que aguentar. Saía disfarçado e engolia o choro. Nem conto, as vezes que você ficou de mal comigo. Saía dois, três dias pra me da castigo. Só pra eu ir atrás de você feito bobo. As suas atitudes de me machucar. Foi o que fez eu te esquecer devagarinho. Contribuiu para esse modo de pensar. Que é bom com você, mas é melhor sozinho. Eu já corri o mundo atrás de você. Já fui até palhaço pra te ver sorrir. Agora você chora, tentando entender. Porque tá indo embora e eu não to nem aí. Eu tanto fiz, que agora tanto faz. Não vou perder mais meu tempo com você. Eu tanto fiz, que agora tanto faz. Devagarinho você me fez te esquecer.  "
107,Cabeça Voando (part. Xand Avião),Saia Rodada," Hoje eu acordei bem mais sensível do que ontem. Para os meus sentimentos. São recaídas, sei que vai passar. É só questão de tempo. São 5 horas da manhã. E eu perturbando o dono do bar. Pedindo uma cerveja e cigarros. Pra me acalmar. Não é assim tão fácil. Esquecer alguém que você tanto amou. Dá pra ver no meu rosto o meu sofrimento. Meu semblante mudou. E no sinal parado e a cabeça voando. E no som do meu carro, a música tocando. Eu vou pensando nela. Eu vou pensando nela. E no sinal parado e a cabeça voando. E atrás do meu carro, os outros buzinando. Eu vou pensando nela. Eu vou pensando nela. Hoje eu acordei bem mais sensível do que ontem. Para os meus sentimentos. São recaídas, sei que vai passar. É só questão de tempo. São 5 horas da manhã. E eu perturbando o dono do bar. Pedindo uma cerveja e cigarros. Pra me acalmar. Não é assim tão fácil. Esquecer alguém que você tanto amou. Dá pra ver no meu rosto o meu sofrimento. Meu semblante mudou. E no sinal parado e a cabeça voando. E no som do meu carro, a música tocando. Eu vou pensando nela. Eu vou pensando nela. E no sinal parado e a cabeça voando. E atrás do meu carro, os outros buzinando. Eu vou pensando nela. Eu vou pensando nela. E no sinal parado e a cabeça voando. E no som do meu carro, a música tocando. Eu vou pensando nela. Eu vou pensando nela. E no sinal parado e a cabeça voando. E atrás do meu carro, os outros buzinando. Eu vou pensando nela. Eu vou pensando nela.  "
108,Destá,Dorgival Dantas, Destá. Eu hei de ver você bater em minha porta. Destá. É sempre assim quem rir por último ri melhor. Destá. A vida é isso e o mundo dá tantas voltas. Talvez em uma delas você vá me encontrar. Eu sonhei você chorando. Sem saber o que fazer. Só porque me viu. Passando com um alguém. Sem ser você. Pra quem não tava ligando. Reagiu sem perceber. Tanto que já estou pensando. Que vou voltar pra você. Destá. Eu hei de ver você bater em minha porta. Destá. É sempre assim quem rir por último rir melhor. Destá. A vida é isso e o mundo dá tantas voltas. Talvez em uma delas você vá me encontrar.  
109,A Linda das Mais Lindas,Arreio de Ouro," Ô mulher você é linda, a linda das mais lindas. Igual a você não tem. És a flor que solta o cheiro, rainha desse vaqueiro. Você só me faz o bem. Meu coração é só teu, já reconheci que eu sem você não. Sou ninguém. Teu abraço me esquenta, seu cheiro me alimenta, ô. Mulher querida amada. Você é minha paixão, a deusa dessa canção, estrela da. Minha estrada. Valeu eu te conhecer e o que eu sinto por você nem a. Mão do tempo apaga. Quando você ma abraça, sorrindo diz em voz baixa, as. Coisas lindas que faz. Lá no quarto ou no banheiro, tento olhar seu corpo. Inteiro, de perfil lindo demais. Só faz a paixão crescer, que mulher como você todo. Homem anda atrás. E eu vou falar pra seus pais que eu te amo demais. E eu não quero nem saber. Se eles não concordar, for contra nos se casar. Eu vou carregar você. Mais pra lhe ter em meus braços. Não tenho medo de morrer. Mulher tu es o encanto. De todo filme romântico tu es a mais linda cena. Foi Deus e a natureza que te deu essa beleza. Tao deslumbrante e serena. Es uma tremenda gata. Daquelas que a morte mata e depois vai chorar com pena. Sou vaqueiro apaixonado, quero estar sempre ao seu. Lado, te amar constantemente. Tudo em você me atrai, amor é lindo demais esse. Romance da gente. Você é minha paixão, vem amor me dê a mão e vamos ser. Feliz pra sempre. Você é minha paixão, vem amor me dê a mão e vamos ser. Feliz pra sempre.  "
110,Nosso Xote,Bicho de Pé," Moreno,. Me convidou para dançar um xote,. Beijou meu cabelo. Cheirou meu cangote. Fez meu corpo inteiro se arrepiar. Fiquei sem jeito. E ele me acolheu junto ao peito. E foi nos braços deste moreno,. Que eu forroziei. Até o dia clarear. Iô iô iô iô iô. Me encantei por seu olhar. Moreno chega mais pra cá. Meu dengo vem me xamegar. Iô iô iô iô iô. Seu jeito de balancear o corpo inteiro. Faz meu coração bater ligeiro. Assim eu vou me apaixonar..  "
111,Vivendo de Solidão,Limão Com Mel," Preso no apartamento vivendo de solidão. Eu me encontro aqui mais uma vez me enchendo de inspiração. Então eu desabafo as mágoas as tristezas nesse violão. Parece que ele chora com pena desse coração. O tempo passa o dia inteiro fico a te imaginar. Com tanta gente ao meu redor, mas só você não está. Eu olho pra janela vejo a noite sinto medo o frio a me envolver. Que me pego a chorar por perceber, que não tenho você aqui,. Perto de mim, me sinto tão só, sem teu carinho pra me aquecer. Tento esconder de mim a solidão,. Mas eu não consigo tirar você do meu coração. E o medo que um dia você possa me dizer que não me ama mais. E toda aquela nossa história de amor, você jogar pra trás. Aumenta a cada dia essa distância entre nós. Eu pego o telefone, ao menos posso ouvir sua voz. O verdadeiro amor o tempo e a distância nada pode separar. Sou como sol, você e a lua é tão difícil de se encontrar. Eu fico desesperado, pois não sei o que eu vou fazer. Só não quero ter que imaginar que um dia eu não vou ter você. Aqui, perto de mim, sinto tão só, sem teus carinhos pra me aquecer. Tento esconder de mim a solidão,. Mais eu não consigo tirar você do meu. Coração. Só queria ter você aqui,. Perto de mim, eu me sinto tão só. Sem teus carinhos pra me aquecer,. Tento esconder de mim a solidão,. Mais eu não consigo tirar você do meu coração. (do meu coração). Preso num apartamento vivendo de solidão..  "
112,Tô Sensacional,Wesley Safadão," Boa sorte sem mim. É isso que eu desejo a você. Chega dessa palhaçada de ficar correndo atrás. Eu tenho vergonha na cara, eu não te quero mais. Por fora parece que eu tô bem. Por fora parece tá legal. Mas se você me perguntar como eu tô por dentro. Por dentro eu tô sensacional. Ah, ah, aaah. Achou que eu ia ficar mal. Ah, ah, aaah. Por dentro eu tô sensacional. Ah, ah, aaah. Achou que eu ia ficar mal. Boa sorte sem mim. É isso que eu desejo a você. Chega dessa palhaçada de ficar correndo atrás. Eu tenho vergonha na cara, eu não te quero mais. Por fora parece que eu tô bem. Por fora parece tá legal. Mas se você me perguntar como eu tô por dentro. Por dentro eu tô sensacional. Ah, ah, aaah. Achou que eu ia ficar mal. Ah, ah, aaah. Por dentro eu tô sensacional. Ah, ah, aaah. Achou que eu ia ficar mal. Ah, ah, aaah. Por dentro eu tô sensacional. Por dentro eu tô sensacional.  "
113,Apaga a Luz e Vem Deitar,Saia Rodada," Pra quê brigar, se a gente nunca larga mesmo. Pra quê todo esse desespero. Se a gente sabe que na hora H. você desfaz as malas, e tudo volta pro lugar. Limpe esse rosto. Engole o choro. Apaga a luz e vem deitar. Que o melhor que a gente faz é se amar. Apaga a luz e vem deitar. Desconta a raiva na minha boca. Você sabe que no fim das contas. É mais amor e menos roupa. Apaga a luz e vem deitar. A gente faz amor a noite toda. Para logo com essa briga boba. Com mais amor e menos roupa.  "
114,Confidência,Falamansa," Eu tenho um segredo menina. Cá dentro do peito. Que a noite passada. Quase que sem jeito. Bem na madrugada ia revelar. Foi quando um amor diferente. Tava nos meus braços. Olhei pro espaço. E vi lá no céu. Uma estrela cadente se mudar. Eu lembrei das palavras doces. Que um dia falei pra alguém. Que tanto tanto me amou. Me beijou como ninguém. Que flutuou nos meus braços. Mudou os meus planos. E nossos segredos confidenciamos. Sem hesitar. laiá laiá. laiá laiá. laiá laiá Lá. Lá laiá laiá. laiá laiá. laiá laiá Lá. Mas é que eu tenho um segredo menina. Cá dentro do peito. Que a noite passada. Quase que sem jeito. Bem na madrugada ia revelar. Foi quando um amor diferente. Tava nos meu braços. Olhei pro espaço. E vi lá no céu. Uma estrela cadente se mudar. Mas eu lembrei das palavras doces. Que um dia falei pra alguém. Que tanto tanto me amou. Me beijou como ninguém. Que flutuou nos meus braços. Mudou os meus planos. E nossos segredos confidenciamos. Sem hesitar. laiá laiá (ha ha). laiá laiá. laiá laiá Lá. Lá laiá laiá. laiá laiá. laiá laiá (simbora). Forrozinho.... Mas é que eu tenho um segredo menina. Cá dentro do peito. Que a noite passada. Quase que sem jeito. Bem na madrugada ia revelar. Foi quando um amor diferente. Tava nos meu braços. Olhei pro espaço. E vi lá no céu. Uma estrela cadente se mudar. Mas eu lembrei das palavras doces. Que um dia falei pra alguém. Que tanto tanto me amou. Me beijou como ninguém. Que flutuou nos meus braços. Mudou os meus planos. E nossos segredos confidenciamos. Sem hesitar. laiá laiá. laiá laiá. laiá laiá Lá. Lá laiá laiá. laiá laiá. laiá laiá Lá (quebra tudo...). Lá laiá laiá. laiá laiá (ha ha). laiá laiá Lá (mas é que...). Lá laiá laiá. laiá laiá. laiá laiá Lá (simbora). Lá laiá laiá (quebra tudo, quebra tudo, quebra tudo). laiá laiá. laiá laiá Lá. Lá laiá laiá. laiá laiá. laiá laiá Lá.  "
115,Sou Favela,Saia Rodada, Rodo becos e vielas. E não encontrei ninguém. Que tenha a beleza dela. Sou do morro sou favela. Mas meu coração se apaixonou. Por essa Cinderela. Ela é da Zona Sul. Loirinha de olho azul. E o impasse é o Pai dela. Só porque eu sou neguim. Moro num barraquim. Mas dei a chave do meu coração pra ela. Hoje ela vem me ver. E eu vou bater uma real pra ela. Hoje ela vem me ver. E eu vou bater uma real pra ela. Fala pro teu pai que eu não quero dinheiro. Eu já tenho uma riqueza que é você. Se quiser casar eu caso. Vamos brincar de amar somente eu e você.  
116,Coração,Dorgival Dantas," Coração, para que se apaixonou. Por alguém que nunca te amou. Alguém que nunca vai te amar. Eu vou fazer promessa. Para nunca mais amar. Alguém que só quis me ver sofrer. Alguém que só quis me ver chorar. Preciso sair dessa. Dessa de se apaixonar. Por quem só quer me fazer sofrer. Por quem só quer me fazer chorar. É tão ruim quando alguém machuca a gente. O coração fica doente, sem jeito até pra conversar. Dói demais só quem ama sabe e sente. O que se passa em nossa mente. Na hora de deixar pra trás. Nunca mais eu vou provar do seu carinho. Nunca mais eu vou poder te abraçar. Ou será se vou viver melhor sozinho. E se for mais fácil assim pra perdoar. O amor, às vezes só confunde a gente. Não sei se com você é diferente. O amor, às vezes só confunde a gente. Não sei se com você pode ser diferente. É tão ruim quando alguém machuca a gente. O coração fica doente, sem jeito até pra conversar. Dói demais só quem ama sabe e sente. O que se passa em nossa mente. Na hora de deixar pra trás. Nunca mais eu vou provar do teu carinho. Nunca mais eu vou poder te abraçar. Ou será se vou viver melhor sozinho. E se for mais fácil pra me perdoar. Mas o amor às vezes só confunde a gente. Não sei se com você é diferente. O amor, às vezes só confunde a gente. Não sei se com você é diferente. Coração.  "
117,Mel da Sua Boca,Copacabana Beat," Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x). Na verdade isso nunca aconteceu. É um mundo novo que me apareceu. Ah Eu nem sabia que isso existia. Um amor tão lindo só você eu.... Cuida de quem, baby. Te ama demais. Dentro de mim. Dentro de mim. Você, só você.... Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x). Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x). Vai voltar prá casa. Quando eu te esperar. Vigiar meu sono. Me aconchegar. Ser minha alegria. Minha estrela guia. E chorar comigo. Quando eu precisa.... Cuida de quem, baby. Te ama demais. Dentro de mim. Dentro de mim. Você, só você.... Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x). Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x). Dentro de mim. Dentro de mim. Você, só você.... Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x). Como é doce o beijo. Quando vem da sua boca...(2x). Dá uma vontade. De levar você comigo...(2x).  "
118,Naquela Cama,Jonas Esticado," Já fazia um tempo que não aparecia. Já fazia um tempo que não procurava. Já fazia um tempo que você não tinha. Motivos pra ser infiel. Ontem tava eu vendo TV em casa. Chega uma mensagem que eu não esperava. Com uma proposta quase irrecusável. Passar a noite no motel. Eu me arrumei e te encontrei naquele posto. Você no canto, cabelo cobrindo o rosto. Me deu um beijo e eu senti o mesmo gosto. De quem tocou os pés no céu. Dai pra frente eu gravei cada segundo. Nós dois no quarto. O rádio bem baixo no fundo. Fazendo serenata pra gente se amar. Naquela cama. Deitei com o coração desprevenido. Jurei que te amava ao pé do ouvido. Sabendo que você só estava ali pra me usar. Que não me ama. Depois das doze horas você some. E salva o meu contato com outro nome. Acima de suspeitas pra ninguém desconfiar.  "
119,Espera Até Segunda,Jonas Esticado," Onde é que cê vai sem mim. Uma hora dessas. Eu vi que postou. Não acha que tá cedo. Pra já ir atrás de outro amor. Ninguém tá sabendo ainda. Que a gente terminou. Pra quê cê quer espalhar essa notícia. Em uma sextafeira à noite. Espera até segunda. Tá doendo demais aqui. No mínimo dois dias de luto. Pra eu tentar reagir. Por que eu sei que se você sair. Na raiva que cê tá de mim. Vai beber, vai dançar. Vai dar papo pra alguém conversar. E se as suas amigas falarem pra você beijar. Não beija. Por que eu sei que se você sair. Na raiva que cê tá de mim. Vai beber, vai dançar. Vai dar papo pra alguém conversar. E se as suas amigas falarem pra você beijar. Não beija. Enquanto eu tiver te amando. Me respeita.  "
120,Zero Boi,Mano Walter, Cajueiro não da coco. Coqueiro não da limão. Eu sem você não da não. Vaqueiro sem cavalo não derruba boi no chão. Eu sem você não da não. Começou a vaquejada. E a galera acompanhada. Eu aqui sem você. É quase madrugada. E eu ainda não peguei nada. Só pensando em te ter. Eu até já dei cantada. Em quase toda a mulherada. Procurei novo amor. Aqui nada deu certo. Acho que levei um zero. O locutor quem falou. É zero boi. Cajueiro não da coco. Coqueiro não da limão. Eu sem você não da não. Vaqueiro sem cavalo não derruba boi no chão. Eu sem você não da não.  
121,Saudade Amarga,Aviões do Forró," Que distância cruel, finjo que não importo. Seu coração tá em outra e o meu em você. Eu não sei o que devo fazer. Você longe de mim, eu disfarço que tá tudo bem. Pra quê fingir desse jeito, se eu não engano ninguém. Da saudade eu virei refém. Prometi tanta coisa, jurei não te procurar. Mas o meu coração tá na mão. E o desejo na boca. E se eu te ligar de madrugada. Com a saudade amarga, sentindo a sua falta. E se você tiver acompanhada, desliga e disfarça. Eu só liguei pra dizer. Eu não consigo te esquecer. E se eu te ligar de madrugada. Com a saudade amarga, sentindo a sua falta. E se você tiver acompanhada, desliga e disfarça. Eu só liguei pra dizer. Eu não consigo te esquecer.  "
122,Balada do Vaqueiro,Mano Walter," E da vaquejada prum bar, do bar para o motel. E na boiada eu sou carrasco, na cama eu sou cruel. Whisky, Red Bull, e o bolso cheio de dinheiro. Galera fica doida na balada do vaqueiro. E da vaquejada prum bar, do bar para o motel. E na boiada eu sou carrasco, na cama eu sou cruel. Whisky, Red Bull, e o bolso cheio de dinheiro. Galera fica doida na balada do vaqueiro. Mandei lavar meu carro, regulei meu paredão. .Separei meus cavalos, quarto de milha, alazão. Peguei a minha cela, espora, luva e chicote. Coloquei os cavalos la encima do reboque. Já comprei a bebida, convidei a mulherada. Chegou o fim de semana eu vou partir pra vaquejada. E da vaquejada prum bar, do bar para o motel. E na boiada eu sou carrasco, na cama eu sou cruel. Whisky, Red Bull, e o bolso cheio de dinheiro. Galera fica doida na balada do vaqueiro. E da vaquejada prum bar, do bar para o motel. E na boiada eu sou carrasco, na cama eu sou cruel. Whisky, Red Bull, e o bolso cheio de dinheiro. Galera fica doida na balada do vaqueiro.  "
123,De Janeiro a Janeiro,Limão Com Mel," Quero você por inteiro, só pra mim. Vem, amor, vem ligeiro, me seduzir. Não dá pra dividir com ninguém, é só meu o teu amor. Vai ser marcação cerrada, aonde você for eu vou. Quero você de Janeiro a Janeiro. Eu vou pegar no seu pé. Quero você meu homem, pra ser sua mulher. Quero suas pernas em minhas pernas. Quero sua boca em minha boca. Ser teu violão tu dedilhando, me deixa louca. Você tem direito sobre mim pra fazer o que quiser. Você abriu todos os caminhos pra me fazer mulher. Jamais vou me cansar dessa paixão. Você é meu primeiro e derradeiro amor. Eu ando com seus pés, me dê a mão. Aonde você for eu vou. Quero você de Janeiro a Janeiro. Eu vou pegar no seu pé. Quero você meu homem, pra ser sua mulher. Quero suas pernas em minhas pernas. Quero sua boca em minha boca. Ser teu violão tu dedilhando, me deixa louca.  "
124,Acabou Acabou (Quando Eu Digo Que Acabou) (part. Gabriel Diniz),Wesley Safadão, Quem avisa amigo é. Mas eu era mais que seu amigo. Era o seu namorado. E você não deu ouvidos. Quem brinca com fogo se queima. Eu só tenho cara de besta. Você nunca me enganou. Eu fingia que eu não sabia. Mas eu tinha detalhado. Os seus passos e suas mentiras. Quem brinca com fogo se queima. Eu só tenho cara de besta. O pior é que agora. Cê tem que engolir o choro. Porque eu não te quero mais. Nem pintada de ouro. Não me diga que eu não avisei. Não foi uma nem duas nem três. Falei sério e você brincou. Mas quando digo que acabou. Acabou. E quando eu digo que acabou. Acabou.  
125,"Duas Paixões, Dois Amores",Calcinha Preta," Oi tudo bem. Como é que eu posso estar bem. Se você não se decide. Eu preciso de uma resposta agora. Ou ela ou eu. Não, não posso tomar essa decisão. E acabar com o meu coração. (Que já se acostumou). Não, eu tenho tanto medo de perder. Escolher uma e me arrepender. Eu tenho medo. Não vou me acostumar. Você vai ter que escolher. Pois do jeito que está baby. Você pode acabar sozinho. Mas se quiser me amar. Não te divido com ninguém,. Nessa história de harém. Amor não dá, não dá. Duas Paixões, Dois Amores. É loucura que somente o coração. Pode explicar. Me perdoe é que sem ela eu não vivo. E sem você não sei ficar. Tem jeito não. Eu te amo,mas. A três não rola não.  "
126,Cotovelo No Gelo (Prova Bêbada Viva),Wesley Safadão," Oito quilos a menos. A barba tá crescida. Auto estima no chão. Até meu coração tá errando as batidas. Tô tomando whisky puro. Porque o baldinho de gelo. Tá ocupado com meu braço dentro. Curando a dor de cotovelo tão doída. Eu sou a prova bêbada viva. Que de amor ninguém morre. A saudade maltrata. Mas matar, não mata. Mas matar, não mata. Que de amor ninguém morre. A saudade maltrata. Mas matar, não mata. Mas matar, não mata. Sofre hoje e amanhã passa.  "
127,Meio Caminho Andado,Gabriel Diniz," Será que você chegou voando. Mas eu não vi asas em você. Me belisca que eu tô sonhando. E agora o que eu vou fazer. Se eu te beijar eu vou gostar. E se eu gostar. É meio caminho andado pra amar. Ah ah ah. Quem mandou você me olhar. E quem mandou ser linda desse jeito. Quem mandou conhece meu gosto muito bem. Chega, não precisa mandar mais ninguém.  "
128,Como Eu Te Amo,Limão Com Mel, Foi Deus. Que colocou você na direção. Que fez soar as notas da canção. Que compôs a nossa história de amor. Foi Deus. Que fez nascer um brilho de um olhar. Que fez um beijo o nosso amor calar. O som que faz a dor da solidão. Só você. É quem me faz sonhar me faz querer. Só você. É quem consegue me entender. Só você. Que quero pro meu coração. Pra você. Eu consagrei o meu amor. Só pra você. Os nossos sonhos nunca foram em vão. Nunca vão terminar. Pois o que Deus uniu. Nada vai separar. Como eu te amo. Como eu te quero. Todos os meus sonhos. Eu te entrego. Deus te desenhou. Deus criou você. E deu pra mim. Eu te amo assim. Eu te quero assim. Como eu te amo.  
129,Asa Branca,Dominguinhos," Quando ""oiei"" a terra ardendo. Qual fogueira de São João. Eu perguntei a Deus do céu, ai. Por que tamanha judiação. Eu perguntei a Deus do céu, ai. Por que tamanha judiação. Que braseiro, que ""fornaia"". Nem um pé de ""prantação"". Por falta d'água perdi meu gado. Morreu de sede meu alazão. Por falta d'água perdi meu gado. Morreu de sede meu alazão. ""Inté"" mesmo a asa branca. Bateu asas do sertão. ""Entonce"" eu disse adeus Rosinha. Guarda contigo meu coração. ""Entonce"" eu disse adeus Rosinha. Guarda contigo meu coração. Hoje longe muitas léguas,. Numa triste solidão,. Espero a chuva cair de novo. Pra mim ""vortá"" pro meu sertão. Espero a chuva cair de novo. Pra mim ""vortá"" pro meu sertão. Quando o verde dos teus ""zóio"". Se ""espaiá"" na ""prantação"". Eu te asseguro, não chore não, viu. Que eu ""vortarei"", viu, meu coração. Eu te asseguro, não chore não, viu. Que eu ""vortarei"", viu, meu coração.  "
130,Desce do Cavalo,Wesley Safadão," A vaquejada tá rolando, os paredão tão tocando. As meninas tão descendo e os cabras tão tudo olhando. Desce do cavalo pra curtir o paredão. Desce do cavalo pra curtir o paredão. Desce do cavalo pra curtir o paredão. E vai curtindo o paredão. Com a botina de couro, com a caneca na mão. O chapéu tá na cabeça e as minas topando o chão. Desce do cavalo pra curtir o paredão. Desce do cavalo pra curtir o paredão. Desce do cavalo pra curtir o paredão. Desce do cavalo pra curtir o paredão.  "
131,Erro Preferido (Imagina a Cena),Gabriel Diniz," Imagine a cena. Nossa roupa amassada jogada no chão. O lençol bagunçado em cima do colchão. A gente apaga a luz e faz valer a pena. Imagine a cena. Nosso corpo suado de tanto calor. Ninguém vai precisar de cobertor. Ah essa cama vai ficar pequena. Imagine a cena. Imaginou então volte pra cá. Dou dez minutos pra você chegar. Devagarinho como sempre na ponta dos pés. Você não assume mas adora matar sua vontade comigo. Só eu coloco e tiro o seu coração de castigo. E você perde o juízo, perde o juízo. Você não assume mas adora matar sua vontade comigo. Só eu coloco e tiro o seu coração de castigo. E você perde o juízo, perde o juízo. Imagine a cena. Imaginou então volte pra cá. Dou dez minutos pra você chegar. Devagarinho como sempre na ponta dos pés. Você não assume mas adora matar sua vontade comigo. Só eu coloco e tiro o seu coração de castigo. E você perde o juízo, perde o juízo. Você não assume mas adora matar sua vontade comigo. Só eu coloco e tiro o seu coração de castigo. E você perde o juízo, perde o juízo. Eu sou seu erro preferido. Eu sou seu erro preferido.  "
