,titulo,artista,letras
280,"A Majestade, o Sabiá",Jair Rodrigues," Meus pensamentos. Tomam formas, eu viajo. Vou pra onde Deus quiser. Um vídeotape que dentro de mim retrata. Todo o meu inconsciente. De maneira natural. Ah Tô indo agora pra um lugar todinho meu. Quero uma rede preguiçosa pra deitar. Em minha volta sinfonia de pardais. Cantando para a majestade, o sabiá. A majestade, o sabiá. Tô indo agora tomar banho de cascata. Quero adentrar nas matas. Aonde Oxossi é o Deus. Aqui eu vejo plantas lindas e selvagens. Todas me dando passagem, perfumando o corpo meu. Ah Tô indo agora pra um lugar todinho meu. Quero uma rede preguiçosa pra deitar. Em minha volta sinfonia de pardais. Cantando para a majestade, o sabiá. A majestade, o sabiá. Esta viagem dentro de mim foi tão linda. Vou voltar à realidade. Pra este mundo de Deus. Pois o meu eu, este tão desconhecido. Jamais serei traído. Pois este mundo sou eu. Ah Tô indo agora pra um lugar todinho meu. Quero uma rede preguiçosa pra deitar. Em minha volta sinfonia de pardais. Cantando para a majestade, o sabiá. A majestade, o sabiá.  "
281,Estonteante,Mumuzinho," É, eu posso jejuar por ti. Difícil é me cansar de ouvir. A rouquidão da sua voz. Jogando charme pelo ar. Não sabe o quanto me seduz. Já vem você me estontear. Guardei no meu olhar. Teu ser. Eu posso desenhar você. Reproduzir com perfeição. Seus traços posso detalhar. Gravados na imaginação. Eu tô querendo te provar. Aceita aí, aceita aí. Aceita o meu amor. Receba o meu calor. Me livra dessa dor de vez. Pro mundo ter mais cor. Deixa de lado a insensatez.  "
282,Volta Por Cima,Beth Carvalho," Chorei, ai eu chorei. Não procurei esconder. Todos viram, fingiram. Pena de mim não precisava. Ali onde eu chorei. Qualquer um chorava. Dar a volta por cima que eu dei. Quero ver quem dava. Um homem de moral. Não fica no chão. Nem quer que mulher. Lhe venha dar a mão. Reconhece a queda. E não desanima. Levanta, sacode a poeira. Dá a volta por cima.  "
283,Eu Quero Comer Você,Elza Soares," Eu quero dar pra você, mas eu não quero dizer. Você precisa saber ler, ler. Eu quero dar pra você, mas eu não quero dizer. Você precisa saber ler. A linha da minha mão. Meus olhos na noite escura. A minha indecisão. No picho daquele bar. Temos na última casa. Uma tragada de ar. Eu quero dar pra você. Eu quero dar pra você. Eu quero explorar você. E nem preciso explicar. Nem tenho que soletrar. Nu. Eu quero explorar você. E nem preciso explicar. Nem tenho que soletrar. Nu. Uma vontade comum. Na tua geografia. A linha dura em mim. Suor na pele marrom. O arrepio no pelo. A veia da tua mão. Eu quero comer você. Eu quero comer você. É. É. Eu quero dar pra você. Ui. Eu quero dar pra você. Eu quero dar pra você, mas eu não quero dizer. Você precisa saber ler. Eu quero dar pra você, mas eu não quero dizer. Você precisa saber ler. A linha da minha mão. Meus olhos na noite escura. A minha indecisão. O picho daquele bar. Temos na última casa. Uma tragada de ar. Eu quero dar pra você. Eu quero dar pra você. Eu quero explorar você. E nem preciso explicar. Nem tenho que soletrar. Nu, nu. Eu quero explorar você. E nem preciso explicar. Nem tenho que soletrar. Nu. Com uma vontade comum. Na tua geografia. A linha dura em mim. Suor na pele marrom. O arrepio no pelo. A veia da tua mão. Eu quero é comer você. Eu quero dar pra você. Eu quero comer você. Eu quero é dar pra você. É, é. Eu quero dar pra você. Eu quero é comer você. Eu quero é dar pra você. Ui.  "
284,Morena de Angola,Clara Nunes," Morena de Angola. Que leva o chocalho. Amarrado na canela. Será que ela mexe o chocalho. Ou chocalho é que mexe com ela. Será que a morena cochila. Escutando o cochicho do chocalho. Será que desperta gingando. E já vai chocalhando pro trabalho. Morena de Angola. Que leva o chocalho. Amarrado na canela. Será que ela mexe o chocalho. Ou chocalho é que mexe com ela. Será que ela tá na cozinha. Guisando a galinha à cabidela. Será que esqueceu da galinha. E ficou batucando na panela. Será que no meio da mata. Na moita, morena ainda chocalha. Será que ela não fica afoita. Pra dançar na chama da batalha. Morena de Angola que leva. O chocalho amarrado na canela. Passando pelo regimento ela faz requebrar a sentinela. Morena de Angola. Que leva o chocalho. Amarrado na canela. Será que ela mexe o chocalho. Ou chocalho é que mexe com ela. Será que quando vai pra cama. Morena se esquece dos chocalhos. Será que namora fazendo bochincho. Com seus penduricalhos. Morena de Angola. Que leva o chocalho. Amarrado na canela. Será que ela mexe o chocalho. Ou chocalho é que mexe com ela. Será que ela tá caprichando. No peixe que eu trouxe de benguela. Será que tá no remelexo. E abandonou meu peixe na tigela. Será que quando fica choca. Põe de quarentena o seu chocalho. Será que depois ela bota a canela no nicho do pirralho. Morela de Angola que leva o chocalho amarrado na canela. Eu acho que deixei um cacho. Do meu coração na catumbela. Morena de Angola. Que leva o chocalho. Amarrado na canela. Será que ela mexe o chocalho. Ou chocalho é que mexe com ela. Morena de Angola que leva o chocalho amarrado na canela. Morena, bichinha danada, minha camarada do MPLA. Morena de Angola. Que leva o chocalho. Amarrado na canela. Será que ela mexe o chocalho. Ou chocalho é que mexe com ela.  "
285,Tape Deck,Jorge Aragão," Comprei um tape deck. O nome é esquisito mas dizem que é bom. Convidei os mano black. Que gostam de rap. De samba do bom pra inauguração. Os manos que gostam de rap. Do samba do bom. Os manos que gostam de rap. Do samba do bom. Os manos que gostam de rap. Do samba do bom. Os manos que gostam de rap. Do samba do bom. O fio do plug era azul, branco e bordo. Meu cabelo arrepiou quando vi tanto botão. Liguei o cassete no cabo da Internet. Usei mais de trinta cotonetes. Só pra limpar o visor. Foi ai que o bicho pegou. Era a galera gritando demorô. Daí em diante a porrada começou. O evento passava das três da madrugada. Lá foi todo mundo pra calçada. Tremenda mancada. E eles na palma da mão. A gente veio pra ouvir Almir Guineto. Racionais M'Cs, Aniceto, Monarco, Gabriel O Pensador. Velha Guarda que incendeia, Candeia, Pagodinho. Vinny, Buchecha com o Claudinho. Que papelão sangue bom. A gente veio pra ouvir Almir Guineto. Racionais M'Cs, Aniceto, Monarco, Gabriel O Pensador. Velha Guarda que incendeia, Candeia, Pagodinho. Vinny, Buchecha com o Claudinho. Que papelão sangue bom. Eeeuu... Comprei um tape deck. O nome é esquisito mas dizem que é bom. Convidei os mano black. Que gostam de rap. De samba do bom pra inauguração. Os manos que gostam de rap. Do samba do bom. Os manos que gostam de rap. Do samba do bom. Os manos que gostam de rap. Do samba do bom. Os manos que gostam de rap. Do samba do bom. O fio do plug era azul, branco e bordo. Meu cabelo arrepiou quando vi tanto botão (Meu Deus do Céu ). Liguei o cassete no cabo da Internet. Usei mais de trinta cotonetes. Só pra limpar o visor. Foi ai que o bicho pegou. Era a galera gritando demorô. Daí em diante a porrada começou. O evento passava das três da madrugada. Lá foi todo mundo pra calçada. Tremenda mancada. E eles na palma da mão. A gente veio pra ouvir Almir Guineto. Racionais M'Cs, Aniceto, Monarco, Gabriel O Pensador. Velha Guarda que incendeia, Candeia, Pagodinho. Vinny, Buchecha com o Claudinho. Que papelão sangue bom. A gente veio aquiiiii, pra ouvir Almir Guineto. Racionais M'Cs, Aniceto, Monarco, Gabriel O Pensador. Velha Guarda que incendeia, Candeia, Pagodinho. Vinny, Buchecha com o Claudinho. Que papelão sangue bom. A gente veio aquiiiii, pra ouvir Almir Guineto. Racionais M'Cs, Aniceto, Monarco, Gabriel O Pensador. Velha Guarda que incendeia, Candeia, Pagodinho. Vinny, Buchecha com o Claudinho. Que papelão sangue bom. A gente veio aquiiiii só, pra ouvir Almir Guineto. Racionais M'Cs, Aniceto, Monarco, Gabriel O Pensador. Velha Guarda que incendeia, Candeia, Pagodinho. Vinny, Buchecha com o Claudinho. Que papelão sangue bom.  "
286,Nomes de Favela,Paulo César Pinheiro, O galo já não canta mais no Cantagalo. A água (já) não corre mais na Cachoeirinha. Menino não pega mais manga na Mangueira. E agora que cidade grande é a Rocinha. Ninguém faz mais jura de amor no Juramento. Ninguém vaise embora do Morro do Adeus. Prazer se acabou lá no Morro dos Prazeres. E a vida é um inferno na Cidade de Deus. Não sou do tempo das armas. Por isso ainda prefiro. Ouvir um verso de samba. Do que escutar som de tiro. Pela poesia dos nomes de favela. A vida por lá já foi mais bela. Já foi bem melhor de se morar. Mas hoje essa mesma poesia pede ajuda. Ou lá na favela a vida muda. Ou todos os nomes vão mudar.  
287,Lendas da Mata,João Martins," O saci rodopiou. Ventania na palhoça. Sinhazinha bambeou. Deu mironga lá na roça. Coisas que o olho não vê. E que a alma pode enxergar. Zombeteiro, ê caxambu. Toque no pé do Juá. É mistério a força de crer. Fundamentos que vem de lá. Bicho do mato some do breu. Escondeu no Juremá. Caboclo sabe as lendas da mata. Caboclo traz a bala de prata. Pro uivar da meia noite. Lua cheia, madrugada. De feitiço e pajelança. Fazse a lenda encantada.  "
288,Namora Comigo,Mart'nália, Hoje eu estou sozinha. Você está na minha. Não adianta se esconder. Já não tem mais jeito. Tudo está perfeito. Agora é só eu e você. Juntos na mesma estrada. Atravessando a madrugada. Pra ver o sol nascer. E em nossa aurora perceber. A delícia de viver. Tudo que a gente sempre quis. Olhar nos olhos de alguém. E conseguir dizer. Estou feliz. Estou feliz. Estou feliz. Fica comigo. Namora comigo. Casa comigo. Viva comigo até o fim. Porque sou seu abrigo. Não tem mais perigo. Fica comigo. Namora comigo até o fim.  
289,Nem Morta,Alcione, Eu só fico em teus braços. Porque não tenho forças. Pra tentar ir a luta. Eu só sigo os teus passos. Pois não sei te deixar. E esse ideia me assusta. Eu só faço o que mandas. Pelo amor que é cego. Que me castra e domina. Eu só digo o que dizes. Foi assim que aprendi. A ser tua menina. Pra você falo tudo. No fim de cada noite. Te exponho o meu dia. Mas que tola ironia. Pois você fica mudo. Nesse mundo só teu. Cheio de fantasias. Eu só deito contigo. Porque quando me abraças. Nada disso me importa. Coração abre a porta. Sempre que eu me pergunto. Quando vou te deixar. Me respondo Nem morta. Eu só faço o que mandas. Pelo amor que é cego. Que me castra e domina. Eu só digo o que dizes. Foi assim que aprendi. A ser tua menina. Pra você falo tudo. No fim de cada noite. Te exponho o meu dia. Mas que tola ironia. Pois você fica mudo. Nesse mundo só teu. Cheio de fantasias. Eu só deito contigo. Porque quando me abraças. Nada disso me importa. Coração abre a porta. Sempre que eu me pergunto. Quando vou te deixar. Me respondo Nem morta.  
290,A Pureza da Flor,Arlindo Cruz," A pureza da flor (sou eu). E o teu cobertor (sou eu). Verdadeiro amor. Sou eu, sou eu, so eu, sou eu, sou eu (bis). Vou contar com você amor. Pra chegar seja aonde for. Encontrar um cais, um lugar de paz. Para nunca mais, conviver com a dor. Vou contar com você amor. Pra chegar seja aonde for. Todo desamor, e a desilusão. Não tem mais lugar no meu coração. Se eu puder entrar. No teu coração,você vai me dar razão. (refrão). A pureza da flor (sou eu). E o teu cobertor (sou eu). Verdadeiro amor. Sou eu, sou eu, so eu, sou eu, sou eu.  "
291,Lama,Clara Nunes," Pelo curto tempo que você sumiu. Notase aparentemente que você subiu. Mas o que eu soube a seu respeito. Me entristeceu, ouvi dizer. Que pra subir você desceu. Você desceu. Todo mundo quer subir. A concepção da vida admite. Ainda mais quando a subida. Tem o céu como limite. Por isso não adianta estar. No mais alto degrau da fama. Com a moral toda enterrada na lama.  "
292,Utopia,Mumuzinho, Prá se dizer. Que a emoção. Vem depois da razão. Faz o coração. Morrer de paixão. Renunciar alguém. Só traz a dor.... Soma da solidão. Se torna mais veloz. Pro sorriso apagar. Minha mente tornar. Abismo de criar. Amar amando amor assim. Sei lá.... Poder dizer que o amor. É uma certeza. Realidade enfim. Se perde no canto calado. A procura de outro. Por fim.... É esperar por alguém. Que não vem. E sentirse como outro gen. Será Utopia ou realidade. Querer estar com alguém. Que se ame assim....  
293,Mutirão De Amor,Jorge Aragão," Cada um de nós deve saber se impor. E até lutar em prol do bemestar geral. Afastar da mente todo mal pensar. Saber se respeitar. Se unir pra se encontrar. Por isso, vim propor. Um mutirão de amor. Pra que as barreira se desfaçam na poeira. E seja o fim. O fim do mal pela raiz. Nascendo o bem que eu sempre quis. É o que convém pra gente ser feliz. Cantar sempre que for possível. Não ligar para os malvados. Perdoar os pecados. Saber que nem tudo é perdido. Se manter respeitado. Pra poder ser amado.  "
294,Ô Irene,Fundo de Quintal," Ô Irene, Ô Irene. Ô Irene, Ô Irene. Vai buscar o querosene. Pra acender o fogareiro. Eu disse mel, alfavaca. Feitos do manjericão. Arruda e guiné. Pra dispersar o mau olhado. Meu pai minha mãe mandou. Meu pai minha mãe mandou. Meu pai minha mãe mandou você. Tomar um banho de alecrim cheiroso. De alecrim cheiroso, de alecrim cheiroso.  "
295,É Doce Morrer No Mar,Dorival Caymmi, É doce morrer no mar. Nas ondas verdes do mar. É doce morrer no mar. Nas ondas verdes do mar. Saveiro partiu de noite foi. Madrugada não voltou. O marinheiro bonito. Sereia do mar levou. É doce morrer. A noite que ele não   veio  foi. Foi de tristeza prá mim. Saveiro voltou sozinho. Triste noite foi prá mim. É doce morrer. Nas ondas verdes do mar meu bem. Ele se foi afogar. Fez sua cama de noivo. No colo de Iemanjá. É doce morrer.  
296,Cuca Quente,Leandro Sapucahy," Vagabundo, vacilão, tem que ir embora mesmo. Vai procurar outra. Tu vai comer pão com ovo em outro lugar. Comigo é assim, não quero saber. Tá pensando o que, vai ficar assim não. Não vou pedir a conta. Já estou gostando do ambiente. O meu astral subiu inexplicavelmente. Garçom me traga por favor outra gelada. E mais um quente. Eu hoje estou por conta. Pra que, que eu fui brigar com ela. Toda a briga sempre deixa uma sequela. Eu vou beber, eu vou zuar. Hoje eu não volto pra favela. Eu beber pra tentar esquecer. Vou zuar até o amanhecer. Esperar a saudade bater. Pra retornar, pra resolver. Tentar me controlar daqui pra frente. Ninguém pode raciocinar com a cuca quente. Eu vou beber. Vou beber pra tentar esquecer. Vou zuar até o amanhecer. Esperar a saudade bater. Pra retornar, pra resolver. Tentar me controlar daqui pra frente. Ninguém pode raciocinar com a cuca quente. Não vou pedir a conta. Já estou gostando do ambiente. O meu astral subiu inexplicavelmente. Garçom me traga por favor outra gelada. E mais um quente. Eu hoje estou por conta. Pra que, que eu fui brigar com ela. Toda a briga sempre deixa uma sequela. Eu vou beber, eu vou zuar. Hoje eu não volto pra favela. Vou beber pra tentar esquecer. Vou zuar até o amanhecer. Esperar a saudade bater. Pra retornar, pra resolver. Tentar me controlar daqui pra frente. Ninguém pode raciocinar com a cuca quente. Eu vou beber. Vou beber pra tentar esquecer. Vou zuar até o amanhecer. Esperar a saudade bater. Pra retornar, pra resolver. Tentar me controlar daqui pra frente. Ninguém pode raciocinar com a cuca quente.  "
297,Prece de Pescador,Mariene de Castro, Que luz é essa. que vem lá do mar. É a Senhora das Candeias. Mãe dos Orixás. Seu Adê resplandece. na lua cheia. Glória ê ê glória. Glória Mamãe sereia (bis). Inaê por cima do mar prateou. por cima do mar mariô. por cima do mar incandiou(bis). Eu pedi a mamãe que fizesse. do nosso amor uma prece de pescador. Pra que nas esquinas da vida. você seja saída pro meu amor. Mora.... Mas se a tristeza tem dia. Tua força me guia meu caminho é o mar. E que me lancem as pedras. Yemanjá faz areia pra não machucar. Inaê por cima do mar prateou. por cima do mar mariô. por cima do mar incandiou(bis). Eu tava sonhando acordada. Mamãe sentou do meu lado e me falou. que aquela dor que doía. ia encontrar calmaria nos braços de outro amor. Paixão me fez marinheiro. Fez do meu cais meu saveiro e me navegou. sai cantando vitória. tristeza virou história de pescador. Inaê por cima do mar prateou. por cima do mar mariô. por cima do mar incandiou(bis). Inaê por cima do mar prateou. por cima do mar mariô. por cima do mar incandiou(bis). Ê nijé nilé lodô. Yemanjá ô. Acota pê lê dê. Iyá orô miô (bis).  
298,Fim da Tristeza,Arlindo Cruz e Sombrinha," A vida ensinou eu sei,. Vivendo aprendi amar.. Morrendo de amor sonhei. Com as voltas que o mundo dá.. Perdi meu amor chorei,. Meu pranto molhou o mar.. Perdido de amor jurei,. De novo te encontrar.. Mas quando te encontrei. Minha namorada. Sumiu minha voz pensei,. Mas não disse nada.. E quando você me viu,. Sorriu a saudade sim. Eu vi em você o amor. E a felicidade em mim.. O desejo falou por nós disse assim. É o fim da tristeza.. Bom demais o amor que a gente faz,. Não tem fim nem adeus nunca mais....  "
299,Brilho no Olhar,Almir Guineto, O que aconteceu com aquele sentimento. Cadê aquele brilho no teu olhar. Não deixe que o tempo apague a nossa história. Porquê ainda é tempo pra recomeçar. Eu só sei dizer que te amo. Te amo demais. Vem eu não quero esse jogo louco. Sem você eu fico no sufoco. Senta aqui pra gente conversar. Vem duas vidas numa só estrada . É amor e não conto de fadas. Eu nasci pra te amar.  
300,Deus Há de Ser,Elza Soares," Deus é Mãe. E todas as ciências femininas. A poesia, as rimas. Querem o seu colo de madona. A poesia, as rimas. Querem o seu colo de madona. Pegar carona nesse seu calor divino. Transforma qualquer homem em menino. Ser pedra bruta nesse seu colar de braços. Amacia dureza dos fatos. Deus é Mãe. E todas as ciências femininas. A poesia, as rimas. Querem o seu colo de madona. A poesia, as rimas. Querem o seu colo de madona. Pegar carona nesse seu calor divino. Transforma qualquer homem em menino. Ser pedra bruta nesse seu colar de braços. Amacia dureza dos fatos. Deus é Mulher. Deus há de ser. Deus há de entender. Deus há de querer. Que tudo vá para melhor. Se for mulher, Deus há de ser. Deus há de ser fêmea. Deus há de ser fina. Deus há de ser linda. Deus há de ser. Deus há de ser fêmea. (Deus há de ser fêmea). Deus há de ser fina. (Deus há de ser fina). Deus há de ser linda. (Deus há de ser linda). Deus há de ser. Deus há de ser. Deus há de ser. Deus há de ser. Deus há de ser. Deus é Mãe.  "
301,Testamento de Partideiro,Candeia," Ao meu amor deixo o meu sentimento, na paz do Senhor. E para os meus filhos deixo o bom exemplo, na paz do Senhor. Deixo como herança força de vontade, na paz do Senhor. Quem semeia amor deixa sempre saudade, na paz do Senhor. Aos meus amigos deixo o meu pandeiro, na paz do Senhor. Honrei os meus pais e amei meus irmãos, na paz do Senhor. Mas aos fariseus não deixarei dinheiro, na paz do Senhor. Pros falsos amigos deixo o meu perdão, na paz do Senhor. Porque o sambista não precisa ser membro da academia. Ser natural com sua poesia e o povo lhe faz imortal. Porque o sambista não precisa ser membro da academia. Ser natural com sua poesia e o povo lhe faz imortal. Mas se houver tristeza, que seja bonita, na paz do Senhor. De tristeza feia o poeta não gosta, na paz do Senhor. E um surdo marcando o choro de cuíca, na paz do Senhor. Viola pergunta, mas não tem resposta, na paz do Senhor. Quem rezar por mim que o faça sambando, na paz do Senhor. Porque um bom samba é forma de oração, na paz do Senhor. Um bom partideiro só chora versando, na paz do Senhor. Tomando com amor batida de limão, na paz do Senhor. E como levei minha vida cantando, na paz do Senhor. Eu deixo o meu canto pra população, na paz do Senhor. E como eu levei minha vida cantando, na paz do Senhor. Eu deixo o meu canto pra população, na paz do Senhor.  "
302,Fora de Ocasião,Arlindo Cruz," Acho que a saudade já te encontrou. Te disse como estou, mas deixa como está. Quando a solidão desperta o desamor. Se quer falar de amor, não dá, ( ô mas eu acho ). Depois do temporal o sol que vai brilhar. Pode não apagar o que aconteceu. Tanta escuridão pode tornar em vão. A luz que acendeu fora de ocasião. Teu navio quis abandonar meu cais. Não adianta mais, correr atrás assim. Pois o nosso amor já chegou ao fim. E não venha procurar por mim, diz outra vez. Pois o nosso amor já chegou ao fim. E não venha procurar por mim ( mas eu acho ).  "
303,O Surdo,Alcione," Amigo, que ironia desta vida. Você chora na avenida. Pro meu povo se alegrar. Eu bato forte em você. E aqui dentro do peito uma dor. Me destrói. Mas você me entende. E diz que pancada de amor não dói. Meu surdo, parece absurdo. Mas você me escuta. Bem mais que os amigos lá do bar. Não deixa que a dor. Mais lhe machuque. Pois pelo seu batuque. Eu dou fim ao meu pranto e começo a cantar. Meu surdo, bato forte no seu couro. Só escuto este teu choro. Que os aplausos vêm pra consolar. Meu surdo, velho amigo e companheiro. Da avenida e de terreiro,. De rodas de samba e de solidão. Não deixe que eu vencido de cansaço. Me descuide desse abraço. E desfaça o compasso do passo do meu coração.  "
304,A PRimavera e nós dois,Katinguelê," A primavera chegou. E entre as flores está você. Seu beija flor eu quero ser. Em tua essência me embriagar. E quando a brisa soprar. Meu canto mudo vai escutar, e. Vai entender a minha dor. Que a tua ausência me faz sofrer. Valeu a pena esperar. A estação já mudou, encontrei a miss. És uma flor que me faz feliz. És razão do meu bem estar. Tive que me entregar. És a tentação para o prazer de amar. A estação. A estação já mudou, encontrei a miss. És uma flor que me faz feliz. És a razão do meu bem estar. Tive que me entrega ar. És a tentação para o prazer de amar.  "
305,Quando o Morcego Doar Sangue,Bezerra da Silva," Para tirar meu Brasil dessa baderna. Para tirar meu Brasil dessa baderna. Só quando o morcego doar sangue. E o saci cruzar as pernas. Só quando o morcego doar sangue. E o saci cruzar as pernas. Toda nossa esperança é somente lembrança do passado. A alta cúpula vive contagiada pelo micróbio da corrupção. O povo nunca tem razão, estando bom ou ruim o clima. Somente quem está por cima é a tal dívida externa. E o malandro que faz aquele empréstimo. E leva os vinte por cento dela para tirar. Já não há alegria de noite e de dia a tristeza não pára. A vida custando os olhos da cara. E não temos dinheiro para comprar. Quem governa o país é muito feliz, não se preocupa. Tem tudo de graça, não esquenta a cuca. E o custo de vida só sabe aumentar. Antigamente governavam decente, sem sacrilégio. Hoje são indecentes, cheios de privilégio. É só caô caô pra cima do povo. Promessa de um Brasil novo. E uma política moderna. Mas só quando o morcego doar sangue.  "
306,Como Dizia O Mestre,Benito Di Paula," É, acaba a valentia de um homem. Quando a mulher que ele ama. vai embora. É, tanta coisa muda nessa hora. Que o mais valente dos homens chora. É, acaba a valentia de um homem. Quando a mulher que ele ama vai embora. É, tanta coisa muda nessa hora. Que o mais valente dos homens chora. Diz que faz e acontece. Que não tem medo de nada. Levanta a voz, fala alto. Maltrata a mulher amada. E quando ela cisma e vai embora. A montanha se desmancha. E o mais valente dos homens. Chora como criança. É,acaba a valentia de um homem. Quando a mulher que ele ama vai embora. É, tanta coisa muda nessa hora. Que o mais valente dos homens chora. É, acaba a valentia de um homem. Quando a mulher que ele ama vai embora. É, tanta coisa muda nessa hora. Que o mais valente dos homens chora. Diz que faz e acontece. Que não tem medo de nada. Levanta a voz, fala alto. Maltrata a mulher amada. E, quando ela cisma e vai embora. A montanha se desmancha. E o mais valente dos homens. Chora como criança.  "
307,Nó Na Madeira,João Nogueira," Eu sou é madeira. Em samba de roda já dei muito nó.... Em roda de samba sou considerado,. De chinelo novo brinquei Carnaval, Carnaval.. Eu sou é madeira. Meu peito é do povo do samba e da gente,. E dou meu recado de coração quente. Não ligo a tristeza, não furo eu sou gente.. Sou é a madeira. Trabalho é besteira, o negócio é sambar. Que samba é ciência e com consciência. Só ter paciência que eu chego até lá.... Refrão. Sou nó na madeira. Lenha na fogueira que já vai pegar. Se é fogo que fica ninguém mais apaga. É a paga da praga que eu vou te rogar.  "
308,O Bonde São Januário,Wilson Batista," Quem trabalha é que tem razão. Eu digo e não tenho medo de errar. Quem trabalha é que tem razão. Eu digo e não tenho medo de errar. O bonde São Januário. Leva mais um operário. Sou eu que vou trabalhar. O bonde São Januário. Leva mais um operário. Sou eu que vou trabalhar. Antigamente eu não tinha juízo. Mas resolvi garantir meu futuro. Vejam vocês. Sou feliz vivo muito bem. A boemia não dá camisa ninguém, é. Vivo bem. Antigamente eu não tinha juízo. Mas resolvi garantir meu futuro. Vejam vocês. Sou feliz vivo muito bem. A boemia não dá camisa ninguém, é. Muito bem.  "
309,Sempre Acesa,Quinteto em Branco e Preto," Tudo bem, veja bem. Eu prometo até juro, não vou insistir. O amor acontece, é uma prece. E sem fé melhor nem pedir. Quem partiu, quem ficou. Não interessa, acabou. Outro dia já vem,. É manter sempre acesa. A chama que apaga acende também. Hoje nos percebemos. Que nós já não temos nenhuma razão. Se não temos assunto, pra que ficar juntos. E o fim da questão. Foi um tempo tão bom de alegrias. E com o amor que é capaz. De fazer com a gente não esqueça. O que se passou, nunca mais. Por isso então eu digo. Que a gente tem, é que tentar ser feliz. Enquanto há vida, há esperança no amor. Se está bom a gente até pedi bis. Mas se não está é bom pensar. Que o amor verdadeiro. É lobo e cordeiro, é vidro e rubi. Sendo assim, até mais. De repente a gente ainda pode curtir. Enquanto eu puder sonhar. Eu não vou desistir. Vou sorrir, vou cantar, Vou tentar ser feliz. Outra vez por ai.  "
310,Overdose de Cocada,Bezerra da Silva," Alô rapaziada,. Se liga no refrão.... É cocada boa. Não é. É cocada boa.... Ih. É cocada boa. Não é. É cocada boa.. Outra vez pra marcar.. É cocada boa. Não é. É cocada boa.... Não é. É cocada boa.. Aí rapaziada, eu tô duro. Só quero a rapa da cocada. E mais nada. Olha aí. Já armei meu tabuleiro. Vendo pra qualquer pessoa. Tem da preta e tem da branca. E quem prova. Não enjoa, porque. É cocada boa. Não é. É cocada boa. É cocada boa. Não é. É cocada boa...(2x). Tem preto que come da branca. Tem branco que come da preta. Tem gosto pra todo freguês. Só não vale misturar. Vai numa de cada vez. Não misture o paladar. E overdose de cocada. Até pode te matar.. Só porque.... É cocada boa. Não é. É cocada boa. É cocada boa. Não é. É cocada boa...(2x). O delega da área. Já mandou averiguar. ""Que é que tem nessa cocada. Que tá todo mundo. Querendo comprar"". Houve uma diligência. Só para experimentar. Eles provaram da cocada. E disseram doutor. Deixa isso prá lá. Só porque.... (Repetir a Letra). É cocada boa. Não é. É cocada boa. É cocada boa. Não é. É cocada boa...(final 5x).  "
311,Matematica do Amor,Matias Damasio, Inventei formulas. Para te subtrair. Da minha vida. Do meu destino. Do meu coração. Multipliquei  teus defeitos. Para deixar de ti amar. Somei teus erros. Para parar de pensar em ti. Mafiei os números. Forjei os resultados. Enganando a mi mesmo. Me convencendo de que não te amava mais. Mas na minha equação. Ignorei o elemento coração. Que ainda é e sempre vai ser teu. Te amo de um milhão. Raiz quadrada do meu coração. He he he...... Te amo de um milhão. Raiz quadrada do meu coração. He he he...... Ignorei os sinais. Te procurei nas camazuzas. Que caíram na minha rede. Mas não...... Não te encontrei. Esbanjei lágrimas e dinheiro nas rolutes da cidade. Quantas vezes gritei alto teu nome. Com lágrimas de saudades. Te procurei no musseque. Não te encontrei...... Te procurei no casco urbano. Não te encontrei....... Já passou mais de um ano. Não te encontrei....... Não te encontrei....... Não te encontrei....... Te amo de um milhão. Raiz quadrada do meu coração. He he he...... Te amo de um milhão. Raiz quadrada do meu coração. He he he...... És a receita para eu ser feliz. O ingrediente que faltava. Que a muito tempo quero. Quero...... És a solução para eu sorrir diante dos problemas. O adictivo certo para melhorar a minha vida. És o antibiótico perfeito para sarar a minha ferida. És a formula mágica. A razão mais logica. Para eu gritar. Te amo te amo te amo...... Te amo te amo te amo...... Te amo de um milhão. Raiz quadrada do meu coração. He he he...... Te amo de um milhão. Raiz quadrada do meu coração. He he he......  
312,Volta de Vez Pra Mim,Reinaldo, O meu amor é seu. Eu não preciso nem provar. Foi tanto tempo pra deixar tudo acabar assim. Mas pelo amor de Deus. Tire esse mau do meu olhar. Faz outra vez o meu sol brilhar. Volta de vez pra mim. E depois de tanto tempo. Eu me vejo no abandono. E me sinto um cão sem dono. Sem abrigo pra ficar. E depois de tanto tempo. A minha dor volta pra casa. Meu sossego cria asa. Meu sorriso quer chorar. Meu sorriso fez inveja em muita gente nesse mundo. Fui feliz cada segundo e o primeiro a te amar. Mas a dor vem de repente quando a gente perde tudo. Quando o canto fica mudo e vem o pranto em seu lugar.  
