,titulo,artista,letras
439,Ê Baiana,Clara Nunes," Ê baiana. Ê ê ê baiana, baianinha. Ê baiana. Ê ê ê baiana. Baiana boa. Gosta do samba. Gosta da roda. E diz que é bamba. Baiana boa. Gosta do samba. Gosta da roda. E diz que é bamba. Olha, toca a viola. Que ela quer sambar. Ela gosta de samba. Ela quer rebolar. Toca a viola . Que ela quer sambar. Ela gosta de samba. Ela quer rebolar. Ê baiana. Ê baiana. Ê ê ê baiana, baianinha. Ê baiana. Ê ê ê baiana.  "
440,Propagas,Roberto Ribeiro," Por que é que me propagas. Pelas ruas com prazer. Se todo mundo sabe. Que é despeito de você. Esta vida é um jogo. E cada um joga o que tem. Quem é que não gosta de carinho. Quem que é que não gosta de ninguém. Mas quem é que não gosta de carinho. Quem é que não gosta de ninguém. Pra você me censurar. Tem que censurar Adão. Preferiu viver com Eva. Não quis paraíso, não. E o mundo então seguiu. No mesmo diapasão. Todo homem hoje em dia. Tem alguém no coração. (Refrão). Nos caminhos percorridos. Encontrei desilusões. Encontrei falsas mulheres. Maltratando corações. Nem assim eu desisti. Fui em frente, caminhei. Hoje até perdi a conta. Das mulheres que beijei.  "
441,Pastorinhas,Noel Rosa, A estrela d'alva. No céu desponta. E a lua anda tonta. Com tamanho esplendor. E as pastorinhas. Pra consolo da lua. Vão cantando na rua. Lindos versos de amor. Linda pastora. Morena da cor de madalena. Tu não tens pena. De mim que vivo tonto com o teu olhar. Linda criança. Tu não me sais da lembrança. Meu coração não se cansa. De sempre e sempre te amar.  
442,Quem Vai Chorar Sou Eu,Diogo Nogueira," Era só um caso passageiro. Mas logo depois virou paixão. Até se tornar um desespero, dois amores verdadeiros dentro de um só coração Coração que já não vê a hora. De resolver esse problema meu. Mas se ele escolhe uma, a outra chora, fica triste, vai embora. Quem vai chorar sou eu. Quem vai chorar, quem vai chorar sou eu. Se uma delas vai embora, quem chora sou eu. Feito encomenda e sob medida, novamente em minha vida o amor se fez valer. Eu que já tinha o meu querer bem. Agora vem um outro alguém, um outro bemquerer. Dois é bom e um é pouco. Mas não tava bom pra mim. Eu tava era ficando louco. Quando alguém (Zeca) me disse assim. É devagar, devagarinho, na levada do Martinho que se leva a vida, amigo meu. Muita calma nessa hora, é devagar. Ponha as mãos pro céu e agradeça a Deus. Deixa a vida te levar. Isso não é direito, mas também não é direito você se culpar. Quem tem amor no peito, sempre encontra um jeito pra ninguém chorar.  "
443,Cabelo Pixaim,Jorge Aragão," Na palma da mão, na palma da mão.... Na palma da mão, na palma da mão... (4X). Quero teu amor crioula, crioula . Por favor não seja tola. Pra que serve então amar (Lalauê Lalaiá). Se você não sabe o que é se dar, pra alguém da cor. Olha eu sou da pele preta, graças à Deus. Bem pior pra se aturar, pra se aturar. Mas se me der na veneta. Quero ver alguém amar. Mais do que eu. É do cabelo, cabelo pixaim. Eu quero você ligada só em mim. É do cabelo, cabelo pixaim. Eu quero você ligada só em mim.  "
444,Canto II,Clementina de Jesus," Muriquinho piquinino, muriquinho piquinino,. Parente de quiçamba na cacunda.. Purugunta aonde vai, purugunta aonde vai,. Ô parente, pro quilombo do dumbá. (x2). Muriquinho piquinino, muriquinho piquinino,. Parente de quiçamba na cacunda.. Purugunta aonde vai, purugunta aonde vai,. Ô parente, pro quilombo do dumbá. (x2). Ê, chora, chora gongo,ê dévera, chora gongo chora,. Ê, chora, chora gongo, ê cambada, chora gongo chora.. Muriquinho piquinino, muriquinho piquinino,. Parente de quiçamba na cacunda.. Purugunta aonde vai, purugunta aonde vai,. Ô parente, pro quilombo do dumbá. (x2). Ê, chora, chora gongo,ê dévera, chora gongo chora,. Ê, chora, chora gongo, ê cambada, chora gongo chora..  "
445,Força Maior,Diogo Nogueira," Minha força é a fé que carrego no fundo do peito. Quando nada dá pé é amém, é axé, não tem jeito. No terreiro ele é o Oxalá, no oriente ele é Alá. Ninguém sabe como explicar essa força maior. Ele sempre estende a mão  não importa a religião. Não tem raça, não tem nação, porque Deus é um só. Deus, louvado seja Deus. Deus, louvado seja Deus. Louvado seja Deus Louvado seja Deus. Deus, louvado seja Deus. Deus está no coração que concede o perdão. No coração que é feliz vendo o outro feliz. É o perfume que vem da natureza. Flor que renasce do solo da impureza. Uma estrela a me guiar. Manto que aquece a família. E protege o meu lar. Ele é o céu, água do mar. Luz do luar, sol do verão. Enche de paz, minha oração. Me dá guarida. Vento que traz inspiração. Força da vida. Ventre de todo universo. Do verso da minha canção. Deus, louvado seja Deus. Deus, louvado seja Deus. Deus, louvado seja Deus. Deus, louvado seja Deus. Deus, louvado seja Deus. Deus.  "
446,Nosso Grito,Fundo de Quintal," Você já não quer mais amar. Seu rumo tá sem direção. Se encontra perdido no cais. Querendo encontrar solução. Amigo não vá se entregar. Eu sei tá ruim de aguentar. Mas Deus tá aqui pra ajudar. Não deixe esse barco afundar. Êta vida, êta vida de cão. A gente ri, a gente chora, a gente abre o coração. Êta vida, êta vida de cão. A gente têm mais que lutar. Seguir a nossa diretriz. Sonhar e tentar ser feliz. Viver pra cantar e sorrir. É hora da gente assumir. É hora de darmos as mãos. Do negro ao branco se unir. Gritando numa só razão. Êta vida, êta vida de cão. A gente ri, a gente chora, a gente abre o coração. Êta vida, êta vida de cão. Repete a música inteira mais uma veiz.  "
447,Engraçadinha,Katinguelê," Linda de viver, que gracinha, minha tentação. Conhecer você, trouxe vida à minha inspiração. Pra te ver cantar, dizer nessa canção. Que eu me apaixonei, me entreguei de paixão. Vivo a te olhar, pra chamar sua atenção. Mas minha timidez não me deixou coragem de chegar. Pra te declarar todo meu amor. Mas hei de conquistar um cantinho no seu coração. Engraçadinha, linda de viver, tão linda, linda sim. Me amarrou, me enfeitiçou, és minha vida. Engraçadinha, eu me apaixonei, tão linda, linda sim. Me amarrou, me enfeitiçou, és minha vida..  "
448,Pura Semente,Marquinhos Satã," Quando começou. Era diferente. Tinha o nosso amor. A pura semente. Que desfaz as mágoas. E trás a ilusão. Era o nosso amor. Numa só canção. Tanto tempo fez,. Mudar a nossa vida. E a nossa canção. Não foi mais ouvida. Ficou reduzida. Hoje é só refrão. Do nosso amor. Só recordação. E foram os melhores momentos ]. Que me fizeram pensar ]. Por que sem tentarmos de tudo ]. Deixamos o amor acabar ] bis. Se a solidão é castigo ]. Fizemos por merecer ]. Quem mata o amor na semente ]. Merece sofrer ].  "
449,Um Samba No Bexiga,Adoniran Barbosa," Domingo nós fumo num samba no Bexiga. Na Rua Major, na casa do Nicola. À mezza notte o'clock. Saiu uma baita duma briga. Era só pizza que avuava junto com as bracciola. Nóis era estranho no lugar. E não quisemo se meter. Não fumos lá pra briga, nós fumo lá pra come. Na hora ""h"" se enfiemo de baixo da mesa. Fiquemo ali, que beleza vendo o Nicola briga. Dali a pouco escutemo a patrulha chegá. E o Sargento Oliveira falá. Num tem importância. Foi chamada as ambulância. Carma pessoal. A situação aqui está muito cínica. Os mais pior vai pras Clínica.  "
450,Erva Proibida,Bezerra da Silva," ""O negócio é o seguinte. Se Leonardo dá vinte. Porque que o Marcelo. Não pode dá dois. E eu tô aqui prá saber. Porque que essa erva. É proibida, Bezerra. Por que essa planta. É maneira e medicinal. Malandragem. Doutor. Deus criou a natureza. E também as belezas. Desta vida. O Planet Hemp quer saber. Por que é que essa erva. É proibida...(2x). Hiiii. Tem gente que diz todo prosa. Esta planta é maneira. É medicinal. Só o chá da raiz faz milagre. E quem beber. Fica livre do mal. Ela alegra. Ela inspira, ela acalma. E deixa a moçada. De cuca legal. E aquele que perde a cabeça. É porque já tem parte. Com espírito mal.... Siiimm. Preste atenção. Esta erva é que faz. Garrafada no norte. Manga rosa controla. A pressão. Agrião e saião. Deixam o pulmão forte...(2x). O progresso está. Se alastrando. E o vegetal. Vai sumindo da praça. Com a natureza. Estão acabando. A cada dia que passa. E esse papo de caô caô. Seu doutor. Me dá um nó na garganta. De vê o Gabeira lutando. Sozinho no congresso. Prá liberar nossa planta.... Preste atenção. Esta erva é que faz. Garrafada no norte. Manga rosa controla. A pressão. Agrião e saião. Deixam o pulmão forte...(2x). Doutor. Deus criou a natureza. E também as belezas. Desta vida. O Planet Hemp quer saber. Por que é que essa erva. É proibida...(4x).  "
451,Tom Maior,Martinho da Vila," Esta em você. O que o amor gerou. Ele vai nascer, e há de ser sem dor. Ah Eu hei de ver. Você ninar e ele dormir. Hei de vêlo andar. Falar, sorrir. Ah Eu hei de ver. Você ninar e ele dormir. Fazêlo andar. Falar, cantar, sorrir. E então quando ele crescer. Vai ter que ser homem de bem. Vou ensinalo a viver. Onde ninguém é de ninguém. Vai ter que amar a liberdade. Só vai cantar em Tom Maior. Vai ter a felicidade de. Ver um Brasil melhor.  "
452,A Voz do Morro,Jair Rodrigues," Eu sou o samba. A voz do morro sou eu mesmo sim Senhor. Quero mostrar ao mundo que tenho valor. Eu sou o rei dos terreiros. Eu sou o samba. Sou natural aqui do Rio de Janeiro. Sou eu quem leva a alegria para milhões. De corações brasileiros. Mais um samba, queremos samba. Quem está pedindo é a voz do povo do país. Viva o samba vamos cantando esta melodia. Pro Brasil feliz.  "
453,Sonhar Não Custa Nada,Paulinho Mocidade," Sonhar não custa nada. O meu sonho é tão real. Mergulhei nessa magia. Era tudo que eu queria. Para ese carnaval. Deixe a sua mente vagar. Não custa nada sonhar. Viajar nos braços do infinito. Onde tudo é mais bonito. Nesse mundo de ilusão. Transformar o sonho em realidade. E sonhar com a mocidade. E sonhar com o pé no chão. Estrela de luz. Que me conduz. Estrela que me faz sonhar. Amor, sonhe com os anjos (não se paga). Não se paga pra sonhar. Eu sou a noite mais bela. Que encanta o teu sonho. Te alucina por te amar (amar, amar). Vem nas estrelas do céu. Vem na lua de mel. Vem me querer. Delírio sensual. Arcoíris de prazer. Amor, eu vou te anoitecer. Eu vejo a lua no céu. A mocidade a sorrir. De verdeebranco na sapucaí.  "
454,Alegria de Erê,Liz Hermann," Criança feliz, feliz a cantar. Saravá todos os Erês, é hora de trabalhar. Ciranda, cirandinha, vamos todos cirandar. Favor abrir a roda, Mariazinha vai chegar. Pirulito que bate bate, pirulito que já bateu. Tem bolo, tem cocada, a Rosinha já comeu. Refrão. Oi bate palma, bate palma. Oi bate palma sem parar. Hoje é só alegria. Vamos todos festejar. Batatinha quando nasce, esparrama pelo chão. A Cidinha é minha amiga, mora no meu coração. Cai cai balão, cai cai balão, aqui na minha mão. Hoje tem muitos brinquedos, também tem pipa e pião. Escravos de jó, jogavam caxanga. Joãozinho vem chegando, saravá nosso conga. Refrão. Se essa rua fosse minha, eu mandava ladrilhar. Com pedrinhas coloridas, pro Paulinho vir brincar. Bicho papão sai de cima do telhado. Zezinho vem correndo, ele é muito danado. Atirei o pau no gato, mas o gato não morreu. Os Erês são mensageiros, eles são filhos de Deus. . Parabéns pros Erês, nesta data querida. Muitas felicidades, muitos anos de vida. Refrão. Oi bate palma, bate palma. Oi bate palma sem parar. 27 de setembro. Vamos todos festejar.  "
455,Barracão,Elizeth Cardoso," Vai, barracão. Pendurado no morro. E pedindo socorro. A cidade a seus pés. Vai, barracão. Tua voz eu escuto. Não te esqueço um minuto. Porque sei. Que tu és. Barracão de zinco. Tradição do meu país. Barracão de zinco. Pobretão, infeliz. Vai, barracão. Pendurado no morro. E pedindo socorro. A cidade. A seus pés. Vai, barracão. Tua voz eu escuto. Não te esqueço um minuto. Porque sei. Que tu és. Barracão de zinco. Tradição do meu país. Barracão de zinco. Pobretão, infeliz. Barracão de zinco. Barracão de zinco.  "
456,Logo Agora,Jorge Aragão," Agora. Justamente agora. Agora que eu penso em ir embora você me sorri. Me sorri. Passou a noite inteira. Com seu amor do lado. Fingindo um bocado. Mas, hoje em dia. Os amores são assim. Ele foi embora. Nem faz uma hora. Pensando, quem sabe. Nos beijos que você lhe deu. Tolo. Pensou que beijar sua boca. Foi consolo. Despertou o instinto da fêmea. E agora quer se deixar abater. Se sentir caçada. Dominada até desfalecer. Agora entendo o sorriso. Ele é que não entendeu. Se não fez amor com você. Faço eu. Eu também. Agora entendo o sorriso. Ele é que não entendeu. Se não fez amor com você. Faço eu. Logo agora.  "
457,Samba-Enredo 2017 - Só Com a Ajuda do Santo,G.R.E.S. Estação Primeira de Mangueira (RJ)," O meu tambor tem axé, Mangueira. Sou filho de fé do Povo de Aruanda. Nascido e criado pra vencer demanda. Batizado no altar do samba. O meu tambor tem axé, Mangueira. Sou filho de fé do Povo de Aruanda. Nascido e criado pra vencer demanda. Batizado no altar do samba. Mangueira, eu já benzi minha bandeira. Bati três vezes na madeira. Para a vitória alcançar. No peito patuá, arruda e guiné. Para provar que o meu povo nunca perde a fé. A vela acesa pro caminho iluminar. Um desejo no altar, ou no gongá. Vou festejar com a divina proteção. Num céu de estrelas enfeitado de balão. É verde e rosa o tom da minha devoção. Já virou religião. O manto a proteger, Mãezinha a me guiar. Valeime meu Padim onde quer que eu vá. Levo oferendas à Rainha do Mar. Inaê, Marabô, Janaína. O manto a proteger, Mãezinha a me guiar. Valeime meu Padim onde quer que eu vá. Levo oferendas à Rainha do Mar. Inaê, Marabô, Janaína. Abriramse as portas do céu, choveu no roçado. Num laço de fita a menina pediu comunhão. Bala, cocada e guaraná pro Erê. Meu padroeiro irá sempre interceder. Clareia, tenho um guerreiro a me defender. Firmo o ponto pro meu orixá no terreiro. Pelas matas eu vou me cercar, mandingueiro. Mel, marafo e abô. Só com a ajuda do santo eu vou confirmar meu valor. O morro em oração, clamando em uma só voz. Sou a Primeira Estação, rogai por nós.  "
458,Yaô,Pixinguinha," Akikó no terreiro. Pelú adié. Faz inveja pra gente. Que não tem mulher. No jacutá de preto velho. Há uma festa de yaô. Ôi tem nêga de Ogum. De Oxalá, de Iemanjá. Mucama de Oxossi é caçador. Ora viva Nanã. Nanã buruku (Bis). Yô yôo. Yô yôoo. No terreiro de preto velho iaiá. Vamos saravá (a quem meu pai). Xangô.  "
459,Corta Jaca,Chiquinha Gonzaga," Neste mundo de misérias. Quem impera. É quem é mais folgazão. É quem sabe cortar jaca. Nos requebros. De suprema, perfeição, perfeição. Ai, ai, como é bom dançar, ai. Cortajaca assim, assim, assim. Mexe com o pé. Ai, ai, tem feitiço tem, ai. Corta meu benzinho assim, assim. Esta dança é buliçosa. Tão dengosa. Que todos querem dançar. Não há ricas baronesas. Nem marquesas. Que não saibam requebrar, requebrar. Este passo tem feitiço. Tal ouriço. Faz qualquer homem coió. Não há velho carrancudo. Nem sisudo. Que não caia em trololó, trololó. Quem me vir assim alegre. No Flamengo. Por certo se há de render. Não resiste com certeza. Com certeza. Este jeito de mexer. Um flamengo tão gostoso. Tão ruidoso. Vale bem meiapataca. Dizem todos que na ponta. Está na ponta. Nossa dança cortajaca, cortajaca.  "
460,Só Por Um Momento,Jorge Aragão," Foi tão bom, mas foi só por um momento. Cego santo envolvimento que o destino me aprontou. Sublinhou num traço de papel que a razão só se escondeu. Pra que o amor pudesse entrar traiçoeiro devagar. Demorei pra perceber, foi meu próprio coração. Que ele usou pra deitar e adormecer. Mas o tempo apagou, guardou você. E outra vez duvidei, paguei pra ver. Nuvem que passou, passou. Foi só um momento encantado. Que eu tirei do passado. E abracei com ternura. Foi só um momento encantado. Que eu tirei do passado. E abracei com ternura.  "
461,Menina,Benito Di Paula," Menina, que um dia conheci criança. Me aparece assim, de repente, . Linda, virou mulher. Menina, como pude te amar agora. Te carreguei no colo, menina,. Cantei pra ti dormir. Te carreguei no colo, menina,. Cantei pra ti dormir. Lembro a menina feia. Tão acanhada, de pé no chão. Hoje, maliciosa,. Guarda um segredo em seu coração. Menina, que muitas vezes fiz chorar. Achando graça quando ela dizia . ""Quando crescer vou casar com você"". Menina, porque fui te encontrar agora. Te carreguei no colo, menina,. Cantei pra ti dormir. Te carreguei no colo, menina,. Cantei pra ti dormir. Menina, que um dia conheci criança. Me aparece assim, de repente, . Linda, virou mulher. Menina, como pude te amar agora. Te carreguei no colo, menina,. Cantei pra ti dormir. Te carreguei no colo, menina,. Cantei pra ti dormir. Lembro a menina feia. Tão acanhada, de pé no chão. Hoje, maliciosa,. Guarda um segredo em seu coração. Menina, que muitas vezes fiz chorar. Achando graça quando ela dizia . ""Quando crescer vou casar com você"". Menina, porque fui te encontrar agora. Te carreguei no colo, menina,. Cantei pra ti dormir. Te carreguei no colo, menina,. Cantei pra ti dormir. Te carreguei no colo, menina,. Cantei pra ti dormir. Te carreguei no colo, menina,. Cantei pra ti dormir. Menina.  "
462,Filhos de Ghandi,Clara Nunes, Filhos de Gandhi. Badauê. Ilê Alê. Malê de Balê. Ojú Obá. Tem um mistério. Que bate no coração. Força de uma canção (2x). Que tem o dom. De encantar. Seu brilho. Parece o Sol derramado. Um céu prateado. Um mar de estrelas. Revela a leveza. De um povo sofrido. De rara beleza. Que vive cantando. Profunda grandeza. A sua riqueza. Vem lá do passado. De lá do congado. Eu tenho certeza. Filhas de Gandhi. Ê povo grande. Ôjuladê. Catendê. Babaobá. Netos de Gandhi. Povo de Zambi. Traz pra você. Um novo som. Ijexá. Filhas de Gandi.... Filhos de Gandi. Badauê. Ilê Alê. Malê de Balê. Oju Obá. Tem um mistério. Que bate no coração. Força de uma canção (2x). Que tem do dom. De encantar. Seu brilho. Parece o Sol derramado. Um céu prateado. Um mar de estrelas. Revela a leveza. De um povo sofrido. De rara beleza. Que vive cantando. Profunda grandeza. A sua riqueza. Vem lá do passado. De lá do congado. Eu tenho certeza. Filhas de Gandi....  
463,Nosso Amor,Almirzinho," O nosso amor ...é bom assim. É bem querer....é tudo enfim. A paz e a luz.....que nos conduz. Ao desconhecido. Sou feliz  por ter você. Me dê a mão....faça de conta. Que só existe nós....nesse mundo imenso. Eu estou propenso....a nenhum momento. Te deixar na mão ...é todo seu meu coração. Vem....vamos seguir nossa jornada. Vem....que juntos somos como uma muralha. Nem um motim ou coisa assim. Pode nos findar. Se o nosso sentimento lado a lado esta. Vem.....vamos viver melhor momento, sejamos forte, um belo exemplo. E muitos terão ..... que nos aplaudir. Ao nos ver passar.  "
464,Aquarela  Brasileira,Silas de Oliveira," Vejam esta maravilha de cenário. É um episódio relicário. Que o artista num sonho genial. Escolheu pra este carnaval. E o asfalto como passarela. Será a tela do Brasil em forma de aquarela. Passeando pelas cercanias do Amazonas. Conheci vastos seringais. No Pará a ilha de Marajó . E a velha cabana do Timbó.. Caminhando ainda um pouco mais . Deparei com lindos coqueirais. Estava no Ceará,terra de Irapuã. De Iracema e Tupa.. Fiquei radiante de alegria. Quando cheguei na Bahia. Bahia de Castro Alves,do acarajé. Das noites de magia do cadomblé . Depois de atravessar as matas do Ipu. Assisti em Pernambuco. A festa do frevo e do maracatu.. Brasília tem o seu  destaque. Na arte,na Beleza e arquitetura. Feitiço de garoa pela serra. São Paulo engrandece a nossa terra. Do leste por todo centrooeste. Tudo é belo e tem lindo matiz. O Rio do samba e das batucadas. Dos malandros e mulatas. De requebros febris. Brasil,. Essas nossas verdes matas. Cachoeiras e cascatas. De colorido sutil. E este lindo céu azul de anil. Emolduram em aquarela o meu Brasil.. Lá...lá...lá.... Lá...lá...lá...lá...lá....  "
465,"Samba Enredo 2018 - Com Dinheiro Ou Sem Dinheiro, Eu Brinco",G.R.E.S. Estação Primeira de Mangueira (RJ)," Chegou a hora de mudar. Erguer a bandeira do samba. Vem a luz à consciência. Que ilumina a resistência dessa gente bamba. Pergunte aos seus ancestrais. Dos antigos carnavais, nossa raça costumeira. Outrora marginalizado já usei cetim barato. Pra desfilar na Mangueira. A minha escola de vida é um botequim. Com garfo e prato eu faço meu tamborim. Firmo na palma da mão, cantando laiálaiá. Sou mestresala na arte de improvisar. Ôôô somos a voz do povo. Embarque nesse cordão. Pra ser feliz de novo. Vem como pode no meio da multidão. Não, não liga não. Que a minha festa é sem pudor e sem pena. Volta a emoção. Pouco me importam o brilho e a renda. Vem pode chegar. Que a rua é nossa mas é por direito. Vem vadiar por opção, derrubar esse portão, resgatar nosso respeito. O morro desnudo e sem vaidade. Sambando na cara da sociedade. Levanta o tapete e sacode a poeira. Pois ninguém vai calar a estação primeira. Se faltar fantasia alegria há de sobrar. Bate na lata pro povo sambar. Eu sou Mangueira meu senhor, não me leve a mal. Pecado é não brincar o carnaval.  "
466,Agoniza Mas Não Morre,Nelson Sargento," Samba. Agoniza mas não morre. Alguém sempre te socorre. Antes do suspiro derradeiro. Samba. Negro, forte, destemido. Foi duramente perseguido. Na esquina, no botequim, no terreiro. Samba. Inocente, pénochão. A fidalguia do salão. Te abraçou, te envolveu. Mudaram toda a sua estrutura. Te impuseram outra cultura. E você nem percebeu. Mudaram toda a sua estrutura. Te impuseram outra cultura. E você nem percebeu.  "
467,Se Você Jurar,Ismael Silva," Se você jurar que me tem amor. Eu posso me regenerar. Mas se é para fingir, mulher. A orgia assim não vou deixar. Muito tenho sofrido. Por minha lealdade. Agora estou sabido. Não vou atrás de amizade. A minha vida é boa. Não tenho em que pensar. Por uma coisa àtoa. Não vou me regenerar. A mulher é um jogo. Difícil de acertar. E o home como um bobo. Não se cansa de jogar. O que eu posso fazer. É se você jurar. Arriscar a perder. Ou desta vez então ganhar.  "
468,Chica Chica Boom Chic,Carmen Miranda," O meu ganzá faz ""Chica Chica Boom Chic"". P'rá eu cantar ""Chica Chica Boom Chic"". Uma canção o ""Chica Chica Boom Chic"". meu coração faz ""Chica Chica Boom Chic"". E vem a saudade da Bahia. Onde o samba tem, canjerê também numa batucada. Chic Chic Boom (4x). É brasileiro o ""Chica Chica Boom Chic"". Com um pandeiro fazendo chica boom chic. E para terminar o chica chica boom. Vocês devem cantar o ""Chica Chica Boom"". Chica Chica Boom(4x). Chic. You don't make sense the ""Chica Chica Boom Chic"". But it's meant to chica chica boom chic. Achi, Achi, Achi Ca Boom. That's all you've got to say. To chase the jinx away. Chica chica boom. Chica chica boom. Chica chica boom, Chic.  "
469,Samba de Ninar,Djalma Pires," Você não vai encontrar. em outro peito a mesma estadia. Você não vai encontrar. em outro alguém a mesma mordomia. Você não vai encontrar outro poeta louco. Que junte seus versos com rimas de amor. Compondo com carinho um samba de ninar, pra te fazer dormir. Você não vai encontrar por aí em outros braços. O mesmo aconchego o mesmo calor. Um ninho de paixão e de compreensão, como eu te dou aqui. Ah, não deixe meu amor assim jogado fora. Pare pense um pouco antes de ir embora. Tem pena desse alguém que sempre te amou. Ah, me diga onde errei que eu conserto agora. Só não deixe a solidão meu coração implora. Não deixe terminar assim um grande amor. Não me deixe ficar. andando em círculos de nostalgia. Sem poder me encontrar. pois é você meu caminho, meu guia. Vem amor me dizer que sonhei te perder. Mas na realidade eu tenho o seu amor. E suponha agora que a gente se esqueça, tudo que passou. Me abraça, me beija, me aperta, me sente. Esteja presente com o teu calor. Pois é tudo que preciso pra sobreviver e não morrer de amor. Ah, não deixe meu amor assim jogado fora. Pare pense um pouco antes de ir embora. Tem pena desse alguém que sempre te amou. Ah, me diga onde errei que eu conserto agora. Só não deixe a solidão meu coração implora. Não deixe terminar assim um grande amor....  "
470,Atraente,Chiquinha Gonzaga," Atraente. Chiguinha Gonzaga. Rebola bola e atraente vai. Esmigalhando os corações com o pé. E no seu passo apressadinho, tão miúdo, atrevidinho. Vai sujando o meu caminho, desfolhando o mau me quer. Se bem que quer, seja se quer ou não. Bem reticente, ela só faz calar. Ela é tão falsa e renitente, que até,. Atrai só o seu pensar. Como é danada. perigosa. vaidosa. desastrosa. escandalosa. rancorosa. e rancorosa. incestuosa. e tão nervosa. e bota tudo em polvorosa, quando chega belicosa. bota tudo pra perder. Amour, amour. Tu jure amour, trè bien. Mas joga fora esta conversa vã. Não vem jogar faflu no meu maracanã. não sou Juju balangandã. Meu coração, porém, diz que não vai. Suportar esta maldita, inenarrável solidão. Se assim for, ele vai se esbudegar. E te ver se despinguelar numa desilusão.  "
471,Vai Embora Tristeza,Arlindo Cruz, O vento traz o cheiro da alegria. E avisa que o amor pode chegar. Vai embora tristeza eu preciso sonhar. Vai embora tristeza tô querendo amar. Faz tempo que eu não sinto a magia. Da brisa e de um amor em frente ao mar. Vai embora tristeza eu preciso sonhar. Vai embora tristeza tô querendo amar. Chega de tanta amargura vem meu amor com ternura. Manda pra longe a dor me abraça e me cura. A lua cheia é quem chama areia parece uma cama. Vem e faz acender no meu corpo a verdadeira chama. Incendeia meu coração traz de volta a emoção. E depois você diz assim que é o amor que nasceu pra mim. Incendeia meu coração traz de volta a emoção. E depois você diz assim que é o amor que nasceu pra mim.  
472,Amar é Bom,Fundo de Quintal, Você zombou de mim. Me tratou com desdém e também fez meu pranto rolar. Me feriu por querer por prazer tentou me destruir. Me iludiu magoou tanto mal fez ao meu coração. Mas deixe estar. O castigo que vinha a galope chegou de avião. Hoje vive sofrendo dizendo que é infeliz. Reconhece enfim sua ingratidão. Mas deixe estar. O castigo que vinha a galope chegou de avião. Hoje vive sofrendo dizendo que é infeliz. Reconhece enfim sua ingratidão. A vida é mesmo assim. Quem ri também pode chorar. Jamais se decreta o fim. Se um grande amor perdurar. Enquanto esperança existir. Lembranças saudades no olhar. Vou perdoar. Amar é bom. Me faz renascer. Gostoso é poder desfrutar desse imenso prazer. A.a.mar é bom. Me faz renascer.  
473,Não Tem Tradução,Noel Rosa," O cinema falado é o grande culpado da transformação. Dessa gente que sente que um barracão prende mais que o xadrez. Lá no morro, seu eu fizer uma falseta. A Risoleta desiste logo do francês e do Inglês. A gíria que o nosso morro criou. Bem cedo a cidade aceitou e usou. Mais tarde o malandro deixou de sambar, dando pinote. Na gafieira dançar o FoxTrote. Essa gente hoje em dia que tem a mania da exibição. Não entende que o samba não tem tradução no idioma francês. Tudo aquilo que o malandro pronuncia. Com voz macia é brasileiro, já passou de português. Amor lá no morro é amor pra chuchu. As rimas do samba não são I love you. E esse negócio de alô, alô boy e alô Johnny. Só pode ser conversa de telefone...  "
474,Amor Calmo,João Martins, Um amor calmo. É disso que a gente precisa. Um amor puro. No claro ou no escuro. É claro que a gente precisa. Amor sem cachaça. Sem tapa. Sem choro. Feliz na partida (2x). De brancos lençois. Com beijo que tanto combina. De toque suave. E língua atrevida. Amoe sem pudor. Sem roupa e sem dor. De mais uma chance. É o que a gente precisa. A gente merece. A gente se esquece do que foi ruim. Domar os instintos. Na intimidade. É cedo pro fim. Pois quando nascer amanhã. Os corpos suados. Dormir lado a lado. A gente precisa. Um amor calmo. É disso que a gente precisa. Um amor puro. No claro ou no escuro. É claro que a gente precisa. Amor sem cachaça. Sem tapa. Sem choro. Feliz na partida (2x).  
