,titulo,artista,letras
286,Pra Te Ter de Volta,Grupo Tá Na Mente," Essa segundafeira acordei mais cedo. Olhei o relógio eram 10 da manhã. Pensei em você. Todo dia é assim. Fui olhar suas fotos, fuçar sua vida. Visita diária no seu Instagram. Mas dessa vez fez mal pra mim. Você, na balada que eu frequento. Com as pessoas que eu ando. Eu respeito o seu momento, mas aí ta abusando. Fim do relacionamento, cada um vai pro seu lado. Sei lá, se por obra do destino, no domingo a gente se esbarra. Como eu vou falar fingindo com alguém que me amava. Com alguém que ainda amo e não sei deixar de amar. Eu queria tanto ter você comigo, que esse caso desse uma reviravolta. Eu queria tanto não ser inimigo, eu daria tudo pra te ter de volta. Faz um mês ou mais que todo dia eu ligo. E se não atende eu passo em tua porta. Não acaba assim um sentimento antigo. Um amor contido que você não solta. Mas confiança é de vidro, quebrou não tem volta.  "
287,Ele Não Desiste de Você,Péricles, Não importa quem você é. Não importa o que você fez. Jesus conhece o seu interior também. Quantas vezes você caiu. Tentando acertar. Mas a tristeza e o desespero. Te fizeram chorar. Não importa pra onde você foi. Se na escuridão da noite. Ele apaga o seu passado. E não desiste de você. Ele não desiste de você. Ele se importa com você. Ele compreende o seu caminhar. Nunca vi um amor tão grande assim. Ele não desiste de você. Ele se importa com você. Ele compreende o seu caminhar. Nunca vi um amor tão grande assim. Ele não desiste. Ele não desiste. Ele não desiste. Ele não desiste. Ele não desiste. Ele não desiste. Ele não desiste. Não importa pra onde você foi. Se na escuridão da noite. Ele apaga o seu passado. E não desiste de você.  
288,Shortinho Saint-Tropez,Bokaloka, Quando ela passa por aqui. Fico tentando entender. O que fiz pra perder o seu amor. Ela me faz enlouquecer. Tentei de tudo pra esquecer. Não consigo evitar um novo encontro. Ela quis amor. Eu quis só prazer. Ela se entregou. Eu nem quis saber. (Refrão). Meu coração quer seu carinho. Quer sua atenção. Ela me fez fazer as pazes com a ilusão. Ela coloca um shortinho tipo Saint Tropez. Uma blusinha de tricô me faz enlouquecer. Ela perdeu o bom costume de me dar perdão. Agora peço pra voltar e ela diz que não. Ainda rí do meu ciúme diz que é armação. Nem me dá tempo pra falar da minha solidão.  
289,Diz Pra Mim,Exaltasamba, Você foi mais que um simples romance. Uma louca paixão. Que passou como um vento. Causando tormento no meu coração. Foi uma fúria louca. Temporal de desejos. Uma noite de prazer. Não consigo explicar. O que aconteceu. Só de imaginar. Quando a gente se deu. Minha mente enlouquece. O meu corpo incendeia. Chego até a ouvir sua voz. Sussurrar me pedindo amor. Diz pra mim. Que nossa transa foi demais. Que tudo que aconteceu. Te deixou feliz como eu. Diz pra mim. Que o meu amor te satisfaz. Eu quero ser todinho seu. Te deixar feliz como eu.  
290,Não Tem Hora e Nem Lugar,Rodriguinho," Quando eu te conheci minha vida mudou pra melhor. Eu voltei a sorrir, um tempo atrás eu tava na pior. Não sei o que eu fiz pra merecer tanto carinho assim. Se hoje estou feliz é porque você esta perto de mim. E não dá pra disfarçar e quem olhar vai perceber que. Eu sou seu e de mais ninguém. Te amo tanto e sinto que me ama também. Nós nascemos um pro outro e não dá pra resistir. Quando tocamos um ao outro amor igual eu nunca vi. Eu fico como se tivesse só voce para pensar. É uma loucura a gente esquece não tem hora e nem. Lugar. Quando te conheci minha vida mudou para melhor. Eu voltei a sorrir, um tempo atrás eu tava na pior. Não sei o que fiz pra merecer tanto carinho assim. Se hoje estou feliz é porque voce esta perto de mim. E não dá pra disfarçar e quem olhar vai perceber que. Eu sou seu e de mais ninguém. Te amo tanto e sinto que me ama também.  "
291,Viver Para Amar,Ferrugem," Para que eu não quero mais falar de solidão. Deixa tudo acontecer. Já perdi o medo de entregar meu coração. E eu preciso te dizer. Tanta gente passa nos meus olhos. Mais eu só vejo você. Tô sentindo dentro do meu peito essa paixão arder. E não importa o quanto eu tenha que esperar. Pois só aumenta essa vontade de te amar. E sei também que você quer alguém que possa te completar. Então me diz, quer ser feliz. Se vale a pena tentar. Eu por você, você por mim. Viver pra amar. Viver pra amar.  "
292,Vamo Que Vamo,Thiaguinho," No lelele no lelele no lelele. No lelele no lelele no lelele. Vamo que vamo que vamo que vamo. Que hoje é dia de curtir com os parça. Tem o dia certo da semana que ela nao embassa. Vamo que vamo que vamo que vamo. Que a feijuca ja ta na medida. To ficando louco que esse clima ainda é tardezinha. Se tem batucada, conversa fiada. Chama que eu ja vou, cola que eu ja to. Até acabar. Sou da madrugada sem hora marcada. Vou ficar aqui, tras mais uma aí. Que eu sou inimigo do fim. Não tem jeito eu sou assim. Amo minha rapaziada. Junta o gelo e o pagodin. Não da outra é só risada. Ja mandaram te dizer. Só esta faltando voce. Nossa vibe voce não vai esquecer.. No lelele no lelele no lelele. No lelele no lelele no lelele.  "
293,Preciso Dar Um Tempo,Raça Negra, Estou precisando de um tempo pra pensar. Nesse nosso amor que só me tem feito chorar. Parece que pra esse amor me entreguei demais. Talvez até o meu amor te sufocou demais. Por isso eu tenho que parar. Pra pensar. Não leve a mal se estou saindo justamente agora. Te amo demais mas tenho que ir embora. Preciso descobrir o que você sente por mim. Se vai sentir saudade ou se vai se esquecer de mim. Por isso eu tenho que parar. Pra pensar. Vou sentir saudades de você. Mas é assim que tem que ser. Eu preciso dar um tempo. Sei que estou arriscando te perder. Mas é assim que tem que ser.  
294,Preciso Desse Mel,Sensação," Quando a sua beleza pisou. Na passarela desse meu coração. E tudo em mim com certeza mudou. Luz que chegou pra iluminar o meu chão. Onde quer que eu vá. Você me acompanha. Se eu ligo o rádio você é a canção. É o meu mundo cheio de paixão. Você é a poesia em mim. Piano, jazz, tamborim, violão. Estrela guia desse azul sem fim. Luz que chegou pra iluminar o meu chão. Onde quer que eu vá. És o meu caminho. Tens um carinho que me leva pro céu. Me faz sorrir, me faz sonhar. Preciso desse mel. Me da um beijo que eu te dou meu calor. Me da quentinho embaixo do cobertor. Me faz sorrir, me faz sonhar. Preciso desse amor. Eu quero tudo que você tem pra dar. Seu corpo todo, seu sabor, seu olhar. Me faz sorrir, me faz sonhar. Preciso te amar.  "
295,Mina de Fé,Os Morenos," Eu era feliz sem saber. Êh Êh. Isso me revolta. Tudo que eu fiz. Foi sem querer. Êh Êh. Será que tem volta.... Eu não dei valor. Não me dediquei. Ao meu grande amor. Como eu vacilei. Tô doente de saudade.... Tanta curtição. Tanta liberdade. Quanta azaração. Quanta falsidade. Tô doente de saudade.... Eu aprendi. Não vale nada. Noite, farra, madrugada. Eu prometi não te magoar. Pode confiar.... Foi preciso perder. Prá aprender a valorizar. A Mina de Fé, a Mina de Fé. Eu preciso entender. Não se deve largar jamais. A Mina de fé, a Mina de fé.... (Repetir a letra).  "
296,Cara Ou Coroa,Grupo Nosso Sentimento," Eu quero compromisso e você pede um tempo. Eu quero amor eterno e você quer um momento. Vai ter que decidir se quer entrar ou quer sair. Eu estou pedindo paz e você briga à toa. No jogo eu peço cara e você quer coroa. Vai ter que decidir se quer entrar ou quer sair. Uma hora me beija falando que está tudo bem. Outra hora me diz que não quer se prender a ninguém. E me deixa aqui sofrendo. Eu não estou te entendendo. Eu não vou te cobrar, pois sei que ninguém é perfeito. Mas vai ser bem melhor você mudar um pouquinho o seu jeito. Para de brincar comigo. Não merece esse castigo. Pensa no meu coração. Quem é você que faz amor comigo e depois joga fora. Quem é você que entra na minha vida e logo vai embora. Quem é você que cheia de defeito eu amo. Quem é você que fica me tratando como namorado. Quem é você, que quando eu mais preciso não está do meu lado. Quem é você que cheia de defeito eu amo.  "
297,Utopia,Art Popular, Pra se dizer. Que a emoção. Vem depois da razão. Faz o coração. Morrer de paixão. Renunciar alguém. Só traz a dor. Soma da solidão. Se torna mais veloz. Pro sorriso apagar. Minha mente tornar. Abismo de criar. Amar amando amor assim. Sei lá. Poder dizer que o amor. É uma certeza. Realidade enfim. Se perde no canto calado. A procura de outro. Por fim. É esperar por alguém. Que não vem. E sentirse como outro gen. Será utopia ou realidade. Querer estar com alguém. Que se ame assim. Poder dizer que o amor. É uma certeza. Realidade enfim. Se perde no canto calado. A procura de outro. Por fim. É esperar por alguém. Que não vem. E sentirse como outro gen. Será Utopia ou realidade. Querer estar com alguém. Que se ame assim.  
298,Eu e Você Sempre,Exaltasamba," Logo, logo assim. Que puder, vou telefonar. Por enquanto tá doendo. E quando a saudade. Quiser me deixar cantar. Vão saber que andei sofrendo.... E agora longe de mim. Você possa enfim. Ter felicidade. Nem que faça um tempo ruim. Não se sinta assim. Só pela metade.... Ontem demorei. Prá dormir. Tava assim. Sei lá. Meio passional. Por dentro.... Se eu tivesse. O dom de fugir. Prá qualquer lugar. Ia feito um pédevento. Sem pensar. No que aconteceu. Nada, nada é meu. Nem o pensamento.... Por falar em nada. Que é meu. Encontrei o anel. Que você esqueceu.... Aí, foi que o barraco desabou. Nessa que o meu barco se perdeu. Nele tá gravado. Só você e eu...(2x). (final 4x). (Repetir a letra).  "
299,Como Eu Te Amo,Grupo Tá Na Mente," Foi Deus que colocou você na direção. Que fez soar as notas da canção. Que compôs a nossa história de amor. Foi Deus que fez nascer um brilho de um olhar. Que fez um beijo nosso amor calar. O som que faz a dor da solidão. Só você é quem me faz sonhar, me faz querer. Só você é quem consegue me entender, só você. Que eu quero pro meu coração. Pra você eu consagrei o meu amor, só pra você. Os nossos sonhos nunca foram em vão. Nunca vão terminar. Pois o que Deus uniu nada vai separar. Como eu te amo, como eu te quero. Todos os meus sonhos, eu te entrego. Deus te desenhou, Deus criou você. E deu pra mim. Eu te amo assim, eu te quero assim. Como eu te amo. Te amo.  "
300,Meu Amor,Grupo Pixote," Minha pele sente frio sem você. Teu cheiro ainda está em mim. No ar. E o que fazer então. Pra suportar essa vontade. Sofre o meu coração. Volta pra mim. Meu corpo clama por você. Meu amor, não consegui dormir direito. Por favor, diz que vai voltar pra mim. Telefona, nem se for pra dizer que acabou. Já não posso mais viver. Não aguento mais sofrer. De amor. Será que ainda lembro de nós dois. Você partiu sem me dizer adeus. E eu sofro de paixão. Sem esse amor na minha vida. Não dá pra te esquecer. Volta pra mim, meu corpo clama por você. Meu amor, não consegui dormir direito. Por favor, diz que vai voltar pra mim. Telefona, nem se for pra dizer que acabou. Já não posso mais viver. Não aguento mais sofrer. De amor.  "
301,Sinto Sua Falta,Lucas Morato," E se eu te disser que não estou nem dormindo. E se eu te disser que não estou nem saindo. Tanta gente mas ninguém me interessa. Eu sinto sua falta. Vejo na tv um filme repetido. Pra matar o tempo eu devoro os livros. Mas quando a saudade sopra em meu ouvido. Eu sinto sua falta. Ás vezes eu acordo assim. Com um furacão dentro de mim. Perdido e carente de uma ligação. Querendo uma resposta. Impossível não lembrar do nosso amor da trajetória. Tatuou meu coração, em minha vida fez história. Fomos um casal de invejar. Nós tínhamos defeitos tão perfeitos. Difícil acreditar, pra mim não acabou. Duvido que não tenha nenhuma pontinha de saudade. Se existe amor esquece a vaidade.  "
302,Um Pião Di Vida Loka,Trilha Sonora Do Gueto," Porra ai vojay vou ligar pru Cascão mano. Demorô. Carai mó responsa em mano. Alô. E ai jão. Cê ta entrando na Diogo ai. Tô. Ai é o seguinte, to enquadrado pela. Aquele policia lá mano, os cara ta embaçando. Na minha de novo ai ó. Se você vê que passou mais de meia hora. Sem ligar dá um toque no telefone ai, cê tá. Ligado que eu não confio nesses cara não. Né irmão. Cê tá em que lugar mais ou menos. Tô aqui perto do Marisalva aqui no Campo Limpo. Tá bom vou ficar esperando aqui então falou. Firmeza falou. Oque que é isso no teu bolso ai. Meu telefone, meu telefone. E aqui. Minha carteira. E ai jão. Tipo pé de urso. Não pode andar pra lugar nenhum que toma enquadro. É e o problema é que se fosse eu ainda ia né mano. Eu tenho uma par de passagem mesmo. Eu não tenho opção ta ligado. O foda é que os cara embaçaram na bombeta. E na camisa do vida loka, os cara ta achando. Que o bagui é facção de crime esses bagui aí, ó mano. É mais a inveja é assim mesmo. Mais é o seguinte, tô firmão vamos viver. Os fraco num tem vez nego. Ser vida loka é né jão, né fácil não. As vezes na Diogo se pá até na fundão. Que tem. Tô enquadrado com a mão pro alto. Gambé ainda vem fala que eu sou folgado. O meu boné já pede pra olhar. E ai neguinho e a facção como é que tá. Ai chefão a fita é o seguinte só tenho a dizer que. 19 não é 20 e facção é coisa de escadinha. Eu sou periferia do Capão só faço a minha. To num rolê voltando pra minha casa. Tava curtindo um baile lá no asa. No asa branca de pinheiros. Algema o neguinho Stevi é maloqueiro. O preconceito já volta a imperar. Gambé olha pra mim, pra vê se eu vou gelar. Cê tem passagem Tem DVC. Quadrilha vida loka né neguinho cê vai vê. Na madrugada, só eu e Deus. Nenhuma testemunha pra falar o que aconteceu. A fé de Jó derruba até montanha. Gambé na noia olha pru outro e se estranha. Não sei dizer mano qualé que é. Só sei que Deus é mais eu to vivo pela fé. Aquela noite tava macabra. Puta gambé zica ele não se conformava. Eu num role tava saindo fora. E eu pra atacar, sai gingando até umas hora. Sou vida loka jão daquele jeito. Neguinho de favela prus cochinha eu sou suspeito. É vida loka é na mó moral. Invejoso perdi a linha pé de breque passa mal. 10 e 20 nego na leste noturna. Bola que bola o plano quem quer fortuna. Luxo pra coroa e uns pano da hora. Breitling no pulso e os malote de dólar. Um impala na garage nego novinho. Estilo vida loka pra atacar o Zé Povinho. Então bola com ele que eu quero vê. Que cor que ele é E o vidro É degrade. Cê deu mó sorte hein, uma cara de dólar. Reúne a família abastece e sai fora. Não vou me jogar, preciso ficar. Na leste eu nasci, a leste é o meu lugar. E... Vou desligar uma barcona colou, ai já vai enquadra. Que carro bem louco hein, é seu cê pagou. Que nada chefão herança do meu avô. Cê faz sua cara que eu preciso ir. Os mano da sul ta esperando por mim. Qru Stevi é new por aqui. Ai neguinho, pegou mó boi pode ir. Nessa hora a gente vê chefão se vale a pena. Ser um vida loka ou robozinho do sistema. É vida loka é né jão daquele jeito. Neguinho de favela prus cochinha eu sou suspeito. É vida loka jão na mó moral. Neguinho de favela que as menina paga um pau. As mina na quebrada fala que eu pareço mal. É será que é isso que elas pagam um pau. Só sei que eu me pergunto, então, cê quer o que. Cê tem conceito, muié e procede. Você é vida loka e canta Rap cê é foda. Acho que é isso que as mina se empolga. Será que se não fosse tudo isso era assim. Sai invejoso dá uma arruda ai pra mim. Aqui é vagabundo e vida loka até umas hora. Se você não leva a mal, eu to saindo fora. Liguei meu golfão 00 gti. Ai neguinho encosta ai. Documento, RG e ha'bilitação. Se num tiver em punga já pro camburão. Aqui eu falo cê escuta, eu sou autoridade. Uma mentira de farda vale tipo dez verdades. Então neguinho, vida loka cê não era todo pan. Pagava de guerreiro de Rap do amanhã. Dá uma olhada na quadrada que ta engatilhada. E se eu pá na sua cabeça cê num vale mais nada. Ai cê vai ser vida loka lá no céu que é a sua cara. Junto com Dimas, Bob Marley, Malcom x, Cheguevara. Ai seu guarda, da licença agora eu posso me expressar. Quem sou eu, quem é você pra querer alguém julgar. Aprendi que o ser humano nunca sabe o amanhã. Hoje tudo Hoppi Hari depois bom dia Vietnã. Se ocê pensa que é Deus para tudo comandar. E eu que sou o zé ninguém que com nada quer ficar. Mas não sabe o comandante o que sabe o zé ninguém. Que quer queira quer não queira vamos todos pro além. O além é um mistério quem vai nos responder. Eu sou tudo não sou nada diga então quem é você. Se disser me que és Deus eu não vou acreditar. Porque se você é Deus quem está no seu lugar. Sou vida loka é né jão"" daquele jeito. Neguinho de favela prus cochinha eu sou suspeito. É vida loka é na mó moral. Neguinho de favela que as menina paga um pau. Ei karatê, cê deixa eu ir. Já faz algum tempo que eu gosto de ti. Falei pra minha mãe pra gente casar. Agora mudei e não sou mais de ficar. Cê gosta de mim ou do meu malote. Eu vou desligar, eu tô achando que é trote. Lembra quando eu não era lembrado na quebrada. Andava de Havaiana e de bermuda rasgada. Você olhava e Xiii... Os bunda lelê. Agora Alguem ja se amarrou pro karatê. É vida loka é né jão, daquele jeito. Neguinho de favela pros cochinha eu sou suspeito. É vida loka jão, na mó moral. Invejoso perde a linha pé de breque passa mal. É vida loka jão, na mó moral. Neguinho de favela que as menina paga um pau. É verdade que a mulher moderna gosta é de carro e de dinheiro. Segura a nega meu, como já dizia a minha velha vó. Macaco velho não bota a mão na cumbuca.  "
303,Ela,Sorriso Maroto," Tenta me entender, vai ser melhor pro seu coração. Tenta me entender, se te enganei te peço perdão. Eu não ando bem, não me leve a mal. Tenta me esquecer, não tô curado da separação. Tenta me esquecer, tá empedrado esse meu coração. Não me leve a mal, se puder me xingue sim. E bata em mim, se livra disso, ponha um fim. Foi erro meu, foi mal que fiz, não era a intenção. É que ela ainda tem meu coração. Por ela ainda morro de paixão. Por ela vai meu som, meu ar meu chão. Se ela não voltar, vou me perder. E você chegou com a fúria de um vulcão. Perfeita nessa minha solidão. Pedi a Deus clamei em oração. Que ela fosse igual a você. Tenta me esquecer, não to curado da separação. Tenta me esquecer, tá empedrado esse meu coração. Não me leve a mal, se quiser me xingue sim. E bata em mim, se livra disso, ponha um fim. Foi erro meu, foi mal que fiz, não era a intenção. É que ela ainda tem meu coração. Por ela ainda morro de paixão. Por ela vai meu som, meu ar meu chão. Se ela não voltar, vou me perder. E você chegou com a fúria de um vulcão. Perfeita nessa minha solidão. Pedi a Deus clamei em oração. Que ela fosse igual a você. É que ela ainda tem meu coração. Por ela ainda morro de paixão. Por ela vai meu som, meu ar meu chão. Se ela não voltar, vou me perder. E você chegou com a fúria de um vulcão. Perfeita nessa minha solidão. Pedi a Deus clamei em oração. Que ela fosse igual a você. Que ela fosse igual a você. Tenta me esquecer.  "
304,Telegrama,Exaltasamba, Ah Que saudade de você. Estou a te esperar. A dor ainda está no meu peito. Ah Nas ruas meu olhar fica a te procurar. A dor ainda está no meu peito. Ah As marcas de batom. Num casaco de vison. Aquele beijo imaginar. Beijo na boca de lingua. Ah Com os amigos vou jogar. Bate papo e conversa fora. Pra tentar me segurar. Me liga. Me manda um telegrama. Uma carta de amo (de amor). Que eu vou até lá eu vou. Que eu vou até lá. Eu vou. Que eu vou até lá. Eu vou. Que eu vou até lá.  
305,Fica,Grupo Tá Na Mente, Hoje o meu coração vive na escuridão. É um castigo. Eu não sei viver sem os carinhos teus. Tinha tanto a dizer você não quis  ouvir. Não confiou em mim. E ainda assim imploro volta. Fica não vê que estão fazendo intrigas. Pra separar as nossas vidas. Eu vou te provar procure entender eu amo você. Fica dói demais a despedida. Vamos achar uma saída pra não mais brigar. Tentar resolver. Sem você. Não tem sentindo viver. Fico sem rumo sem chão. Não jogue o que vivemos fora. Penso em você toda hora. Traz de volta o meu sorriso.  
306,Me Desculpe a Franqueza,Grupo Vou Pro Sereno," Ao amanhecer. Nossos corpos cansados de tanto se dar. Eu levanto em silêncio tentando não te acordar. Mas você toda linda quer recomeçar. Eu não posso ficar. Pois você sabe bem que hoje estou casado. E que o nosso romance pertence ao passado. Minha vida eu traí só que eu estava errado. Ao tentar recomeçar. Eu já marquei bobeira. Quando estava ao seu lado nela que eu pensei. Me desculpe a franqueza. Mas ao te magoar também me machuquei. Só me resta então implorar seu perdão. E deixar meu adeus, adeus.  "
307,Buquê de Flores,Thiaguinho," Eu tava pensativo. Então fui no pagodinho pra te encontrar. Peguei meu cavaquinho. Fiz um samba bonitinho pra te ver sambar. Vem, vem. Quando a gente ama a gente fica meio bobo. É normal, eu sei. Mas esse é meu momento. Vou usar o meu talento pra me declarar. Tudo pra te impressionar. Se liga que o pretinho quer te conquistar. Se eu te der carinho você vai gostar. Dá até pra imaginar onde vai parar. Tudo pra te impressionar. Eu canto a luz dos olhos, você vai pirar. Jantar à luz de velas pra comemorar. Estouro uma champanhe se você topar. Já comprei até buquê de flores. E uma roupa nova pra te ver. Rosas lindas de todas as cores. Especialmente dedicadas a você. Se quiser o azul do céu, te dou. Só pra colorir o seu jardim. A flor mais linda Deus abençou. E o seu perfume é o que me faz feliz. Já comprei até buquê de flores. E uma roupa nova pra te ver. Rosas lindas de todas as cores. Especialmente dedicadas a você. Se quiser o azul do céu, te dou. Só pra colorir o seu jardim. A flor mais linda Deus abençou. E o seu perfume é o que me faz feliz. Eu tava pensativo. Então fui no pagodinho pra te encontrar. Peguei meu cavaquinho. Fiz um samba bonitinho pra te ver sambar. Vem, vem. Quando a gente ama a gente fica meio bobo. É normal, eu sei. Mas esse é meu momento. Vou usar o meu talento pra me declarar. Tudo pra te impressionar. Se liga que o pretinho quer te conquistar. Se eu te der carinho você vai gostar. Dá até pra imaginar onde vai parar. Tudo pra te impressionar. Eu canto a luz dos olhos, você vai pirar. Jantar à luz de velas pra comemorar. Estouro uma champanhe se você topar. Já comprei até buquê de flores. E uma roupa nova pra te ver. Rosas lindas de todas as cores. Especialmente dedicadas a você. Se quiser o azul do céu,te dou. Só pra colorir o seu jardim. A flor mais linda Deus abençou. E o seu perfume é o que me faz feliz. Já comprei até buquê de flores. E uma roupa nova pra te ver. Rosas lindas de todas as cores. Especialmente dedicadas a você. Se quiser o azul do céu, te dou. Só pra colorir o seu jardim. A flor mais linda Deus abençou. E o seu perfume é o que me faz feliz. Eu tava pensativo. Então fui no pagodinho pra te encontrar, é. Peguei meu cavaquinho. Fiz um samba bonitinho pra te ver sambar. Vem, vem.  "
308,Vai e Chora,Sorriso Maroto," Brigas, intrigas, segredos de nós dois. Não tem mais clima, chegou ao fim. E a culpa não é minha. Eu tinha certeza de nós dois. Mas não sabia. Que um dia só iria fazer mal para o meu coração. Você vive sumindo, mentindo, saindo. E eu fingindo que não sei de nada. Todo dia quer farra, bebida, balada. Eu me cansei da sua vida errada. Não aguento mais viver assim. Isso tá fazendo mal pra mim. Não, você não vai me convencer. Vai, vai. Toda hora alguém vem me falar. Que você se queixa de mim. Então parou aqui. Sai, sai. Não me merece. Esquece de mim (Vai). Tá decidido. Comigo é assim (Sai). Eu vou ser feliz sem você. Vou voltar a viver pra mim. Vai embora. Se eu te encontrar por aí. Vou fingir que eu nem te vi. Vai e chora. Lá lá lá lá lá lá lá lá lá lá lá lá vai e chora. Lá lá lá lá lá lá lá lá lá lá lá lá lá. Brigas, intrigas, segredos de nós dois.  "
309,Dividido,Os Travessos," Tô cansado de viver um jogo. Tô cansado de correr atrás. Mentira, egoísmo pra mim não da mais. Você sempre cheia de mistério. Nunca leva o que eu falo a sério. Se esconde atrás das loucuras que faz. Eu sou sempre o culpado. Pago caro sem a chance de me defender. Nunca tentou me entender. Pensa somente em você. Vai cuidando da sua vida. Os seus interesses vêm em primeiro lugar. Mas se eu te encontro e te deixo pra la. Diz que muda pra me impressionar. Chega madrugada o telefone toca. Mas eu não atendo, bate em minha porta. Só que eu tenho medo de me arrepender. (já não sei direito mais nem quem é você). Fico dividido pois a carne é fraca. Quando o lance é pele o coração que paga. As suas atitudes me fazem pensar. Será que vale a pena eu te perdoar. Vou resolver, pagar pra ver você mudar.  "
310,Supera,Belo, De repente você chega. Revirando a minha vida. Cheia de amor pra dar. Pra falar de um sentimento. Que até bem pouco tempo. Você quis me bagunçar. Quando eu penso estar curado. Eu te vejo do meu lado. Louca pra me dominar. Pra fugir dos teus encantos. Procurei outros carinhos. Vou tentando me encontrar. Eu já fiz até promessas. Já tentei todas as rezas. Peço a Deus pra me ajudar. Num remédio pro meu peito. Que consiga dar um jeito. De você me libertar. Eu não consigo te esquecer. Eu tenho medo de voltar. Mas a vontade de te ver supera. Eu não aceito te querer. Não tenho forças pra lutar. Mas a vontade de te ver supera. Eu não consigo te esquecer. Eu tenho medo de voltar. Mas a vontade de te ver supera. Eu não aceito te querer. Não tenho forças pra lutar. Mas a vontade de te ver supera.  
311,Quando O Sol Nascer,Sensação," Deixa eu entrar no seu mundo. Mudar sua vida. Te fazer bem mais feliz. Sinto a cada segundo. Meu amor crescer. Pena que você não vê. O que ele tem que eu não tenho. Me diz, que eu mudo. Eu quero você pra mim. Olha eu te amo tanto. Não me deixe assim. Eu já tentei de tudo. Pra fugir do absurdo. De não ter você ao meu lado. Ando perdendo o sono. Pra viver esse sonho . De poder ser amado. Quando o sol nascer. Eu vou te procurar . E abrir meu coração Bis. Só pra você entrar.  "
312,Ensaboado,Ferrugem, É muito mais que mereço. Acordar com teu sorriso. Iluminando meu viver toda manhã. Como o brilho do sol. Sentir tua boca molhada. Dando um beijo saboroso carregado de açúcar. Tudo que eu sonhei pra mim. Estrela maior que nos guia. Faz nosso amor fortalecer. E a parte melhor do meu dia. É tomar banho com você. E a gente todo ensaboado. Feito dois apaixonados. Se beijando namorando no chuveiro. No calor do vai e vem. A mente voa e a mão desliza o corpo inteiro. A água cai e vai levando mil bolinhas de espuma. É o nosso banho de prazer.  
313,"Princípio, Meio e Fim",Inovasamba," Tudo nesse mundo é tão comum. Todo mundo é parte do princípio, meio e fim. Preto, branco, rico, pobre tanto fez. Eis ai o X, ninguém resolve essa questão. Tire sua onda enquanto é tempo. Vá gastar seu tempo por aí. Se levanta irmão, sai dessa aí. Muda esse placar de 10 a 1. Desistência não, eu não aceito. No final do túnel existe luz. E a sua cruz é tão pesada quanto a minha. E no geral, o bem jamais perdeu pro mal. E ainda bem, que ainda há bem. Ainda bem. Em nome do pai, do filho, do espírito Santo, amém. E se Deus é contigo, amém. Não temeis o perigo, amém. Mil cairão ao seu lado, dez mil à direita. E você ficará bem. Em nome do pai, do filho, do Espírito Santo, amém.  "
314,De Onde Eu Venho,Grupo Balacobaco," De onde eu venho todo mundo sabe como é. Aonde eu moro todo mundo me conhece. Sei que é preciso caminhar com muita fé. Pois deus só dá felicidade a quem merece. Quem vem de lá sabe um pouco do que eu já passei. Quem vem de lá dá seus passos conforme as leis. As leis de lá. Dignidade.... Ter lealdade. Coisas que o pai me ensinou. Ser bom parceiro,ser companheiro. Coisas que o pai me ensinou. Quem mora lá já sabe como é. Já tá ligado no meu proceder. Sou de remar de acordo com a maré. Se o bicho pega, não sou de correr. To preparado para o que vier. Falo o que penso,doa a quem doer. Eu sou guerreiro e guerreiro tem fé. Seu eu planto o bem,o mal não vou colher. Laiá,laiá,laiá,laiálaiá.  "
315,Lama Nas Ruas,Zeca Pagodinho," Deixa. Desaguar tempestade,. Inundar a cidade,. Porque arde um sol dentro de nós.. Queixas,. Sabes bem que não temos. E seremos serenos.. Sentiremos prazer no tom da nossa voz.. Veja o olhar de quem ama.. Não reflete um drama, não.. É a expressão mais sincera, sim.. Vim pra provar que o amor, quando é puro,. Desperta e alerta o mortal.. Aí é que o bem vence o mal.. Deixa a chuva cair, que o bom tempo há de vir.. Quando o amor decidir mudar o visual. Trazendo a paz no sol.. Que importa se o tempo lá fora vai mal. Que importa. Se há tanta lama nas ruas. E o céu é deserto e sem brilho de luar. Se o clarão da luz. Do teu olhar vem me guiar,. Conduz meus passos. Por onde quer que eu vá.. Veja o olhar de quem ama.. Não reflete um drama, não.. É a expressão mais sincera, sim.. Vim pra provar que o amor quando é puro,. Desperta e alerta o mortal.. Aí é que o bem vence o mal.. Deixa a chuva cair, que o bom tempo há de vir.. Quando o amor decidir mudar o visual. Trazendo a paz no sol.. Que importa se o tempo lá fora vai mal. Que importa. Se há tanta lama nas ruas. E o céu é deserto e sem brilho de luar. Se o clarão da luz. Do teu olhar vem me guiar,. Conduz meus passos. Por onde quer que eu vá. (se há).. Se há tanta lama nas ruas. E o céu é deserto e sem brilho de luar.. Se o clarão da luz. Do teu olhar vem me guiar,. Conduz meus passos. Por onde quer que eu vá..  "
