,titulo,artista,letras
10,O Impossível,Sorriso Maroto," Como assim. Eu chego em casa e as malas no sofá. Diz pra mim que vamos viajar. Olha aqui. Cê tá chorando, algo aconteceu. Já senti. Viajando tô eu. Essas roupas são só suas. Esse choro é um adeus. Quer me abandonar, beleza. Deixa só o que for meu. A boca que eu beijei na fila do cinema. O abraço que até hoje me faz suspirar. A mão que escreveu o mais lindo poema. Pra você ler naquele altar. As pernas que me deram colo eu também quero. Parece que deixei você sem opção. Desfaça as malas porque vai ser impossível. Você sair daqui sem coração. Olha aqui. Cê tá chorando, algo aconteceu. Já senti. Viajando tô eu. Essas roupas são só suas. Esse choro é um adeus. Quer me abandonar, beleza. Deixa só o que for meu. A boca que eu beijei na fila do cinema. O abraço que até hoje me faz suspirar. A mão que escreveu o mais lindo poema. Pra você ler naquele altar. As pernas que me deram colo eu também quero. Parece que deixei você sem opção. Desfaça as malas porque vai ser impossível. Você sair daqui. A boca que eu beijei na fila do cinema. O abraço que até hoje me faz suspirar. A mão que escreveu o mais lindo poema. Pra você ler pra mim naquele altar. As pernas que me deram colo eu também quero. Parece que deixei você sem opção. Desfaça as malas porque vai ser impossível. Você sair daqui. A boca que eu beijei na fila do cinema. O abraço que até hoje me faz suspirar. A mão que escreveu o mais lindo poema. Pra você ler naquele altar. As pernas que me deram colo eu também quero. Parece que deixei você sem opção. Desfaça as malas porque vai ser impossível. Você sair daqui sem coração.  "
11,12 Horas,Dilsinho," Já fazia um tempo que não aparecia. Já fazia um tempo que não procurava. Já fazia um tempo que você não tinha. Motivos pra ser infiel. Ontem tava eu vendo TV em casa. Chega uma mensagem que eu não esperava. Com uma proposta quase irrecusável. Passar a noite num motel. Eu me arrumei e te encontrei naquele posto. Você num canto, cabelo cobrindo o rosto. Me deu um beijo e eu senti o mesmo gosto. De quem tocou os pés no céu. Daí pra frente eu gravei cada segundo. Nós dois no quarto, um rádio bem baixo no fundo. Fazendo serenata pra gente se amar. Naquela cama, deitei com o coração desprevenido. Jurei que te amava ao pé do ouvido. Sabendo que você só estava ali pra me usar. Que não me ama. Depois das 12 horas você some. E salva o meu contato com outro nome. Acima de suspeitas pra ninguém desconfiar.  "
12,Nem de Graça,Grupo Pixote," É que não sobrou espaço pra outro alguém. Minha Saudade só cabe no teu abraço, no de mais ninguém. Tenho dó de quem me conhecer agora. Que todo amor eu tô jogando fora. E qualquer um que bate aqui nesse meu coração. Não passa nem da porta. Se essa boca não beijasse tão bem. Se esse abraço não fosse tão massa. Se que saber se eu quero outro alguém. Nem de graça, nem de graça. Leva mal não. Só tem espaço pra você no coração. É que não sobrou espaço pra outro alguém. Minha Saudade só cabe no teu abraço, no de mais ninguém. Tenho dó de quem me conhecer agora. Que todo amor eu tô jogando fora. E qualquer um que bate aqui nesse meu coração. Não passa nem da porta. Se essa boca não beijasse tão bem. Se esse abraço não fosse tão massa. Se que saber se eu quero outro alguém. Nem de graça, nem de graça. Se essa boca não beijasse tão bem. Se esse abraço não fosse tão massa. Se que saber se eu quero outro alguém. Nem de graça, nem de graça. Leva mal não. Só tem espaço pra você no coração.  "
13,Na Nossa Sala,Thiaguinho," O sol na janela, seis da manhã. Eu acordo irritado até perceber. Que você está aqui. Bem pertinho de mim. Eu te dou um beijo pra levantar. Eu coloco minha roupa pra trabalhar. E te deixo dormir. Eu não vou desistir. Vou conseguir a nossa casa. Tô correndo porque o tempo passa. Haja o que houver, eu vou lutar até o fim. A minha promessa é te fazer feliz. Depois de um dia cansativo. Você vem se encontrar comigo. Me diz aí do seu trabalho, tudo bem. Vamos agora aproveitar o tempo que tem. Vamos curtir só nós dois. Sem pensar no depois. Que a gente tem que acordar. Passar o dia sem se olhar. O que a gente faz por nós dois. É pra viver bem depois. Que a gente se aposentar. Não ter com que se preocupar. Só nos dois. Com nossos filhos. Na nossa sala. Rindo de tudo, nós dois. Só relembrando dos sacrifícios. Que a gente fez por nós dois. Por nós dois. Vou conseguir a nossa casa. Tô correndo porque o tempo passa. Haja o que houver, eu vou lutar até o fim. A minha promessa é te fazer feliz. Depois de um dia cansativo. Você vem se encontrar comigo. Me diz aí do seu trabalho, tudo bem. Vamos agora aproveitar o tempo que tem. Vamos curtir só nós dois. Sem pensar no depois. Que a gente tem que acordar. Passar o dia sem se olhar. O que a gente faz por nós dois. É pra viver bem depois. Que a gente se aposentar. Não ter com que se preocupar. Só nos dois. Com nossos filhos. Na nossa sala. Rindo de tudo, nós dois. Só relembrando dos sacrifícios. Que a gente fez por nós dois. Por nós dois. O sol na janela, seis da manhã. Eu acordo irritado até perceber. Que você está aqui. Bem pertinho de mim.  "
14,Você e Eu,Ferrugem," Não era pra ser assim, você longe de mim. E agora que eu consegui tudo que eu prometi. Vejo o pior de tudo de acontecer. Sem mais nem menos Deus tirou você de mim. Ai que triste fim. Eu sei que um dia eu vou te encontrar. E para sempre vou te abraçar. Nem o tempo pode apagar. Tudo aquilo que a gente viveu. Você e eu, você e eu, você e eu. Deixa quem quiser falar. O meu coração ainda é seu. Você e eu, você e eu, você e eu. Nem o tempo pode apagar. Tudo aquilo que a gente viveu. Você e eu, você e eu, você e eu.  "
15,Ponto Fraco,Thiaguinho," Sou louco o suficiente pra apostar na gente. Meu jeito louco pode ser surpreendente. Eu sou um louco, mas um louco consciente. Às vezes inconsequente. Eu já tô doente. Quer me maltratar. Cê sabe que eu tô carente. Só de imaginar vai bagunçando a minha mente. Eu tô ficando impaciente. Se toca, tá na cara que eu sou todo seu. Era pra acontecer, mas não aconteceu. Você tá adiando a vontade de Deus. Parece que não percebeu. Que eu estou completamente em suas mãos. Sua felicidade é sua opção. É sua opção. Você joga sujo. Sabe que você é o meu ponto fraco. Tenta ser feliz mas tá fazendo errado. Procurando em outro alguém o que está do seu lado.  "
16,Três Palavras (part. Suel),Ferrugem," Como ser o seu amigo se eu ainda te amo. Cheia de formalidades, feito dois estranhos. Parece até que a gente não se amou. E aquela saudade a gente vai fingindo que acabou. Maldade. A, tá no meu paladar o sabor de te beijar. De tirar o seu batom. Só teu perfume exalar. Pro meu corpo anunciar. Que ainda quer te amar. É que você sabe me aliciar. Entrou na minha vida pra me bagunçar. Atormentando, me apaixonando. To de porta aberta se quiser ficar. Se ainda existe amor pode o resto faltar. São três palavras. Volta pra casa.  "
17,Se Eu Pudesse,Turma do Pagode," E aí, tá tudo bem. Vou levando aqui também. Como é bom te escutar. Nem que seja só olá. Quanto tempo faz, nem sei. Dez anos ou mais, talvez. Lembro de você falar. Que queria se mudar. E, pelo jeito, foi, eu vi. Que conheceu alguém, eu sei. Que tá feliz e vai casar. Do jeito que você sonhou. E eu nem posso ter saudade. Respeito sua felicidade. Se eu pudesse controlar o tempo. Eu faria tudo diferente. Mudaria esse nosso fim. Não teria te deixado ir. Se eu pudesse controlar o tempo. Pausaria naquele momento. Com você aqui. Se eu pudesse controlar o tempo. Eu faria tudo diferente. Mudaria esse nosso fim. Não teria te deixado ir. Se eu pudesse controlar o tempo. Pausaria naquele momento. Com você aqui. E aí, tá tudo bem. Vou levando aqui também. Como é bom te escutar. Nem que seja só olá. Quanto tempo faz, nem sei. Dez anos ou mais, talvez. Lembro de você falar. Que queria se mudar. E, pelo jeito, foi, eu vi. Que conheceu alguém, eu sei. Que tá feliz e vai casar. Do jeito que você sonhou. E eu nem posso ter saudade. Respeito sua felicidade. Se eu pudesse controlar o tempo. Eu faria tudo diferente. Mudaria esse nosso fim. Não teria te deixado ir. Se eu pudesse controlar o tempo. Pausaria naquele momento. Com você aqui. Se eu pudesse controlar o tempo. Eu faria tudo diferente. Mudaria esse nosso fim. Não teria te deixado ir. Se eu pudesse controlar o tempo. Pausaria naquele momento. Com você aqui. Se eu pudesse controlar o tempo. Pausaria naquele momento. Com você, com você aqui. Se eu pudesse controlar o tempo. Pausaria naquele momento.  "
18,Pretexto,Imaginasamba," Tava desacreditando do amor. Quando de repente num olhar o meu mundo parou. Parecia filme, coisa de cinema. Mas até que enfim você chegou. Todo exagerado isso eu sei que sou. É que minha vontade, hoje, é te chamar de meu amor. To pulando etapas, meio maluquinho. Tô tão diferente do que eu sou. Se eu tiver muito, por favor me fala. Dá um jeito e manda eu parar. É que eu não sei pensar em mais ninguém. Na roda dos meus amigos nem me reconhecem mais. Só eu sei porque eu mudei. Vou dizer o que me conquistou. Foi esse teu jeito, a cor do cabelo. Esse teu sorriso, esse teu calor. O jeito do beijo, esse teu carinho. Esse teu corpinho, a gente encaixou tão bem. Que eu não tenho mais pretextos. Pra não te chamar de amor.  "
19,Perco a Linha,Imaginasamba, Curto seu jeito de ser. Tô sentindo em você. Uma brisa diferente. Passo o dia sem te ver. Já bate maior deprê. O garota que cê fez comigo. Nunca senti nada assim com outra. Dominou meu coração bandido. Chegou comandando a porra toda. A porra toda. Você tem malicia. Você tem pegada. Mesmo sendo assim marrenta e malcriada. Eu gosto de você. Temos tudo haver. Perco muita linha pra você. Esse seu olhar de quem não vale nada. Desperta o tesão. Eu juro. Eu não consigo me controlar. Gosto de você. Temos tudo haver. Perco muita linha pra você. Curto seu jeito de ser. Tô sentindo em você. Uma brisa diferente. Passo o dia sem te ver. Já bate maior deprê. O garota que cê fez comigo. Nunca senti nada assim com outra. Dominou meu coração bandido. Chegou comandando a porra toda. A porra toda. Você tem malicia. Você tem pegada. Mesmo sendo assim marrenta e malcriada. Eu gosto de você. Temos tudo haver. Perco muita linha pra você. Esse seu olhar de quem não vale nada. Desperta o tesão. Eu juro. Eu não consigo me controlar. Gosto de você. Temos tudo haver. Perco muita linha pra você.  
20,Ainda Bem,Thiaguinho," Ainda bem que te encontrei, agora sou mais feliz. Igual não tem, me trata bem, do jeito que eu sempre quis. Lembro, te olhei, me apaixonei, esqueci o que eu vivi. Me dediquei, tanto lutei pra te ter perto de mim. Ainda bem, ainda bem. Ainda bem, ainda bem. Quantas vezes já falei te amo sem querer. Quantas vezes me enganei tentando achar você. Até pensei não me entregar pra mais ninguém. Aí você vem e me faz tão bem. Só do teu lado tudo é mais. Tudo é tão perfeito e cheira paz. Eu nunca amei ninguém assim. Eu sei que foi feita pra mim. Só do teu lado a emoção. Faz acelerar meu coração. Enfim achei o meu lugar. Agora eu sei o que é amar. Ainda bem, ainda bem. Ainda bem, ainda bem. Ainda bem que te encontrei, agora sou mais feliz. Igual não tem, me trata bem do jeito que eu sempre quis. Lembro, te olhei, me apaixonei esqueci o que eu vivi. Me dediquei, tanto lutei pra te ter perto de mim. Ainda bem, ainda bem. Ainda bem, ainda bem. Quantas vezes eu falei te amo sem querer. Quantas vezes me enganei tentando achar você. Até pensei não me entregar pra mais ninguém. Aí você vem e me faz tão bem. Só do teu lado tudo é mais. Tudo é tão perfeito e cheira paz. Eu nunca amei ninguém assim. Eu sei que foi feita pra mim. Só do teu lado a emoção. Faz acelerar meu coração. Enfim achei o meu lugar. Agora eu sei o que é amar. Ainda bem, ainda bem. Ainda bem, ainda bem.  "
21,Deixa em Off,Turma do Pagode," Eu sei. Que não era pra gente se envolver. Que não era pra gente se encontrar. Mas esse amor bandido não posso evitar. É coisa de pele, um lance criminoso. Um frio na barriga, arrepio no corpo. Longe do mundo inteiro. Amor do nosso jeito. Deixa em off. Off, o nosso amor é mais gostoso em off. Proibido, escondido em off. Só eu e você perdido em love, deixa em off. Aquele beijo, deixa em off. Aquele toque, deixa em off. Aquela sensação, aquela atração. Eu e você, é tudo off.  "
22,Dependente,Sorriso Maroto," Para de mandar mensagem carinhosa. No meio da noite, só pra provocar. Para de falar de mim pros seus amigos. Inventando assuntos pra me elogiar. Para de se preocupar com os meus problemas. Sua vida é corrida, tem do que cuidar. Para de beijar do jeito que eu adoro. Que eu não tô podendo me apaixonar. E se eu gostar, e aí. Você me aceita pra vida inteira. Já imaginei aqui nosso apartamento. E os filhos crescendo. Eu acho que a gente se apaixonou. E o beijo da gente me viciou. Parece que a gente já tá dependente um do outro. Isso é amor. Você me sorriu e a vida mudou. E a nossa história só começou. Parece que a gente já tá dependente um do outro. Isso é amor. Uooh, uooh, uoh, uooh. Isso é amor. Para de se preocupar com os meus problemas. Sua vida é corrida, tem do que cuidar. Para de beijar do jeito que eu adoro. Que eu não tô podendo me apaixonar. E se eu gostar, e aí. Você me aceita pra vida inteira. Já imaginei aqui nosso apartamento. E os filhos crescendo. Eu acho que a gente se apaixonou. E o beijo da gente me viciou. Parece que a gente já tá dependente um do outro. Isso é amor. Você me sorriu e a vida mudou. E a nossa história só começou. Parece que a gente já tá dependente um do outro. Isso é amor. Eu acho que a gente se apaixonou. E o beijo da gente me viciou. Parece que a gente já tá dependente um do outro. Isso é amor. Você me sorriu e a vida mudou. E a nossa história só começou. Parece que a gente já tá dependente um do outro. Isso é amor. Uooh, uooh, uoh, uooh. Isso é amor. (Uooh, uooh, uoh, uooh). Amor, amor, amor. Isso é amor. Isso é amor.  "
23,Paciência,Ferrugem," E agora que eu me dei por total. Apostei nesse amor, não medi consequência. Você vem me dizer que o amor acabou. Paciência. Como consolação você disse pra mim Vai passar. Essa dor vai passar. Doeu. Como eu nunca pensei. De chorar por amor, chorei. Quantas vezes sozinho. Seu nome no quarto eu gritei. E não tá sendo fácil a dura missão. De tentar te esquecer. Te esquecer. Não sei. Onde foi que eu errei. Mas se um dia eu errei. Diz que eu quero acertar. Volta logo pra mim. Porque o meu coração tá querendo parar. Eu te quero pra sempre e jamais. Vou deixar de te amar. De te amar.  "
24,O Meu Coração Tem Medo,Ferrugem," O meu coração tem medo. De sofrer sem teus carinhos. Não vou conseguir me acostumar. As lembranças do teu beijo. Vão ficar aqui comigo. Sei que o tempo não pode apagar. A saudade ficou no meu peito. E só me faz chorar. A esperança virou um defeito. Do sonho não quero acordar. Se você voltar comigo. Nada vai poder nos separar. Pra sempre eu vou te namorar. Te levar pro paraíso. Vai ser lindo pra recomeçar. Eu e você, o céu e o mar.  "
25,É Tarde Demais,Raça Negra," Olha só você. Depois de me perder. Veja só você. Que pena. Você não quis me ouvir. Você não quis saber. Desfez do meu amor. Que pena, que pena. Hoje é você quem está sofrendo, amor. Hoje sou eu quem não te quer. O meu coração já tem um novo amor. Você pode fazer o que quiser. Você jogou fora o amor que eu te dei. O sonho que sonhei, isso não se faz. Você jogou fora a minha ilusão, a louca paixão. É tarde demais. Que pena. Que pena, amor. Que pena. Que pena, amor. Hoje é você quem está sofrendo, amor. Hoje sou eu quem não te quer. O meu coração já tem um novo amor. Você pode fazer o que quiser. Você jogou fora o amor que eu te dei. O sonho que sonhei, isso não se faz. Você jogou fora a minha ilusão, a louca paixão. É tarde demais. Que pena. Que pena, amor. Que pena. Que pena, amor. Que pena. Que pena, amor. Que pena.  "
26,Energia Surreal,Thiaguinho," Olha a chuva caindo lá fora. E a casa inteira só pra gente. Será que pode melhorar. Que tal um chocolate quente. Olha, tá tarde pro'cê ir embora. Não é melhor você ficar. Te empresto uma roupa minha. Se bem que nem vai precisar. Olha nos meus olhos. Lê a minha mente. Vai que, de repente, a gente tá pensando igual. No sofá da sala. Energia surreal. Aqui dentro amor. Lá fora temporal. Olha nos meus olhos. Lê a minha mente. Vai que, de repente, a gente tá pensando igual. No sofá da sala. Energia surreal. Aqui dentro amor. Lá fora temporal. Olha a chuva caindo lá fora. E a casa inteira só pra gente. Será que pode melhorar. Que tal um chocolate quente. Olha, tá tarde pro'cê ir embora. Não é melhor você ficar. Te empresto uma roupa minha. Se bem que nem vai precisar. Olha nos meus olhos. Lê a minha mente. Vai que, de repente, a gente tá pensando igual. No sofá da sala. Energia surreal. Aqui dentro amor. Lá fora temporal. Olha nos meus olhos. Lê a minha mente. Vai que, de repente, a gente tá pensando igual. No sofá da sala. Energia surreal. Aqui dentro amor. Lá fora temporal. Olha nos meus olhos. Lê a minha mente. Vai que, de repente, a gente tá pensando igual. No sofá da sala. Energia surreal. Aqui dentro amor. Lá fora temporal.  "
27,Ainda Gosto De Você,Sorriso Maroto, Bateu saudade. Lembrei do tempo. Em que a gente se amou. Era verdade. Eu nunca percebi. Não dei valor. Agora entendo. Porque você. Não quer voltar atrás. Eu tô sofrendo. O mesmo que você. Ou muito mais. Eu não sei te esquecer. Volta logo pra mim. Me arrependi de tudo. Dá um fim. Ainda gosto de você. Eu não escondo de ninguém. E ainda gosto de você. O teu amor me faz tão bem. Eu não encontro uma saída. De você me libertar. E a solução pra minha vida. É a gente se acertar. Ainda gosto de você. Eu não escondo de ninguém. E ainda gosto de você. O teu amor me faz tão bem. Eu não encontro uma saída. De você me libertar. E a solução pra minha vida. É a gente se acertar.  
28,Tá Escrito,Revelação," Quem cultiva a semente do amor. Segue em frente e não se apavora. Se na vida encontrar dissabor. Vai saber esperar a sua hora. Quem cultiva a semente do amor. Segue em frente e não se apavora. Se na vida encontrar dissabor. Vai saber esperar a sua hora. Às vezes a felicidade demora a chegar. Aí é que a gente não pode deixar de sonhar. Guerreiro não foge da luta, não pode correr. Ninguém vai poder atrasar quem nasceu pra vencer. É dia de sol, mas o tempo pode fechar. A chuva só vem quando tem que molhar. Na vida é preciso aprender. Se colhe o bem que plantar. É Deus quem aponta a estrela que tem que brilhar. Erga essa cabeça, mete o pé e vai na fé. Manda essa tristeza embora. Basta acreditar que um novo dia vai raiar. Sua hora vai chegar. Erga essa cabeça, mete o pé e vai na fé. Manda essa tristeza embora. Basta acreditar que um novo dia vai raiar. Sua hora vai chegar.  "
