,titulo,artista,letras
556,Oficio da Imaculada Conceição,Canção Nova," [MATINAS E LAUDES]. Deus vos salve Virgem, Filha de Deus Pai. Deus vos salve Virgem, Mãe de Deus Filho. Deus vos salve Virgem, Esposa do Espírito Santo. Deus vos salve Virgem, Sacrário da Santíssima Trindade. Agora, lábios meus. Dizei e anunciai. Os grandes louvores. Da Virgem Mãe de Deus. Sede em meu favor. Virgem soberana. Livraime do inimigo. Com o vosso valor. Glória seja ao Pai. Ao Filho e ao Amor também. Que é um só Deus em Pessoas três. Agora e sempre, e sem fim. Amém. [Hino]. Deus vos salve, Virgem. Senhora do mundo. Rainha dos céus. E das virgens, Virgem. Estrela da manhã. Deus vos salve, cheia. De graça divina. Formosa e louçã. Dai pressa Senhora. Em favor do mundo. Pois vos reconhece. Como defensora. Deus vos nomeou. Desde a eternidade. Para a Mãe do Verbo. Com o qual criou. Terra, mar e céus. E vos escolheu. Quando Adão pecou. Por esposa de Deus. Deus a escolheu. E já muito antes. Em seu tabernáculo. Morada Lhe deu. Ouvi, Mãe de Deus. Minha oração. Toquem vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [PRIMA]. Sede em meu favor. Virgem soberana. Livraime do inimigo. Com o vosso valor. Glória seja ao Pai. Ao Filho e ao Amor também. Que é um só Deus em Pessoas três. Agora e sempre, e sem fim. Amém. [Hino]. Deus vos salve, mesa. Para Deus ornada. Coluna sagrada. De grande firmeza. Casa dedicada. A Deus sempiterno. Sempre preservada. Virgem do pecado. Antes que nascida. Fostes, Virgem santa. No ventre ditoso. De Ana concebida. Sois Mãe criadora. Dos mortais viventes. Sois dos Santos porta. Dos Anjos Senhora. Sois forte esquadrão. Contra o inimigo. Estrela de Jacó. Refúgio do cristão. A Virgem, criou. Deus no Espírito Santo. E todas as suas obras. Com elas as ornou. Ouvi, Mãe de Deus. Minha oração. Toque Vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [TERÇA]. Sede em meu favor. Virgem soberana. Livraime do inimigo. Com o vosso valor. Glória seja ao Pai. Ao Filho e ao Amor também. Que é um só Deus em Pessoas três. Agora e sempre, e sem fim. Amém. [Hino]. Deus Vos salve, trono. Do grão Salomão. Arca do Concerto. Velo de Gedeão. Íris do céu clara. Sarça da visão. Favo de Sansão. Florescente vara. A qual escolheu. para ser Mãe sua. E de Vós nasceu. O Filho de Deus. Assim Vos livrou. Da culpa original. De nenhum pecado. Há em Vós sinal. Vós, que habitais. Lá nas alturas. E tendes Vosso Trono. Sobre as nuvens puras. Ouvi, Mãe de Deus. Minha oração. Toquem Vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [SEXTA]. Sede em meu favor. Virgem soberana. Livraime do inimigo. Com o vosso valor. Glória seja ao Pai. Ao Filho e ao Amor também. Que é um só Deus em Pessoas três. Agora e sempre, e sem fim. Amém. [Hino]. Deus Vos salve, Virgem. Da Trindade templo. Alegria dos anjos. Da pureza exemplo. Que alegrais os tristes. Com vossa clemência. Horto de deleite. Palma da paciência. Sois daTerra bendita. E sacerdotal. Sois da castidade. Símbolo real. Cidade do Altíssimo. Porta oriental. Sois a mesma Graça. Virgem singular. Qual lírio cheiroso. Entre espinhas duras. Tal sois Vós, Senhora. Entre as criaturas. Ouvi, Mãe de Deus. Minha oração. Toque Vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [NOA]. Sede em meu favor. Virgem soberana. Livraime do inimigo. Com o vosso valor. Glória seja ao Pai. Ao Filho e ao Amor também. Que é um só Deus em Pessoas três. Agora e sempre, e sem fim. Amém. [Hino]. Deus vos salve, Cidade. De torres guarnecida. De Davi, com armas. Bem fortalecida. De suma caridade. Sempre abrasada. Do dragão a força. Foi por Vós prostrada. Ó mulher tão forte. Ó invicta Judite. Que vós alentastes. O Sumo Davi. Do Egito o curador. De Raquel nasceu. Do mundo o Salvador. Maria noLo deu. Toda é formosa. Minha companheira. Nela não há mácula. Da culpa primeira. Ouvi, Mãe de Deus. Minha oração. Toquem Vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [VÉSPERAS]. Sede em meu favor. Virgem soberana. Livraime do inimigo. Com o vosso valor. Glória seja ao Pai. Ao Filho e ao Amor também. Que é um só Deus em Pessoas três. Agora e sempre, e sem fim. Amém. [Hino]. Deus vos salve, relógio. Que, andando atrasado. Serviu do sinal. Ao Verbo Encarnado. Para que o homem suba. Às sumas alturas. Desce Deus dos céus. Para as criaturas. Com os raios claros. Do Sol da Justiça. Resplandece a Virgem. Dando ao sol cobiça. Sois lírio formoso. Que cheiro respira. Entre os espinhos. Da serpente, a ira. Vós aquebrantais. Com o vosso poder. Os cegos errados. Vós alumiais. Fizestes nascer. Sol tão fecundo. E como com nuvens. Cobristes o mundo. Ouvi, Mãe de Deus. Minha oração. Toquem Vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [COMPLETAS]. Rogai a Deus, Vós. Virgem, nos converta. que a sua ira. se aparte de nós. Sede em meu favor. Virgem soberana. livraime do inimigo. com o vosso valor. Glória seja ao Pai. ao Filho e ao Amor também. que é um só Deus em Pessoas três. agora e sempre, e sem fim. Amém. [Hino]. Deus Vos salve. Virgem Mãe Imaculada. Rainha de clemência. De estrelas coroada. Vós sobre os Anjos. Sois purificada. De Deus, à mão direita. Estais de ouro ornada. Por Vós, Mãe da Graça. Mereçamos ver. A Deus nas alturas. Com todo prazer. Pois sois Esperança. Dos pobres errantes. E seguro Porto. Aos navegantes. Estrela do mar. E saúde certa. E Porta que estais. Para o céu aberta. É óleo derramado. Virgem, Vosso nome. E os servos vosso. vos hão sempre amado. Ouvi, Mãe de Deus. Minha oração. Toquem Vosso peito. Os clamores meus. [Oração]. Santa Maria, Rainha dos céus, Mãe de Nosso Senhor Jesus Cristo. Senhora do mundo, que a nenhum pecador desamparais nem desprezais. Ponde, Senhora, em mim os olhos de Vossa piedade. E alcançaime de Vosso amado Filho o perdão de todos os meus pecados. Para que eu que agora venero com devoção Vossa santa e Imaculada Conceição. Mereça na outra vida alcançar o prêmio da bemaventurança. Pelo merecimento de Vosso benditíssimo Filho, Jesus Cristo, Nosso Senhor. Que, com o Pai e o Espírito Santo, vive e reina para sempre. Amém. [OFERECIMENTO]. Humildes oferecemos. A Vós, Virgem pia. Estas orações. Para que, em nossa guia. Vades Vós adiante. E na agonia. Vós nos animeis. Ô doce Maria. Amém.. Infinitas graças vos damos Senhora Rainha. Pelos benefícios que todos os dias recebemos de vossas mãos liberais. Dignaivos sempre atendernos e para mais vos louvarmos. Saudamos com uma Salve Rainha. Salve, Rainha, Mãe de misericórdia. Vida, doçura e esperança nossa, salve. A vós bradamos os degredados filhos de Eva. A vós suspiramos, gemendo e chorando, neste vale de lágrimas. Eia, pois, advogada nossa. Esses vossos olhos misericordiosos a nós volvei. E depois deste desterro. Mostrainos Jesus, bendito fruto do vosso ventre. Ó clemente, ó piedosa, ó doce e sempre Virgem Maria. Rogai por nós, Santa Mãe de Deus. Para que sejamos dignos das promessas de Cristo. Amém.  "
557,Milagre de amor,Juliana de Paula," Que bom te receber no meu coração. Te tocar. Ter te em minhas mãos. Com carinho te acolher. E contigo ser um só. Ter contigo uma perfeita comunhão. Corpo sangue vinho e pão. Milagre de amor. Fonte de vida. Ó meu Jesus, eucaristia. Eu te recebo em comunhão. Pois mesmo sem que eu mereça. Vens fazer morada no meu coração. Eu te adoro meu Jesus. Doce mistério no meu coração. Como um Deus tão grande e soberano. Se faz pequeno, um pedaço de pão. Só por amor.  "
558,Dá-me Um Coração Igual Ao Teu,Ana Paula Valadão," Se tu olhares senhor pra dentro de mim, nada encontrarás de bom. Mas um desejo eu tenho de ser transformado preciso tanto do seu perdão. Dáme um novo coração. Dáme um coração igual ao teu, meu mestre. Dáme um coração igual ao teu, coração disposto a obedecer. Cumprir todo o teu querer. Dáme um coração igual ao teu. Se tu olhares, Senhor pra dentro de mim, nada encontrarás de bom. Mas um desejo eu tenho de ser transformado preciso tanto do seu perdão. Dáme um novo coração. Ensiname amar o meu irmão. A olhar com os teus olhos. Perdoar com teu perdão. Encheme com teu espírito. Endireita os meus caminhos. Oh, Deus dáme um novo coração. Encheme com teu espírito. Endireita os meus caminhos. Oh, Deus dáme um novo coração.  "
559,Meu Alvo,Kleber Lucas," Estou subindo pra um lugar mais alto. Eu já queimei as pontes com o passado. E em meus olhos vejo o futuro. Tudo novo se fez, tudo novo se faz. E dessa estrada eu não me desvio nunca mais. Estou firme, eu não me desvio nunca mais. Vou avançar, eu vou crescer. Ninguém vai me deter. Meu alvo é Cristo, meu alvo é Cristo. Vou avançar, eu vou crescer. Ninguém vai me deter. Meu alvo é Cristo, meu alvo é Cristo. Estou subindo pra um lugar mais alto. Eu já desisti de andar sozinho. Cristo vive em mim. E os meus pés estão no caminho, estão no caminho. E dessa estrada eu não me desvio nunca mais. Estou firme, eu não me desvio nunca mais. Vou avançar, eu vou vencer. Ninguém vai me deter,. Meu alvo é Cristo, meu alvo é Cristo.  "
560,O Grito,Pedras Vivas," Lá na cruz. Meu passado, minhas dores e aflições. Lá na cruz. Minha vitória, nova vida, nova história. Sangue derramado. Preço que foi pago. Por amor a mim. Poderes ou palavras. Nada se compara. Ao grito que foi dado. Está consumado. Filho de Davi. Preciso de um milagre. Tem misericórdia de mim. Quebra as correntes. Cura minhas feridas. O grito já foi dado na cruz.  "
561,Pelos Prados e Campinas,Padre Zezinho," Pelos prados e campinas verdejantes eu vou. É o Senhor que me leva a descansar. Junto às fontes de águas puras repousantes eu vou. Minhas forças o Senhor vai animar. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Nos caminhos mais seguros, junto d'Ele eu vou. E pra sempre o Seu nome eu honrarei. Se eu encontro mil abismos nos caminhos eu vou. Segurança sempre tenho em suas mãos. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Ao banquete em sua casa, muito alegre eu vou. Um lugar em Sua mesa me preparou. Ele unge minha fronte e me faz ser feliz. E transborda a minha taça em Seu amor. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Bem a frente do inimigo, confiante eu vou. Tenho sempre o Senhor junto de mim. Seu cajado me protege e eu jamais temerei. Sempre junto do Senhor eu estarei. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará. Tu és, Senhor, o meu pastor. Por isso nada em minha vida faltará.  "
562,As Portas Vão Se Abrir,Suellen Lima," É madrugada. E outra vez você perdeu o sono. Final da estrada. Desabaram tantos planos, tantos sonhos. As lutas são demais. No teu rosto vejo lágrimas rolarem. Mas, filho, não desista de lutar. Porque eu estou contigo a toda hora. Eu sempre te amei. E andar sozinho nunca te deixei. Nos meus braços eu te carreguei. Por isso, filho meu, não pare agora. As portas vão se abrir. A tempestade vai passar. A vitória vai surgir. A tua benção vai chegar. Fui eu quem te escolhi. E nunca vou te abandonar. E nas minhas mãos você vai descansar. Eu sempre te amei. E andar sozinho nunca te deixei. Nos meus braços eu te carreguei. Por isso, filho meu, não pare agora. As portas vão se abrir. A tempestade vai passar. A vitória vai surgir. A tua benção vai chegar. Fui eu quem te escolhi. E nunca vou te abandonar. E nas minhas mãos você vai descansar. As portas vão se abrir. A tempestade vai passar. A vitória vai surgir. A tua benção vai chegar. Fui eu quem te escolhi. E nunca vou te abandonar. E nas minhas mãos você vai descansar. E nas minha mãos você vai descansar.  "
563,Quão Grande É o Meu Deus,The Lions Face," Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver. Quão grande é o meu Deus. Com esplendor de um rei. Em majestade e luz. Faz a terra se alegrar. Faz a terra se alegrar. Ele é a própria luz. E as trevas vão fugir. Tremer com sua voz. Tremer com sua voz. Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver. Quão grande é o meu Deus. Por gerações Ele é. O tempo está em suas mãos. O começo e o fim. O começo e o fim. Três se formam em um. Filho, espírito e Pai. O cordeiro e o leão. O cordeiro e o leão. Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver. Quão grande é o meu Deus. Sobre todo nome é o seu. Tu és digno de louvor. Eu cantarei. Quão grande e o meu Deus. Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver. Quão grande é o meu Deus.  "
564,Quão Grande É o Meu Deus (part. Luis Cláudio),Soraya Moraes," Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver quão grande é o meu Deus. Com esplendor de um rei. Em majestade e luz. Faz a terra se alegrar, faz a terra se alegrar. Ele é a própria luz. E as trevas vão fugir. Tremer com sua voz, tremer com sua voz. Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver quão grande é o meu Deus. Por gerações Ele é. O tempo está em tuas mãos. O começo e o fim, o começo e o fim. Três se formam em um. Filho, Espírito e Pai. Cordeiro e leão, cordeiro e leão. Quão grande é o meu Deus (Eu cantarei). Cantarei quão grande é o meu Deus. E todos hão de ver quão grande é o meu Deus. Sobre todo nome é o seu. Tu és digno do louvor. Eu cantarei quão grande é o meu Deus. É o meu Deus. Quão grande é o meu Deus (Eu cantarei). Cantarei quão grande é o meu Deus (ele é grande). E todos hão de ver quão grande é o meu Deus. Quão grande é o meu Deus. Cantarei quão grande é o meu Deus. E todos hão de ver quão grande é o meu Deus.  "
565,De Valor Em Valor,J. Neto," Pela fé que uma vez me foi dada. Pra seguir o cordeiro de Deus. Pela graça de Deus enviada. Andarei, com valor, para o ceu. Quero andar de valor em valor. E seguir a Jesus, meu Senhor. Até que um dia receba no céu. A coroa que me dará Deus. De Deus quero vestir a armadura. Pra lutar com coragem e valor. Pois aqui a peleja é dura. Contra as hostes do vil tentador. Em Jesus eu farei mil proezas. No combate da fé e do amor. Nele tenho vigor e destreza. Pra lutar e pra ser vencedor. Eu direi ao findar esta lida. Combati o combate do amor. E coroa terei de justiça. Que no céu me dará o Senhor.  "
566,Recebi Um Novo Coração do Pai,Marcos Góes," Recebi um novo coração do Pai. Coração regenerado. Coração transformado. Coração que é inspirado por Jesus. Como fruto deste novo coração. Eu declaro a paz de cristo. Te abençoo meu irmão. Preciosa é a nossa comunhão. Somos Corpo, assim, bem ajustados. Totalmente ligados, unidos. Vivendo em amor. Uma família sem qualquer falsidade. Vivendo a verdade. Expressando a glória do Senhor. Uma família vivendo o compromisso. Do grande amor de Cristo. Eu preciso de ti, querido irmão. Precioso és para mim, querido irmão. Eu preciso de ti, querido irmão. Precioso és para mim, querido irmão. Como fruto deste novo coração. Eu declaro a paz de cristo. Te abençoo meu irmão. Preciosa é a nossa comunhão. Somos Corpo, assim, bem ajustados. Totalmente ligados, unidos. Vivendo em amor. Uma família sem qualquer falsidade. Vivendo a verdade. Expressando a glória do Senhor. Uma família vivendo o compromisso. Do grande amor de Cristo. Eu preciso de ti, querido irmão. Precioso és para mim, querido irmão. Eu preciso de ti, querido irmão. Precioso és para mim, querido irmão.  "
567,Sem Palavras,Vanilda Bordieri," Quando você fica triste. Desespero insiste em te abater. Angústia invade o seu peito. Você não tem mais o que fazer. Quando você senta e chora. E não tem ninguém pra te ajudar. Apenas dobre os seus joelhos. Se não tem palavras, começa a chorar. Mesmo em gemidos o Senhor te ouvirá. Até sem palavras Ele vai te responder. Pois Ele entende quando você quer chorar. Sabe de tudo mesmo antes de falar. Ele conhece o teu sofrer a tua dor. Sabe perfeitamente onde ela está. Por isso eu sei que mesmo sem palavras. O Senhor te ouvirá. Ao dobrar os seus joelhos em meio às lágrimas. Você clama a Deus. Sua voz é um gemido. Não tem palavras mais para pedir. E em meio a sofrimento. Que causa lamento não sabe o que fazer. Deus responde às orações. Deixa o Espírito Santo falar com você. Mesmo em gemidos o Senhor te ouvirá. Até sem palavras Ele vai te responder. Pois Ele entende quando você quer chorar. Sabe de tudo mesmo antes de falar. Ele conhece o teu sofrer a tua dor. Sabe perfeitamente onde ela está. Por isso eu sei que mesmo sem palavras. O Senhor te ouvirá.  "
568,O Silêncio de Deus,Leandro Borges," Não consigo entender. O que está acontecendo. Tenho orado a tanto tempo. Mas não vejo nada se movendo. E angustiado eu pergunto. Por que Deus se cala. Quando a minha alma grita. E quando a minha fé se abala. Chego a pensar que não me escuta. E comigo não se importa. Pai se estas me ouvindo eu imploro. Me dê uma resposta. Eu oro, eu choro, eu clamo. Mas parece que o céu está de bronze. Eu oro, eu choro, eu clamo. Mas parece que Deus não me ouve. Filho, eu estou aqui Tudo tenho acompanhado. Embora não possas me ver, mas sempre estive do teu lado. Não consegues entender, que o meu silêncio. É pra ouvir a tua alma e colocar tua fé em prova. No silêncio eu te conheço, sondo os teus pensamentos. Posso até ouvir palavras que não foram pronunciadas. Eu oro (e eu ouço teu clamor). Eu choro (tuas lágrimas enxugo). Eu clamo (e eu abro o céu inteiro só pra te ouvir). Eu oro (filho, eu estou aqui). Eu choro (tua lágrima eu vi). Eu clamo e sinto algo diferente acontecendo. No silêncio eu vou agir, vou abrindo os caminhos. No silêncio eu vou fazendo o impossível acontecer. Teu silêncio não é o meu e tudo que eu faço você pode ver. Você não ouviu, mas a muralha caiu. Você não viu, mas uma porta se abriu. No silêncio eu trabalho, a tua bênção eu preparo. E agora eu entrego pra você. Eu te ouço (pai, eu posso te sentir). Te respondo (sim eu posso te ouvir). Eu abro o céu(e eu sinto o céu se abrindo sobre mim). Estou contigo (sinto sua presença). Estou agindo (tudo está se movendo). Filho eu nunca te abandonei. Filho eu estou aqui. Sinta minha presença te envolver. Sinta o meu abraço te aquecer. Ouça o meu silêncio se romper. Filho eu tô aqui. Pai eu posso te sentir, tua voz eu posso ouvir. Agora eu sei que estás aqui, bem perto de mim. Estás aqui, estás aqui.  "
569,Trabalhai e Orai,Harpa Cristã," Eu quero trabalhar pra meu Senhor, . Levando a Palavra com amor . Quero eu cantar e orar, . E ocupado quero estar, . Sim, na vinha do Senhor. . Trabalhai e orai. . Na seara e na vinha do Senhor . Meu desejo é orar, . E ocupado quero estar . Sim, na vinha do Senhor.. Eu quero, cada dia, trabalhar . Escravos do pecado libertar . Conduzilos a Jesus, . Nosso guia, nossa luz, . Sim, na vinha do Senhor. . Eu quero ser obreiro de valor, . Confiando no poder do Salvador . Se quiseres trabalhar, . Acharás também lugar, . Sim, na vinha do Senhor..  "
570,Meu Respirar,Nívea Soares, Este é o meu respirar. Este é o meu respirar. Teu Santo Espírito vivendo em mim.. E este é o meu pão. E este é o meu pão. Tua vontade feita em mim.. E eu. Eu nada sou sem Ti. E eu. Perdido (a) estou sem Ti.  
571,Não Mais Escravos,Fernandinho, Com uma melodia Ele me encontrou. Me cercou com uma canção. Que me libertou dos meus inimigos. Dos meus medos me salvou. Eu não sou mais escravo do medo. Eu sou filho de Deus. Eu não sou mais escravo do medo. Eu sou filho de Deus. Antes de nascer escolhido fui. Por meu nome me chamou. De novo nasci em sua família. O seu sangue me comprou. Abriu o mar pra eu passar por ele. Perfeito amor que me alcançou. Me resgatou e agora posso cantar. Eu sou filho de Deus. Eu sou filho de Deus.  
572,Amigas,Fernanda Brum e Eyshila," Amigo é muito mais. Do que alguém pra conversar. Alguém pra abraçar. Amigo é uma bênção. Que vem do coração de Deus. Pra gente cuidar. É assim que você é pra mim. Como uma pérola que eu mergulhei pra encontrar. É assim que você é pra mim. Um tesouro, que pra sempre. Eu vou guardar. Amiga, eu nunca vou desistir de você. Pela tua vida eu vou interceder. Mesmo que eu esteja longe meu amor vai te encontrar. Porque você. É impossível de esquecer. Eu acredito em você. Eu acredito nos sonhos de Deus pra tua vida amiga. Eu oro por você. Porque a tua vitória também é minha.  "
573,Há Poder No Sangue de Jesus,Harpa Cristã," O teu pecado tu queres deixar. No sangue há poder, sim, há poder. Queres do mal a vitória ganhar. Seu sangue tem este poder. Há poder, sim, força e vigor. Neste sangue de Jesus. Há poder, sim, no bom Salvador. Oh Confia no Cristo da cruz.. Queres os vícios abandonar. No sangue há poder, sim, há poder. Confia em Cristo para te curar. Seu sangue tem este poder. Oh Paralítico, queres andar. No sangue há poder, sim, há poder. Para fazerte também caminhar,. Seu sangue tem esse poder. Queres pureza p'ra teu coração. No sangue há poder, sim, há poder. Mais lealdade, mais consagração,. Seu sangue tem este poder. Queres de Cristo a mensagem levar. No sangue há poder, sim, há poder. Queres co'os anjos, na glória cantar. Seu sangue tem este poder.  "
574,O Primeiro Olhar,Anjos de Resgate, Quando nós trocamos o primeiro olhar. O meu coração pediu pra se apaixonar. Igual ao sol que nasce e só pertence ao dia. Quando nasci o meu amor já te pertencia. Se não existisses eu te inventaria. As estrelas se eu pudesse te daria. Prometi a Deus que ao céu vou te levar. E vou gritar pro mundo ouvir. Que sempre te amei e vou te amar. Foi no primeiro olhar. Que eu te consagrei o meu amor. E nada vai nos separar na alegria ou na dor. O mundo não verá o nosso amor se acabar. Logo no primeiro olhar Deus nos casou. E escreveu seu nome e o meu no azul do céu. Pra sempre vou te amar.  
575,Mulher Marcha,Fabiana Anastácio," Em meios a perseguições e as afrontas de Penina. Ana não parou. Em meio a um mundo corrompido e perseguido. Débora continuou. Em meios a tantas aflições e tantas perdas. Noemi se preservou. Em meio a tanta solidão e dificuldades. Rute pelejou. Todas essas mulheres passaram por tantas aflições e não pararam. Rejeitadas, sensíveis e até mesmo angustiadas. Mas ergueram a cabeça e escolheram marchar. A família está perdida, mas eu vou marchar. Casamento por um triz, mas eu vou marchar. O meu filho desviado, mas eu vou marchar. O celeiro está vazio, mas eu vou marchar. Mesmo angustiada, mas eu vou marchar. Não entendendo nada, mas eu vou marchar. Quem vai na minha frente é o Leão de Judá. Mulher marcha, então marcha. Não pare de lutar nessa peleja. Deus confia em ti e vai te exaltar. Desembainha essa espada e sai pra guerrear. Mulher marcha, então marcha. Não pare de orar por essa casa. A partir de hoje o inimigo vai te respeitar. Jesus Cristo em sua casa vai chegar. Mulher marcha, então marcha. Jesus está contigo nessa causa. Nessa prova, se você não se entregar. No final você vai triunfar. Deus abre o mar, o muro cai, essa providencia vem. Deus liberta dentro da sua casa, só para o inimigo envergonhar. Leão jejua, fornalha esfria, a tua cura vai chegar. Só depende hoje da tua escolha, parar ou marchar.  "
576,Força,Bruna Karla," Quando perco o chão, Tu me levantas. E quando não consigo encontrar solução. Tu estás ali pra me estenderes a mão. E quando a dor aperta o meu coração. E fico sem resposta em meio à solidão. Escuto a Sua voz me chamando para vencer. Pra confiar e em Sua destra descansar. E com Seu poder posso ir além das minhas forças. A minha força está em Ti. Meu Deus que nunca falha. Meu Deus é minha muralha. Sei que eu não vou cair e não vou desistir. Pois Ele me sustenta e me faz vencer. E quando a dor aperta o meu coração. E fico sem resposta em meio à solidão. Escuto a Sua voz me chamando para vencer. Pra confiar e em Sua destra descansar. E com Seu poder posso ir além das minhas forças. A minha força está em Ti. Meu Deus que nunca falha. Meu Deus é minha muralha. Sei que eu não vou cair e não vou desistir. Pois Ele me sustenta e me faz vencer. A minha força está em Ti. Meu Deus que nunca falha. Meu Deus é minha muralha. Sei que eu não vou cair e não vou desistir. Pois Ele me sustenta e me faz vencer. Tu me faz vencer.  "
