,titulo,artista,letras
10,O Girassol,Vinicius de Moraes," Sempre que o sol . Pinta de anil . Todo o céu . O girassol . Fica um gentil . Carrossel . Roda, roda, roda . Carrossel . Roda, roda, roda . Rodador . Vai rodando, dando mel . Vai rodando, dando flor. Sempre que o sol . Pinta de anil . Todo o céu . O girassol. Fica um gentil. Carrossel. Roda, roda, roda. Carrossel. Gira, gira, gira. Girassol. Redondinho como o céu. Marelinho como o sol.  "
11,Chega de Saudade,Vinicius de Moraes," Vai minha tristeza. E diz a ela que sem ela não pode ser. Dizlhe numa prece. Que ela regresse. Porque eu não posso mais sofrer. Chega de saudade. A realidade é que sem ela. Não há paz não há beleza. É só tristeza e a melancolia. Que não sai de mim. Não sai de mim. Não sai. Mas se ela voltar. Se ela voltar que coisa linda. Que coisa louca. Pois há menos peixinhos a nadar no mar. Do que os beijinhos. Que eu darei na sua boca. Dentro dos meus braços, os abraços. Hão de ser milhões de abraços. Apertado assim, colado assim, calado assim. Abraços e beijinhos e carinhos sem ter fim. Que é pra acabar com esse negócio. De você viver sem mim. Não quero mais esse negócio. De você longe de mim. Vamos deixar esse negócio. De você viver sem mim.  "
12,Ne Me Quitte Pas,Maysa, Ne me quitte pas. Il faut oublier. Tout peut s'oublier. Qui s'enfuit déjà. Oublier le temps. Des malentendus. Et le temps perdu. A savoir comment. Oublier ces heures. Qui tuaient parfois. A coups de pourquoi. Le coeur du bonheure. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. Moi je t'offrirai. Des perles et des pluie. Venues de pays. Où il ne pleut pas. Je creuserai la terre. Jusqu'après ma mort. Pour couvrir ton corps. D'or et de lumière. Je ferai un domaine. Où l'amour sera roi. Où l'amour sera loi. Où tu seras reine. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. Je t'inventerai. Des mots insensés. Que tu comprendras. Je te parlerai. De ces amantslà. Qui ont vu deux fois. Leurs coeurs s'embraser. Je te racontrai. L'histoire de ce roi. Mort de n'avoir pas. Pu te rencontrer. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. On a vu souvent. Rejaillir le feu. De l'ancien volcan. Qu'on croyait trop vieux. Il est paraîtil. Des terres brûlées. Donnant plus de blé. Qu'un meilleur avril. Et quand vient le soir. Pour qu'un ciel flamboie. Le rouge et le noir. Ne s'épousentils pas. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. Je ne vais plus pleurer. Je ne vais plus parler. Je me cacherai là. A te regarder. Danser et sourire. Et à t'écouter. Chanter et puis rire. Laissemoi devenir. L'ombre de ton ombre. L'ombre de ta main. L'ombre de ton chien. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas. Ne me quitte pas.  
13,Canto de Ossanha,Vinicius de Moraes," O homem que diz Dou. Não dá. Porque quem dá mesmo. Não diz. O homem que diz Vou. Não vai. Porque quando foi. Já não quis. O homem que diz sou. Não é. Porque quem é mesmo é. Não sou. O homem que diz Tô. Não tá. Porque ninguém tá. Quando quer. Coitado do homem que cai. No canto de Ossanha, traidor. Coitado do homem que vai. Atrás de mandinga de amor. Vai Vai Vai Vai. Não Vou. Vai Vai Vai Vai. Não Vou. Vai Vai Vai Vai. Não Vou. Vai Vai Vai Vai. Não Vou. Que eu não sou ninguém de ir. Em conversa de esquecer. A tristeza de um amor. Que passou. Não. Eu só vou se for pra ver. Uma estrela aparecer. Na manhã de um novo amor. Amigo sinhô, Saravá. Xangô me mandou lhe dizer. Se é canto de Ossanha. Não vá. Que muito vai se arrepender. Pergunte pro seu Orixá. O amor só é bom se doer. Pergunte pro seu Orixá. O amor só é bom se doer. Vai Vai Vai Vai. Amar. Vai Vai Vai Vai. Sofrer. Vai Vai Vai Vai. Chorar. Vai Vai Vai Vai. Dizer. Eu não sou ninguém de ir. Em conversa de esquecer. A tristeza de um amor. Que passou. Não. Eu só vou se for pra ver. Uma estrela aparecer. Na manhã de um novo amor. Vai Vai Vai Vai. Amar. Vai Vai Vai Vai. Sofrer. Vai Vai Vai Vai. Chorar. Vai Vai Vai Vai. Dizer. Eu não sou ninguém de ir. Em conversa de esquecer. A tristeza de um amor. Que passou. Não. Eu só vou se for pra ver. Uma estrela aparecer. Na manhã de um novo amor. Vai Vai Vai Vai. Amar. Vai Vai Vai Vai. Sofrer. Vai Vai Vai Vai. Chorar. Vai Vai Vai Vai. Dizer. Vai Vai Vai Vai. Amar. Vai Vai Vai Vai. Sofrer. Vai Vai Vai Vai. Chorar. Vai Vai Vai Vai. Dizer.  "
14,Águas de Março,Tom Jobim," É pau, é pedra, é o fim do caminho. É um resto de toco, é um pouco sozinho. É um caco de vidro, é a vida, é o sol. É a noite, é a morte, é o laço, é o anzol. É peroba do campo, é o nó da madeira. Caingá, candeia, é o Matinta Pereira. É madeira de vento, tombo da ribanceira. É o mistério profundo, é o queira ou não queira. É o vento ventando, é o fim da ladeira. É a viga, é o vão, festa da cumeeira. É a chuva chovendo, é conversa ribeira. Das águas de março, é o fim da canseira. É o pé, é o chão, é a marcha estradeira. Passarinho na mão, pedra de atiradeira. É uma ave no céu, é uma ave no chão. É um regato, é uma fonte, é um pedaço de pão. É o fundo do poço, é o fim do caminho. No rosto, o desgosto, é um pouco sozinho. É um estrepe, é um prego, é uma ponta, é um ponto. É um pingo pingando, é uma conta, é um conto. É um peixe, é um gesto, é uma prata brilhando. É a luz da manhã, é o tijolo chegando. É a lenha, é o dia, é o fim da picada. É a garrafa de cana, o estilhaço na estrada. É o projeto da casa, é o corpo na cama. É o carro enguiçado, é a lama, é a lama. É um passo, é uma ponte, é um sapo, é uma rã. É um resto de mato, na luz da manhã. São as águas de março fechando o verão. É a promessa de vida no teu coração. É uma cobra, é um pau, é João, é José. É um espinho na mão, é um corte no pé. São as águas de março fechando o verão. É a promessa de vida no teu coração. É pau, é pedra, é o fim do caminho. É um resto de toco, é um pouco sozinho. É um passo, é uma ponte, é um sapo, é uma rã. É um belo horizonte, é uma febre terçã. São as águas de março fechando o verão. É a promessa de vida no teu coração. Au, edra, im, minho. Esto, oco, ouco, inho. Aco, idro, ida, ol, oite, orte, aço, zol. São as águas de março fechando o verão. É a promessa de vida no teu coração.  "
15,Samba da Bênção,Vinicius de Moraes," É melhor ser alegre que ser triste. Alegria é a melhor coisa que existe. É assim como a luz no coração. Mas pra fazer um samba com beleza. É preciso um bocado de tristeza. É preciso um bocado de tristeza. Senão, não se faz um samba não. Senão é como amar uma mulher só linda. E daí Uma mulher tem que ter. Qualquer coisa além de beleza. Qualquer coisa de triste. Qualquer coisa que chora. Qualquer coisa que sente saudade. Um molejo de amor machucado. Uma beleza que vem da tristeza. De se saber mulher. Feita apenas para amar. Para sofrer pelo seu amor. E pra ser só perdão. Fazer samba não é contar piada. E quem faz samba assim não é de nada. O bom samba é uma forma de oração. Porque o samba é a tristeza que balança. E a tristeza tem sempre uma esperança. A tristeza tem sempre uma esperança. De um dia não ser mais triste não. Feito essa gente que anda por aí. Brincando com a vida. Cuidado, companheiro. A vida é pra valer. E não se engane não, tem uma só. Duas mesmo que é bom. Ninguém vai me dizer que tem. Sem provar muito bem provado. Com certidão passada em cartório do céu. E assinado embaixo Deus. E com firma reconhecida. A vida não é de brincadeira, amigo. A vida é arte do encontro. Embora haja tanto desencontro pela vida. Há sempre uma mulher à sua espera. Com os olhos cheios de carinho. E as mãos cheias de perdão. Ponha um pouco de amor na sua vida. Como no seu samba. Ponha um pouco de amor numa cadência. E vai ver que ninguém no mundo vence. A beleza que tem um samba, não. Porque o samba nasceu lá na Bahia. E se hoje ele é branco na poesia. Se hoje ele é branco na poesia. Ele é negro demais no coração. Eu, por exemplo, o capitão do mato. Vinicius de Moraes. Poeta e diplomata. O branco mais preto do Brasil. Na linha direta de Xangô, saravá. A bênção, Senhora. A maior ialorixá da Bahia. Terra de Caymmi e João Gilberto. A bênção, Pixinguinha. Tu que choraste na flauta. Todas as minhas mágoas de amor. A bênção, Sinhô, a benção, Cartola. A bênção, Ismael Silva. Sua bênção, Heitor dos Prazeres. A bênção, Nelson Cavaquinho. A bênção, Geraldo Pereira. A bênção, meu bom Cyro Monteiro. Você, sobrinho de Nonô. A bênção, Noel, sua bênção, Ary. A bênção, todos os grandes. Sambistas do Brasil. Branco, preto, mulato. Lindo como a pele macia de Oxum. A bênção, maestro Antonio Carlos Jobim. Parceiro e amigo querido. Que já viajaste tantas canções comigo. E ainda há tantas por viajar. A bênção, Carlinhos Lyra. Parceiro cem por cento. Você que une a ação ao sentimento. E ao pensamento. A bênção, a bênção, Baden Powell. Amigo novo, parceiro novo. Que fizeste este samba comigo. A bênção, amigo. A bênção, maestro Moacir Santos. Não és um só, és tantos como. O meu Brasil de todos os santos. Inclusive meu São Sebastião. Saravá A bênção, que eu vou partir. Eu vou ter que dizer adeus. Ponha um pouco de amor numa cadência. E vai ver que ninguém no mundo vence. A beleza que tem um samba, não. Porque o samba nasceu lá na Bahia. E se hoje ele é branco na poesia. Se hoje ele é branco na poesia. Ele é negro demais no coração.  "
16,Minha Namorada,Vinicius de Moraes," Se você quer ser minha namorada. Ah, que linda namorada. Você poderia ser. Se quiser ser somente minha. Exatamente essa coisinha. Essa coisa toda minha. Que ninguém mais pode ser. Você tem que me fazer um juramento. De só ter um pensamento. Ser só minha até morrer. E também de não perder esse jeitinho. De falar devagarinho. Essas histórias de você. E de repente me fazer muito carinho. E chorar bem de mansinho. Sem ninguém saber por quê. Porém, se mais do que minha namorada. Você quer ser minha amada. Minha amada, mas amada pra valer. Aquela amada pelo amor predestinada. Sem a qual a vida é nada. Sem a qual se quer morrer. Você tem que vir comigo em meu caminho. E talvez o meu caminho seja triste pra você. Os seus olhos têm que ser só dos meus olhos. Os seus braços o meu ninho. No silêncio de depois. E você tem que ser a estrela derradeira. Minha amiga e companheira. No infinito de nós dois.  "
17,Eu Não Existo Sem Você,Tom Jobim," Eu sei e você sabe. Já que a vida quis assim. Que nada nesse mundo. Levará você de mim. Eu sei e você sabe. Que a distância não existe. Que todo grande amor. Só é bem grande se for triste. Por isso, meu amor. Não tenha medo de sofrer. Que todos os caminhos. Me encaminham pra você. Assim como o oceano. Só é belo com luar. Assim como a canção. Só tem razão se se cantar. Assim como uma nuvem. Só acontece se chover. Assim como o poeta. Só é grande se sofrer. Assim como viver. Sem ter amor não é viver. Não há você sem mim. E eu não existo sem você.  "
18,Luiza,Tom Jobim," Lua. Espada nua. Boia no céu imensa e amarela. Tão redonda a lua. Como flutua. Vem navegando o azul do firmamento. E no silêncio lento. Um trovador, cheio de estrelas. Escuta agora a canção que eu fiz. Pra te esquecer Luiza. Eu sou apenas um pobre amador. Apaixonado. Um aprendiz do teu amor. Acorda amor. Que eu sei que embaixo desta neve mora um coração. Vem cá, Luiza. Me dá tua mão. O teu desejo é sempre o meu desejo. Vem, me exorciza. Dáme tua boca. E a rosa louca. Vem me dar um beijo. E um raio de sol. Nos teus cabelos. Como um brilhante que partindo a luz. Explode em sete cores. Revelando então os sete mil amores. Que eu guardei somente pra te dar Luiza. Luiza. Luiza.  "
19,Samba de Uma Nota Só,Tom Jobim," Eis aqui este sambinha feito numa nota só. Outras notas vão entrar, mas a base é uma só. Esta outra é conseqüência do que acabo de dizer. Como eu sou a conseqüência inevitável de você. Quanta gente existe por aí que fala tanto e não diz nada. Ou quase nada. Já me utilizei de toda a escala e no final não sobrou nada. Não deu em nada. E voltei pra minha nota como eu volto pra você. Vou contar com uma nota como eu gosto de você. E quem quer todas as notas ré, mi, fá, sol, lá, si, dó. Fica sempre sem nenhuma, fica numa nota só.  "
20,Desafinado,Tom Jobim," Quando eu vou cantar, você não deixa. E sempre vêm a mesma queixa. Diz que eu desafino, que eu não sei cantar. Você é tão bonita. Mas tanta beleza também pode se acabar. Se você disser que eu desafino, amor. Saiba que isto em mim provoca imensa dor. Só privilegiados têm o ouvido igual ao seu. Eu possuo apenas o que Deus me deu. Se você insiste em classificar. Meu comportamento de antimusical. Eu mesmo mentindo devo argumentar. Que isto é Bossa Nova, isto é muito natural. O que você não sabe nem sequer pressente. É que os desafinados também têm um coração. Fotografei você na minha RolleyFlex. Revelouse a sua enorme ingratidão. Só não poderá falar assim do meu amor. Este é o maior que você pode encontrar. Você com a sua música esqueceu o principal. Que no peito dos desafinados. No fundo do peito bate calado. Que no peito dos desafinados também bate um coração.  "
21,O Mais-que-perfeito,Vinicius de Moraes," Ah, quem me dera. Irme contigo agora. A um horizonte firme, comum. Embora amarte. Ah, quem me dera amarte. Sem mais ciúmes. De alguém em algum lugar. Que nem presumes. Ah, quem me dera verte. Sempre a meu lado. Sem precisar dizerte. Jamais cuidado. Ah, quem me dera terte. Como um lugar. Plantado num chão verde. Para eu morarte. Ah, quem me dera terte. Morarte até morrerte.  "
22,O Relógio,Vinicius de Moraes," Passa, tempo, tictac. Tictac, passa, hora. Chega logo, tictac. Tictac, e vaite embora. Passa, tempo. Bem depressa. Não atrasa. Não demora. Que já estou. Muito cansado. Já perdi. Toda a alegria. De fazer. Meu tictac. Dia e noite. Noite e dia. Tictac. Tictac. Dia e noite. Noite e dia.  "
23,Aquarela Do Brasil,João Gilberto," Brasil. Meu Brasil Brasileiro. Meu mulato inzoneiro. Vou cantarte nos meus versos. Brasil, samba que dá. Bamboleio, que faz gingar. O Brasil do meu amor. Terra de Nosso Senhor. Abre a cortina do passado. Tira a mãe preta do cerrado. Bota o rei congo no congado. Canta de novo o trovador. A merencória à luz da lua. Toda canção do seu amor. Quero ver essa dona caminhando. Pelos salões arrastando. O seu vestido rendado. Esse coqueiro que dá coco. Oi Onde amarro minha rede. Nas noites claras de luar. Por essas fontes murmurantes. Onde eu mato a minha sede. Onde a lua vem brincar. Esse Brasil lindo e trigueiro. É o meu Brasil Brasileiro. Terra de samba e pandeiro. Brasil. Terra boa e gostosa. Da morena sestrosa. De olhar indiferente. Brasil, samba que dá. Para o mundo se admirar. O Brasil, do meu amor. Terra de Nosso Senhor. Abre a cortina do passado. Tira a mãe preta do cerrado. Bota o rei congo no congado. Canta de novo o trovador. A merencória à luz da lua. Toda canção do seu amor. Huuum. Essa dona caminhando. Pelos salões arrastando. O seu vestido rendado. Esse coqueiro que dá coco. Onde amarro minha rede. Nas noites claras de luar. Por essas fontes murmurantes. Onde eu mato a minha sede. Onde a lua vem brincar. Huuum. Esse Brasil lindo e trigueiro. É o meu Brasil Brasileiro. Terra de samba e pandeiro. Brasil. Meu Brasil Brasileiro. Mulato inzoneiro. Vou cantarte nos meus versos. Brasil, samba que dá. Bamboleio, que faz gingar. O Brasil do meu amor. Terra de Nosso Senhor. Abre a cortina do passado. Tira a mãe preta do cerrado. Bota o rei congo no congado. Canta de novo o trovador. A merencória à luz da lua nao sabe a musica nao faz. Toda canção do seu amor. Quero ver essa dona caminhando. Pelos salões arrastando. O seu vestido rendado. Esse coqueiro que dá coco. Onde amarro minha rede. Nas noites claras de luar. Por essas fontes murmurantes. Onde eu mato a minha sede. Onde a lua vem brincar. Esse Brasil lindo e trigueiro. É o meu Brasil Brasileiro. Terra de samba e pandeiro. Oi Essas fontes murmurantes. Onde eu mato a minha sede. Onde a lua vem brim ca. Esse Brasil lindo e trigueiro. É o meu Brasil Brasileiro. Terra de samba e pandeiro. Brasil.  "
24,Garota de Ipanema,Vinicius de Moraes," Olha que coisa mais linda, mais cheia de graça. É ela, menina, que vem e que passa. Seu doce balanço, caminho do mar. Moça do corpo dourado, do sol de Ipanema. O seu balançado é mais que um poema. É a coisa mais linda que eu já vi passar. Ah, por que estou tão sozinho. Ah, por que tudo é tão triste. Ah, a beleza que existe. A beleza que não é só minha. Que também passa sozinha. Ah, se ela soubesse que quando ela passa. O mundo inteirinho se enche de graça. E fica mais lindo por causa do amor.  "
25,Poema Enjoadinho,Vinicius de Moraes," Filhos... Filhos. Melhor não têlos. Mas se não os temos. Como sabêlos. Se não os temos. Que de consulta. Quanto silêncio. Como os queremos. Banho de mar. Diz que é um porrete.... Cônjuge voa. Transpõe o espaço. Engole água. Fica salgada. Se iodifica. Depois, que boa. Que morenaço. Que a esposa fica. Resultado filho.. E então começa. A aporrinhação. Cocô está branco. Cocô está preto. Bebe amoníaco. Comeu botão.. Filhos Filhos. Melhor não têlos. Noites de insônia. Cãs prematuras. Prantos convulsos. Meu Deus, salvaio. Filhos são o demo. Melhor não têlos.... Mas se não os temos. Como sabêlos. Como saber. Que macieza. Nos seus cabelos. Que cheiro morno. Na sua carne. Que gosto doce. Na sua boca. Chupam gilete. Bebem xampu. Ateiam fogo. No quarteirão. Porém, que coisa. Que coisa louca. Que coisa linda. Que os filhos são.  "
26,Samba do Avião,Tom Jobim," Eparrê. Aroeira beira de mar. Canôa Salve Deus e Tiago e Humaitá. Eta, costão de pedra dos home brabo do mar. Eh, Xangô, vê se me ajuda a chegar. Minha alma canta. Vejo o Rio de Janeiro. Estou morrendo de saudades. Rio, céu, mar. Praia sem fim. Rio, você foi feito prá mim. Cristo Redentor. Braços abertos sobre a Guanabara. Este samba é só porque. Rio, eu gosto de você. A morena vai sambar. Seu corpo todo balançar. Rio de sol, de céu, de mar. Dentro de mais um minuto estaremos no Galeão. Copacabana, Copacabana. Cristo Redentor. Braços abertos sobre a Guanabara. Este samba é só porque. Rio, eu gosto de você. A morena vai sambar. Seu corpo todo balançar. Aperte o cinto, vamos chegar. Água brilhando, olha a pista chegando. E vamos nós. Pousar.  "
27,The Girl From Ipanema,Tom Jobim," Tall and tanned and young and lovely. The girl from Ipanema goes walking. And when she passes, each one she passes goes Aaah. When she walks she's like a samba that. Swings so cool and sways so gentle,. That when she passes, each one she passes goes Aaah. Oh, but I watch her so sadly. How can I tell her I love her. Yes, I would give my heart gladly. But each day when she walks to the sea. She looks straight ahead not at me. Tall and tanned and young and lovely. The girl from Ipanema goes walking. And when she passes I smile, but she doesn't see. She just doesn't see. No, she doesn't see.  "
28,Se Todos Fossem Iguais A Você,Tom Jobim," Vai tua vida. Teu caminho é de paz e amor. A tua vida. É uma linda canção de amor. Abre os teus braços e canta. A última esperança. A esperança divina. De amar em paz. Se todos fossem. Iguais a você. Que maravilha viver. Uma canção pelo ar. Uma mulher a cantar. Uma cidade a cantar, a sorrir, a cantar, a pedir. A beleza de amar. Como o sol, como a flor, como a luz. Amar sem mentir, nem sofrer. Existiria a verdade. Verdade que ninguém vê. Se todos fossem no mundo iguais a você.  "
29,Eu Sei Que Vou Te Amar,Vinicius de Moraes," Eu sei que vou te amar. Por toda a minha vida, eu vou te amar. Em cada despedida, eu vou te amar. Desesperadamente. Eu sei que vou te amar. E cada verso meu será. Pra te dizer. Que eu sei que vou te amar. Por toda a minha vida. Eu sei que vou chorar. A cada ausência tua, eu vou chorar. Mas cada volta tua há de apagar. O que esta tua ausência me causou. Eu sei que vou sofrer. A eterna desventura de viver. À espera de viver ao lado teu. Por toda a minha vida.  "
30,Como Dizia o Poeta,Vinicius de Moraes," Quem já passou. Por esta vida e não viveu. Pode ser mais, mas sabe menos do que eu. Porque a vida só se dá. Pra quem se deu. Pra quem amou, pra quem chorou. Pra quem sofreu, ai. Quem nunca curtiu uma paixão. Nunca vai ter nada, não. Não há mal pior. Do que a descrença. Mesmo o amor que não compensa. É melhor que a solidão. Abre os teus braços, meu irmão, deixa cair. Pra que somar se a gente pode dividir. Eu francamente já não quero nem saber. De quem não vai porque tem medo de sofrer. Ai de quem não rasga o coração. Esse não vai ter perdão.  "
31,Insensatez,Tom Jobim," A insensatez que você fez. Coração mais sem cuidado. Fez chorar de dor. O seu amor. Um amor tão delicado. Ah, porque você foi fraco assim. Assim tão desalmado. Ah, meu coração que nunca amou. Não merece ser amado. Vai meu coração ouve a razão. Usa só sinceridade. Quem semeia vento, diz a razão. Colhe sempre tempestade. Vai, meu coração pede perdão. Perdão apaixonado. Vai porque quem não. Pede perdão. Não é nunca perdoado.  "
32,Samba Em Prelúdio,Vinicius de Moraes, Eu sem você não tenho porque. porque sem você não sei nem chorar. Sou chama sem luz. jardim sem luar. luar sem amor. amor sem se dar. E eu sem você. sou só desamor. um barco sem mar. um campo sem flor. Tristeza que vai. tristeza que vem. Sem você meu amor eu não sou. ninguém. Ah que saudade. que vontade de ver renascer. nossa vida. Volta querido. os meus braços precisam dos teus. Teus abraços precisam dos meus. Estou tão sozinha. tenho os olhos cansados de olhar. para o além. Vem ver a vida. Sem você meu amor eu não sou. ninguém.  
